date,game,score,league,season,game_id,home,away,score_home,actual,predicted,prob_home,prob_draw,prob_away,correct,odds_1,odds_X,odds_2,odds_outcome,return
2019-09-24,Leksands IF  - Brynäs IF,5 - 1,shl,2019/20,441836,Leksands IF,Brynäs IF,5,home,home,0.57,0.24,0.19,1,2.77,4.15,2.29,2.77,2.77
2019-09-26,Djurgårdens IF  - HV 71,2 - 1,shl,2019/20,441831,Djurgårdens IF,HV 71,2,draw,home,0.44,0.17,0.39,0,1.78,4.4,4.0,4.4,-1.0
2019-09-26,Färjestad BK  - IF Malmö Redhawks,4 - 3,shl,2019/20,441832,Färjestad BK,IF Malmö Redhawks,4,draw,home,0.59,0.24,0.17,0,1.7,4.55,4.3,4.55,-1.0
2019-09-26,Luleå HF  - Linköping HC,4 - 1,shl,2019/20,441833,Luleå HF,Linköping HC,4,home,home,0.4,0.28,0.32,1,1.72,4.35,4.3,1.72,1.72
2019-09-26,Örebro HK  - Rögle BK,2 - 3,shl,2019/20,441834,Örebro HK,Rögle BK,2,draw,home,0.46,0.16,0.38,0,2.72,4.2,2.29,4.2,-1.0
2019-09-26,Skellefteå AIK  - Frölunda HC,1 - 6,shl,2019/20,441835,Skellefteå AIK,Frölunda HC,1,away,home,0.54,0.13,0.33,0,2.55,4.15,2.47,2.47,-1.0
2019-09-26,Växjö Lakers HC  - IK Oskarshamn,3 - 2,shl,2019/20,441837,Växjö Lakers HC,IK Oskarshamn,3,home,home,0.55,0.1,0.35,1,1.68,4.55,4.45,1.68,1.68
2019-09-28,IF Malmö Redhawks  - Örebro HK,4 - 1,shl,2019/20,441842,IF Malmö Redhawks,Örebro HK,4,home,away,0.37,0.21,0.42,0,2.09,4.2,3.1,2.09,-1.0
2019-09-28,IK Oskarshamn  - Luleå HF,2 - 4,shl,2019/20,441843,IK Oskarshamn,Luleå HF,2,away,home,0.52,0.17,0.31,0,4.0,4.0,1.85,1.85,-1.0
2019-09-28,Rögle BK  - Leksands IF,5 - 3,shl,2019/20,441844,Rögle BK,Leksands IF,5,home,home,0.44,0.23,0.33,1,1.84,4.2,3.85,1.84,1.84
2019-09-28,Frölunda HC  - Färjestad BK,5 - 2,shl,2019/20,441839,Frölunda HC,Färjestad BK,5,home,home,0.43,0.3,0.27,1,1.9,4.4,3.5,1.9,1.9
2019-09-28,HV 71  - Skellefteå AIK,1 - 3,shl,2019/20,441840,HV 71,Skellefteå AIK,1,away,home,0.53,0.2,0.27,0,2.11,4.15,3.08,3.08,-1.0
2019-09-28,Linköping HC  - Växjö Lakers HC,3 - 2,shl,2019/20,441841,Linköping HC,Växjö Lakers HC,3,home,home,0.41,0.38,0.21,1,2.9,4.25,2.18,2.9,2.9
2019-10-01,Brynäs IF  - Djurgårdens IF,4 - 3,shl,2019/20,441838,Brynäs IF,Djurgårdens IF,4,home,home,0.47,0.2,0.33,1,2.53,4.2,2.46,2.53,2.53
2019-10-01,HV 71  - Linköping HC,5 - 0,shl,2019/20,441861,HV 71,Linköping HC,5,home,home,0.5,0.26,0.24,1,1.77,4.35,4.1,1.77,1.77
2019-10-03,Djurgårdens IF  - Färjestad BK,5 - 6,shl,2019/20,441845,Djurgårdens IF,Färjestad BK,5,draw,home,0.61,0.15,0.24,0,1.98,4.5,3.18,4.5,-1.0
2019-10-03,IK Oskarshamn  - HV 71,2 - 3,shl,2019/20,441846,IK Oskarshamn,HV 71,2,draw,draw,0.26,0.44,0.3,1,3.55,4.35,1.9,4.35,4.35
2019-10-03,Örebro HK  - Brynäs IF,6 - 1,shl,2019/20,441847,Örebro HK,Brynäs IF,6,home,home,0.45,0.16,0.39,1,2.43,4.35,2.5,2.43,2.43
2019-10-03,Rögle BK  - Luleå HF,3 - 2,shl,2019/20,441848,Rögle BK,Luleå HF,3,draw,home,0.45,0.24,0.31,0,2.02,4.35,3.17,4.35,-1.0
2019-10-03,Skellefteå AIK  - Linköping HC,3 - 1,shl,2019/20,441849,Skellefteå AIK,Linköping HC,3,home,home,0.4,0.23,0.37,1,1.61,4.8,4.75,1.61,1.61
2019-10-03,Leksands IF  - Frölunda HC,2 - 4,shl,2019/20,441850,Leksands IF,Frölunda HC,2,away,home,0.5,0.18,0.32,0,3.2,4.55,1.97,1.97,-1.0
2019-10-03,Leksands IF  - Frölunda HC,2 - 4,shl,2019/20,441850,Leksands IF,Frölunda HC,2,away,home,0.5,0.18,0.32,0,,,,,-1.0
2019-10-03,Växjö Lakers HC  - IF Malmö Redhawks,1 - 4,shl,2019/20,441851,Växjö Lakers HC,IF Malmö Redhawks,1,away,home,0.4,0.24,0.36,0,1.97,4.3,3.35,3.35,-1.0
2019-10-05,Brynäs IF  - HV 71,1 - 4,shl,2019/20,441852,Brynäs IF,HV 71,1,away,home,0.41,0.21,0.38,0,2.08,4.25,3.07,3.07,-1.0
2019-10-05,Färjestad BK  - IK Oskarshamn,12 - 0,shl,2019/20,441853,Färjestad BK,IK Oskarshamn,12,home,away,0.38,0.23,0.39,0,1.48,5.4,5.6,1.48,-1.0
2019-10-05,Linköping HC  - IF Malmö Redhawks,1 - 2,shl,2019/20,441855,Linköping HC,IF Malmö Redhawks,1,draw,away,0.33,0.25,0.42,0,2.82,4.3,2.2,4.3,-1.0
2019-10-05,Leksands IF  - Växjö Lakers HC,1 - 3,shl,2019/20,441907,Leksands IF,Växjö Lakers HC,1,away,home,0.49,0.21,0.3,0,2.28,4.45,2.65,2.65,-1.0
2019-10-05,Frölunda HC  - Rögle BK,1 - 2,shl,2019/20,441854,Frölunda HC,Rögle BK,1,away,home,0.59,0.24,0.17,0,1.78,4.6,3.85,3.85,-1.0
2019-10-05,Frölunda HC  - Rögle BK,1 - 2,shl,2019/20,441854,Frölunda HC,Rögle BK,1,away,home,0.59,0.24,0.17,0,,,,,-1.0
2019-10-05,Luleå HF  - Djurgårdens IF,1 - 3,shl,2019/20,441856,Luleå HF,Djurgårdens IF,1,away,home,0.7,0.14,0.16,0,2.03,4.25,3.2,3.2,-1.0
2019-10-05,Örebro HK  - Skellefteå AIK,5 - 1,shl,2019/20,441912,Örebro HK,Skellefteå AIK,5,home,away,0.35,0.13,0.52,0,2.33,4.3,2.63,2.33,-1.0
2019-10-10,Färjestad BK  - Leksands IF,6 - 4,shl,2019/20,441860,Färjestad BK,Leksands IF,6,home,home,0.66,0.14,0.2,1,1.63,5.55,4.05,1.63,1.63
2019-10-10,IF Malmö Redhawks  - Skellefteå AIK,0 - 4,shl,2019/20,441862,IF Malmö Redhawks,Skellefteå AIK,0,away,home,0.37,0.31,0.32,0,2.1,4.25,3.05,3.05,-1.0
2019-10-10,IK Oskarshamn  - Frölunda HC,1 - 3,shl,2019/20,441863,IK Oskarshamn,Frölunda HC,1,away,away,0.39,0.16,0.45,1,4.8,5.8,1.51,1.51,1.51
2019-10-10,Örebro HK  - Växjö Lakers HC,4 - 1,shl,2019/20,441864,Örebro HK,Växjö Lakers HC,4,home,home,0.66,0.15,0.19,1,2.52,4.3,2.44,2.52,2.52
2019-10-10,Rögle BK  - Djurgårdens IF,2 - 1,shl,2019/20,441865,Rögle BK,Djurgårdens IF,2,draw,home,0.45,0.21,0.34,0,2.09,4.3,3.05,4.3,-1.0
2019-10-10,Luleå HF  - Brynäs IF,4 - 0,shl,2019/20,442153,Luleå HF,Brynäs IF,4,home,home,0.55,0.22,0.23,1,1.82,4.4,3.8,1.82,1.82
2019-10-12,Djurgårdens IF  - IF Malmö Redhawks,4 - 0,shl,2019/20,441866,Djurgårdens IF,IF Malmö Redhawks,4,home,home,0.44,0.37,0.19,1,1.85,4.45,3.65,1.85,1.85
2019-10-12,Örebro HK  - IK Oskarshamn,3 - 2,shl,2019/20,441869,Örebro HK,IK Oskarshamn,3,home,home,0.57,0.2,0.23,1,1.5,5.45,5.25,1.5,1.5
2019-10-12,Växjö Lakers HC  - Rögle BK,1 - 3,shl,2019/20,441872,Växjö Lakers HC,Rögle BK,1,away,home,0.54,0.18,0.28,0,2.3,4.15,2.73,2.73,-1.0
2019-10-12,Frölunda HC  - Luleå HF,4 - 1,shl,2019/20,442198,Frölunda HC,Luleå HF,4,home,home,0.46,0.28,0.26,1,1.95,4.2,3.47,1.95,1.95
2019-10-12,HV 71  - Färjestad BK,3 - 4,shl,2019/20,441867,HV 71,Färjestad BK,3,away,home,0.49,0.26,0.25,0,2.23,4.35,2.77,2.77,-1.0
2019-10-12,Skellefteå AIK  - Brynäs IF,4 - 1,shl,2019/20,441870,Skellefteå AIK,Brynäs IF,4,home,home,0.55,0.22,0.23,1,1.84,4.5,3.65,1.84,1.84
2019-10-12,Leksands IF  - Linköping HC,2 - 5,shl,2019/20,441871,Leksands IF,Linköping HC,2,away,home,0.37,0.32,0.31,0,1.91,4.5,3.4,3.4,-1.0
2019-10-17,Brynäs IF  - IK Oskarshamn,4 - 1,shl,2019/20,441873,Brynäs IF,IK Oskarshamn,4,home,home,0.39,0.23,0.38,1,1.54,5.2,5.0,1.54,1.54
2019-10-17,Djurgårdens IF  - Skellefteå AIK,1 - 3,shl,2019/20,441874,Djurgårdens IF,Skellefteå AIK,1,away,home,0.41,0.29,0.3,0,1.88,4.25,3.65,3.65,-1.0
2019-10-17,Frölunda HC  - Växjö Lakers HC,6 - 5,shl,2019/20,441875,Frölunda HC,Växjö Lakers HC,6,draw,home,0.48,0.19,0.33,0,1.74,4.5,4.1,4.5,-1.0
2019-10-17,Linköping HC  - Örebro HK,2 - 5,shl,2019/20,441876,Linköping HC,Örebro HK,2,away,away,0.36,0.2,0.44,1,2.37,4.15,2.65,2.65,2.65
2019-10-17,Luleå HF  - Leksands IF,4 - 3,shl,2019/20,441877,Luleå HF,Leksands IF,4,home,home,0.61,0.14,0.25,1,1.55,4.8,5.35,1.55,1.55
2019-10-17,IF Malmö Redhawks  - HV 71,3 - 4,shl,2019/20,441878,IF Malmö Redhawks,HV 71,3,draw,home,0.41,0.32,0.27,0,2.34,4.2,2.67,4.2,-1.0
2019-10-17,Färjestad BK  - Rögle BK,5 - 3,shl,2019/20,441929,Färjestad BK,Rögle BK,5,home,home,0.5,0.24,0.26,1,2.04,4.25,3.18,2.04,2.04
2019-10-17,Färjestad BK  - Rögle BK,5 - 3,shl,2019/20,441929,Färjestad BK,Rögle BK,5,home,home,0.5,0.24,0.26,1,,,,,
2019-10-19,Färjestad BK  - Luleå HF,2 - 3,shl,2019/20,441880,Färjestad BK,Luleå HF,2,away,home,0.49,0.21,0.3,0,2.0,4.25,3.27,3.27,-1.0
2019-10-19,Frölunda HC  - IF Malmö Redhawks,4 - 1,shl,2019/20,441881,Frölunda HC,IF Malmö Redhawks,4,home,home,0.54,0.32,0.14,1,1.55,4.9,5.25,1.55,1.55
2019-10-19,Rögle BK  - Skellefteå AIK,3 - 0,shl,2019/20,441884,Rögle BK,Skellefteå AIK,3,home,home,0.52,0.22,0.26,1,2.03,4.2,3.23,2.03,2.03
2019-10-19,Leksands IF  - Djurgårdens IF,0 - 4,shl,2019/20,441885,Leksands IF,Djurgårdens IF,0,away,away,0.32,0.18,0.5,1,2.85,4.3,2.18,2.18,2.18
2019-10-19,IK Oskarshamn  - Linköping HC,3 - 2,shl,2019/20,441882,IK Oskarshamn,Linköping HC,3,home,home,0.49,0.23,0.28,1,2.97,4.15,2.15,2.97,2.97
2019-10-19,Örebro HK  - HV 71,1 - 3,shl,2019/20,441883,Örebro HK,HV 71,1,away,home,0.58,0.24,0.18,0,2.14,4.15,3.02,3.02,-1.0
2019-10-19,Växjö Lakers HC  - Brynäs IF,4 - 1,shl,2019/20,441886,Växjö Lakers HC,Brynäs IF,4,home,home,0.49,0.16,0.35,1,1.86,4.3,3.7,1.86,1.86
2019-10-22,Skellefteå AIK  - Luleå HF,2 - 3,shl,2019/20,441892,Skellefteå AIK,Luleå HF,2,away,home,0.49,0.18,0.33,0,2.22,4.1,2.9,2.9,-1.0
2019-10-24,IF Malmö Redhawks  - IK Oskarshamn,3 - 1,shl,2019/20,441891,IF Malmö Redhawks,IK Oskarshamn,3,home,home,0.57,0.32,0.11,1,,,,,
2019-10-24,Brynäs IF  - Rögle BK,2 - 1,shl,2019/20,441887,Brynäs IF,Rögle BK,2,draw,home,0.43,0.21,0.36,0,2.8,4.2,2.25,4.2,-1.0
2019-10-24,Djurgårdens IF  - Frölunda HC,2 - 3,shl,2019/20,441888,Djurgårdens IF,Frölunda HC,2,draw,home,0.43,0.16,0.41,0,2.37,4.25,2.62,4.25,-1.0
2019-10-24,HV 71  - Växjö Lakers HC,4 - 1,shl,2019/20,441889,HV 71,Växjö Lakers HC,4,home,home,0.55,0.12,0.33,1,2.18,4.1,2.97,2.18,2.18
2019-10-24,Linköping HC  - Färjestad BK,3 - 4,shl,2019/20,441890,Linköping HC,Färjestad BK,3,draw,home,0.47,0.21,0.32,0,3.08,4.55,2.01,4.55,-1.0
2019-10-24,Leksands IF  - Örebro HK,3 - 5,shl,2019/20,441893,Leksands IF,Örebro HK,3,away,away,0.35,0.21,0.44,1,2.48,4.65,2.36,2.36,2.36
2019-10-26,Brynäs IF  - Leksands IF,3 - 2,shl,2019/20,441894,Brynäs IF,Leksands IF,3,draw,home,0.62,0.18,0.2,0,1.73,4.65,4.05,4.65,-1.0
2019-10-26,Djurgårdens IF  - IK Oskarshamn,3 - 2,shl,2019/20,441895,Djurgårdens IF,IK Oskarshamn,3,draw,home,0.53,0.22,0.25,0,1.28,6.85,8.9,6.85,-1.0
2019-10-26,Frölunda HC  - Skellefteå AIK,5 - 1,shl,2019/20,441897,Frölunda HC,Skellefteå AIK,5,home,home,0.56,0.2,0.24,1,1.73,4.4,4.25,1.73,1.73
2019-10-26,Färjestad BK  - HV 71,3 - 2,shl,2019/20,441896,Färjestad BK,HV 71,3,home,home,0.43,0.19,0.38,1,1.94,4.25,3.47,1.94,1.94
2019-10-26,Luleå HF  - IF Malmö Redhawks,3 - 0,shl,2019/20,441898,Luleå HF,IF Malmö Redhawks,3,home,home,0.56,0.36,0.08,1,1.81,4.1,4.1,1.81,1.81
2019-10-26,Rögle BK  - Örebro HK,2 - 3,shl,2019/20,441899,Rögle BK,Örebro HK,2,away,home,0.59,0.11,0.3,0,1.88,4.2,3.7,3.7,-1.0
2019-10-26,Växjö Lakers HC  - Linköping HC,6 - 2,shl,2019/20,441900,Växjö Lakers HC,Linköping HC,6,home,home,0.52,0.36,0.12,1,1.7,4.25,4.6,1.7,1.7
2019-10-29,Brynäs IF  - IF Malmö Redhawks,2 - 5,shl,2019/20,441817,Brynäs IF,IF Malmö Redhawks,2,away,home,0.49,0.21,0.3,0,2.07,4.2,3.13,3.13,-1.0
2019-10-29,Djurgårdens IF  - Rögle BK,1 - 5,shl,2019/20,441965,Djurgårdens IF,Rögle BK,1,away,home,0.65,0.12,0.23,0,2.19,4.1,2.95,2.95,-1.0
2019-10-31,Växjö Lakers HC  - Leksands IF,2 - 4,shl,2019/20,441858,Växjö Lakers HC,Leksands IF,2,away,home,0.45,0.31,0.24,0,1.6,4.85,4.75,4.75,-1.0
2019-10-31,Linköping HC  - HV 71,5 - 3,shl,2019/20,441901,Linköping HC,HV 71,5,home,away,0.37,0.21,0.42,0,2.82,4.15,2.26,2.82,-1.0
2019-10-31,Luleå HF  - Rögle BK,4 - 1,shl,2019/20,441902,Luleå HF,Rögle BK,4,home,home,0.68,0.12,0.2,1,1.88,4.05,3.85,1.88,1.88
2019-10-31,IF Malmö Redhawks  - Frölunda HC,3 - 2,shl,2019/20,441903,IF Malmö Redhawks,Frölunda HC,3,home,away,0.41,0.16,0.43,0,2.95,4.6,2.06,2.95,-1.0
2019-10-31,IK Oskarshamn  - Brynäs IF,3 - 2,shl,2019/20,441904,IK Oskarshamn,Brynäs IF,3,draw,home,0.45,0.19,0.36,0,3.1,4.35,2.05,4.35,-1.0
2019-10-31,Örebro HK  - Färjestad BK,5 - 2,shl,2019/20,441905,Örebro HK,Färjestad BK,5,home,home,0.5,0.21,0.29,1,2.45,4.4,2.47,2.45,2.45
2019-10-31,Skellefteå AIK  - Djurgårdens IF,4 - 0,shl,2019/20,441906,Skellefteå AIK,Djurgårdens IF,4,home,home,0.38,0.31,0.31,1,2.02,4.35,3.17,2.02,2.02
2019-10-31,Skellefteå AIK  - Djurgårdens IF,4 - 0,shl,2019/20,441906,Skellefteå AIK,Djurgårdens IF,4,home,home,0.38,0.31,0.31,1,,,,,
2019-11-02,Brynäs IF  - Frölunda HC,3 - 1,shl,2019/20,441908,Brynäs IF,Frölunda HC,3,home,away,0.32,0.26,0.42,0,3.12,4.65,1.97,3.12,-1.0
2019-11-02,HV 71  - IK Oskarshamn,7 - 1,shl,2019/20,441910,HV 71,IK Oskarshamn,7,home,home,0.53,0.28,0.19,1,1.4,5.45,6.85,1.4,1.4
2019-11-02,IF Malmö Redhawks  - Leksands IF,1 - 4,shl,2019/20,441911,IF Malmö Redhawks,Leksands IF,1,away,home,0.55,0.18,0.27,0,1.69,4.5,4.35,4.35,-1.0
2019-11-02,Rögle BK  - Linköping HC,2 - 3,shl,2019/20,441913,Rögle BK,Linköping HC,2,draw,home,0.53,0.19,0.28,0,1.74,4.7,3.95,4.7,-1.0
2019-11-02,Skellefteå AIK  - Örebro HK,1 - 2,shl,2019/20,441857,Skellefteå AIK,Örebro HK,1,away,home,0.51,0.1,0.39,0,2.05,4.45,3.05,3.05,-1.0
2019-11-02,Färjestad BK  - Djurgårdens IF,4 - 1,shl,2019/20,441909,Färjestad BK,Djurgårdens IF,4,home,home,0.54,0.29,0.17,1,1.81,4.7,3.65,1.81,1.81
2019-11-02,Växjö Lakers HC  - Luleå HF,3 - 1,shl,2019/20,441914,Växjö Lakers HC,Luleå HF,3,home,away,0.31,0.21,0.48,0,2.5,4.15,2.5,2.5,-1.0
2019-11-14,Djurgårdens IF  - Luleå HF,1 - 3,shl,2019/20,441915,Djurgårdens IF,Luleå HF,1,away,home,0.51,0.12,0.37,0,2.6,4.1,2.42,2.42,-1.0
2019-11-14,Färjestad BK  - Brynäs IF,2 - 1,shl,2019/20,441916,Färjestad BK,Brynäs IF,2,home,home,0.67,0.17,0.16,1,1.63,4.85,4.5,1.63,1.63
2019-11-14,Frölunda HC  - Örebro HK,4 - 1,shl,2019/20,441917,Frölunda HC,Örebro HK,4,home,home,0.56,0.13,0.31,1,1.77,4.9,3.7,1.77,1.77
2019-11-14,Frölunda HC  - Örebro HK,4 - 1,shl,2019/20,441917,Frölunda HC,Örebro HK,4,home,home,0.56,0.13,0.31,1,,,,,
2019-11-14,HV 71  - Rögle BK,5 - 0,shl,2019/20,441918,HV 71,Rögle BK,5,home,home,0.68,0.16,0.16,1,2.19,4.1,2.95,2.19,2.19
2019-11-14,Linköping HC  - Leksands IF,4 - 1,shl,2019/20,441919,Linköping HC,Leksands IF,4,home,away,0.38,0.21,0.41,0,2.09,4.3,3.05,2.09,-1.0
2019-11-14,Skellefteå AIK  - Växjö Lakers HC,1 - 4,shl,2019/20,441921,Skellefteå AIK,Växjö Lakers HC,1,away,home,0.55,0.29,0.16,0,2.05,4.25,3.15,3.15,-1.0
2019-11-14,IF Malmö Redhawks  - IK Oskarshamn,4 - 1,shl,2019/20,442116,IF Malmö Redhawks,IK Oskarshamn,4,home,home,0.63,0.12,0.25,1,1.52,5.05,5.5,1.52,1.52
2019-11-16,Linköping HC  - Djurgårdens IF,4 - 2,shl,2019/20,441923,Linköping HC,Djurgårdens IF,4,home,away,0.33,0.21,0.46,0,2.21,4.3,2.82,2.21,-1.0
2019-11-16,Luleå HF  - IK Oskarshamn,3 - 0,shl,2019/20,441924,Luleå HF,IK Oskarshamn,3,home,home,0.79,0.12,0.09,1,1.24,7.15,10.4,1.24,1.24
2019-11-16,Leksands IF  - HV 71,0 - 4,shl,2019/20,441927,Leksands IF,HV 71,0,away,away,0.26,0.14,0.6,1,2.78,4.25,2.23,2.23,2.23
2019-11-16,Växjö Lakers HC  - Färjestad BK,3 - 2,shl,2019/20,441928,Växjö Lakers HC,Färjestad BK,3,draw,away,0.39,0.15,0.46,0,2.38,4.2,2.62,4.2,-1.0
2019-11-16,Brynäs IF  - Skellefteå AIK,6 - 4,shl,2019/20,441922,Brynäs IF,Skellefteå AIK,6,home,away,0.34,0.13,0.53,0,2.26,4.15,2.8,2.26,-1.0
2019-11-16,Örebro HK  - IF Malmö Redhawks,3 - 2,shl,2019/20,441925,Örebro HK,IF Malmö Redhawks,3,home,home,0.5,0.23,0.27,1,2.04,4.3,3.17,2.04,2.04
2019-11-16,Rögle BK  - Frölunda HC,2 - 1,shl,2019/20,441926,Rögle BK,Frölunda HC,2,draw,away,0.33,0.22,0.45,0,2.57,4.2,2.42,4.2,-1.0
2019-11-21,Rögle BK  - Färjestad BK,3 - 4,shl,2019/20,441879,Rögle BK,Färjestad BK,3,away,away,0.28,0.26,0.46,1,2.32,4.45,2.6,2.6,2.6
2019-11-21,Rögle BK  - Färjestad BK,3 - 4,shl,2019/20,441879,Rögle BK,Färjestad BK,3,away,away,0.28,0.26,0.46,1,,,,,
2019-11-21,Frölunda HC  - Leksands IF,7 - 1,shl,2019/20,441930,Frölunda HC,Leksands IF,7,home,home,0.61,0.21,0.18,1,1.41,5.55,6.65,1.41,1.41
2019-11-21,HV 71  - Djurgårdens IF,4 - 3,shl,2019/20,441931,HV 71,Djurgårdens IF,4,draw,home,0.58,0.24,0.18,0,1.88,4.5,3.5,4.5,-1.0
2019-11-21,Luleå HF  - Brynäs IF,2 - 1,shl,2019/20,441932,Luleå HF,Brynäs IF,2,draw,home,0.46,0.26,0.28,0,1.58,4.7,5.05,4.7,-1.0
2019-11-21,IF Malmö Redhawks  - Växjö Lakers HC,5 - 3,shl,2019/20,441933,IF Malmö Redhawks,Växjö Lakers HC,5,home,home,0.61,0.15,0.24,1,2.52,4.2,2.47,2.52,2.52
2019-11-21,IK Oskarshamn  - Skellefteå AIK,2 - 5,shl,2019/20,441934,IK Oskarshamn,Skellefteå AIK,2,away,away,0.28,0.28,0.44,1,3.8,4.7,1.78,1.78,1.78
2019-11-21,Örebro HK  - Linköping HC,2 - 1,shl,2019/20,441935,Örebro HK,Linköping HC,2,home,home,0.52,0.19,0.29,1,1.79,4.75,3.7,1.79,1.79
2019-11-23,Linköping HC  - Frölunda HC,1 - 4,shl,2019/20,441938,Linköping HC,Frölunda HC,1,away,away,0.3,0.25,0.45,1,3.02,4.55,2.04,2.04,2.04
2019-11-23,IF Malmö Redhawks  - Brynäs IF,0 - 2,shl,2019/20,441939,IF Malmö Redhawks,Brynäs IF,0,away,home,0.51,0.29,0.2,0,2.0,4.3,3.27,3.27,-1.0
2019-11-23,IK Oskarshamn  - Färjestad BK,3 - 2,shl,2019/20,441940,IK Oskarshamn,Färjestad BK,3,home,away,0.12,0.14,0.74,0,4.5,5.55,1.57,4.5,-1.0
2019-11-23,Djurgårdens IF  - Växjö Lakers HC,3 - 2,shl,2019/20,441936,Djurgårdens IF,Växjö Lakers HC,3,home,home,0.48,0.3,0.22,1,2.16,4.3,2.9,2.16,2.16
2019-11-23,Skellefteå AIK  - Rögle BK,5 - 2,shl,2019/20,441941,Skellefteå AIK,Rögle BK,5,home,home,0.47,0.17,0.36,1,2.15,4.2,2.95,2.15,2.15
2019-11-23,Leksands IF  - Luleå HF,0 - 5,shl,2019/20,441942,Leksands IF,Luleå HF,0,away,away,0.32,0.13,0.55,1,3.35,4.6,1.91,1.91,1.91
2019-11-26,HV 71  - Örebro HK,1 - 4,shl,2019/20,441937,HV 71,Örebro HK,1,away,home,0.54,0.13,0.33,0,1.95,4.35,3.35,3.35,-1.0
2019-11-28,Brynäs IF  - Linköping HC,3 - 1,shl,2019/20,441943,Brynäs IF,Linköping HC,3,home,home,0.35,0.35,0.3,1,1.83,4.5,3.7,1.83,1.83
2019-11-28,Djurgårdens IF  - Leksands IF,2 - 0,shl,2019/20,441944,Djurgårdens IF,Leksands IF,2,home,home,0.45,0.29,0.26,1,1.52,5.05,5.4,1.52,1.52
2019-11-28,Färjestad BK  - Skellefteå AIK,4 - 2,shl,2019/20,441945,Färjestad BK,Skellefteå AIK,4,home,home,0.66,0.13,0.21,1,1.9,4.55,3.4,1.9,1.9
2019-11-28,Färjestad BK  - Skellefteå AIK,4 - 2,shl,2019/20,441945,Färjestad BK,Skellefteå AIK,4,home,home,0.66,0.13,0.21,1,,,,,
2019-11-28,Frölunda HC  - IK Oskarshamn,4 - 1,shl,2019/20,441946,Frölunda HC,IK Oskarshamn,4,home,home,0.74,0.16,0.1,1,1.22,7.45,11.4,1.22,1.22
2019-11-28,Luleå HF  - Örebro HK,4 - 1,shl,2019/20,441947,Luleå HF,Örebro HK,4,home,home,0.52,0.24,0.24,1,1.8,4.35,3.9,1.8,1.8
2019-11-28,Rögle BK  - IF Malmö Redhawks,4 - 3,shl,2019/20,441948,Rögle BK,IF Malmö Redhawks,4,draw,home,0.4,0.25,0.35,0,1.92,4.35,3.45,4.35,-1.0
2019-11-28,Växjö Lakers HC  - HV 71,2 - 4,shl,2019/20,441949,Växjö Lakers HC,HV 71,2,away,away,0.33,0.25,0.42,1,2.32,4.15,2.72,2.72,2.72
2019-11-30,IK Oskarshamn  - Växjö Lakers HC,1 - 2,shl,2019/20,441953,IK Oskarshamn,Växjö Lakers HC,1,away,home,0.44,0.23,0.33,0,3.65,4.15,1.9,1.9,-1.0
2019-11-30,Skellefteå AIK  - IF Malmö Redhawks,4 - 3,shl,2019/20,441955,Skellefteå AIK,IF Malmö Redhawks,4,home,home,0.5,0.25,0.25,1,1.8,4.45,3.8,1.8,1.8
2019-11-30,Leksands IF  - Rögle BK,3 - 2,shl,2019/20,441956,Leksands IF,Rögle BK,3,home,away,0.35,0.17,0.48,0,2.92,4.3,2.15,2.92,-1.0
2019-11-30,Färjestad BK  - Frölunda HC,4 - 1,shl,2019/20,441950,Färjestad BK,Frölunda HC,4,home,home,0.38,0.28,0.34,1,2.39,4.5,2.49,2.39,2.39
2019-11-30,HV 71  - Brynäs IF,3 - 2,shl,2019/20,441951,HV 71,Brynäs IF,3,home,home,0.58,0.26,0.16,1,1.75,4.8,3.85,1.75,1.75
2019-11-30,Linköping HC  - Luleå HF,1 - 3,shl,2019/20,441952,Linköping HC,Luleå HF,1,away,away,0.35,0.21,0.44,1,3.2,4.2,2.03,2.03,2.03
2019-11-30,Örebro HK  - Djurgårdens IF,2 - 5,shl,2019/20,441954,Örebro HK,Djurgårdens IF,2,away,home,0.52,0.23,0.25,0,1.93,4.25,3.45,3.45,-1.0
2019-12-05,Frölunda HC  - Djurgårdens IF,2 - 1,shl,2019/20,441957,Frölunda HC,Djurgårdens IF,2,home,home,0.57,0.22,0.21,1,1.69,4.7,4.15,1.69,1.69
2019-12-05,Frölunda HC  - Djurgårdens IF,2 - 1,shl,2019/20,441957,Frölunda HC,Djurgårdens IF,2,home,home,0.57,0.22,0.21,1,,,,,
2019-12-05,HV 71  - Luleå HF,0 - 4,shl,2019/20,441958,HV 71,Luleå HF,0,away,home,0.4,0.23,0.37,0,2.41,3.85,2.7,2.7,-1.0
2019-12-05,Linköping HC  - Skellefteå AIK,5 - 3,shl,2019/20,441959,Linköping HC,Skellefteå AIK,5,home,away,0.4,0.11,0.49,0,2.8,4.15,2.23,2.8,-1.0
2019-12-05,IF Malmö Redhawks  - Färjestad BK,3 - 4,shl,2019/20,441960,IF Malmö Redhawks,Färjestad BK,3,away,away,0.35,0.19,0.46,1,2.34,4.5,2.52,2.52,2.52
2019-12-05,Rögle BK  - Brynäs IF,4 - 2,shl,2019/20,441961,Rögle BK,Brynäs IF,4,home,home,0.44,0.2,0.36,1,1.93,4.25,3.43,1.93,1.93
