date,game,score,league,season,game_id,home,away,score_home,actual,predicted,prob_home,prob_draw,prob_away,correct,odds_1,odds_X,odds_2,odds_outcome,return
2019-12-05,Leksands IF  - IK Oskarshamn,4 - 1,shl,2019/20,441962,Leksands IF,IK Oskarshamn,4,home,draw,0.36,0.49,0.15,0,1.71,4.6,4.1,1.71,-1.0
2019-12-05,Växjö Lakers HC  - Örebro HK,2 - 0,shl,2019/20,441963,Växjö Lakers HC,Örebro HK,2,home,home,0.45,0.11,0.44,1,2.25,4.1,2.8,2.25,2.25
2019-12-07,Frölunda HC  - HV 71,2 - 4,shl,2019/20,441966,Frölunda HC,HV 71,2,away,home,0.65,0.21,0.14,0,1.81,4.35,3.8,3.8,-1.0
2019-12-07,IK Oskarshamn  - Örebro HK,0 - 2,shl,2019/20,441969,IK Oskarshamn,Örebro HK,0,away,away,0.31,0.22,0.47,1,4.2,4.75,1.67,1.67,1.67
2019-12-07,Skellefteå AIK  - Leksands IF,3 - 2,shl,2019/20,441970,Skellefteå AIK,Leksands IF,3,home,home,0.62,0.19,0.19,1,1.69,4.65,4.2,1.69,1.69
2019-12-07,Brynäs IF  - Växjö Lakers HC,4 - 3,shl,2019/20,441964,Brynäs IF,Växjö Lakers HC,4,draw,home,0.55,0.16,0.29,0,2.19,4.3,2.8,4.3,-1.0
2019-12-07,Luleå HF  - Färjestad BK,3 - 4,shl,2019/20,441967,Luleå HF,Färjestad BK,3,away,away,0.35,0.29,0.36,1,1.92,4.25,3.45,3.45,3.45
2019-12-07,IF Malmö Redhawks  - Linköping HC,0 - 1,shl,2019/20,441968,IF Malmö Redhawks,Linköping HC,0,draw,home,0.52,0.23,0.25,0,1.83,4.4,3.7,4.4,-1.0
2019-12-17,Djurgårdens IF  - Brynäs IF,6 - 0,shl,2019/20,441971,Djurgårdens IF,Brynäs IF,6,home,home,0.42,0.34,0.24,1,1.77,4.45,3.9,1.77,1.77
2019-12-17,HV 71  - IF Malmö Redhawks,1 - 4,shl,2019/20,441973,HV 71,IF Malmö Redhawks,1,away,home,0.54,0.2,0.26,0,1.74,4.55,4.0,4.0,-1.0
2019-12-17,Luleå HF  - Skellefteå AIK,2 - 3,shl,2019/20,441974,Luleå HF,Skellefteå AIK,2,draw,home,0.53,0.22,0.25,0,1.61,4.55,4.85,4.55,-1.0
2019-12-17,IK Oskarshamn  - Rögle BK,1 - 2,shl,2019/20,441975,IK Oskarshamn,Rögle BK,1,away,home,0.5,0.12,0.38,0,3.75,4.75,1.76,1.76,-1.0
2019-12-17,Örebro HK  - Leksands IF,4 - 2,shl,2019/20,441976,Örebro HK,Leksands IF,4,home,home,0.5,0.28,0.22,1,1.6,4.8,4.7,1.6,1.6
2019-12-17,Växjö Lakers HC  - Frölunda HC,4 - 2,shl,2019/20,441977,Växjö Lakers HC,Frölunda HC,4,home,away,0.21,0.26,0.53,0,2.85,4.3,2.16,2.85,-1.0
2019-12-19,Brynäs IF  - Örebro HK,2 - 1,shl,2019/20,441978,Brynäs IF,Örebro HK,2,home,home,0.46,0.17,0.37,1,2.57,4.2,2.4,2.57,2.57
2019-12-19,Frölunda HC  - Luleå HF,1 - 0,shl,2019/20,441979,Frölunda HC,Luleå HF,1,home,home,0.49,0.1,0.41,1,2.16,4.15,2.97,2.16,2.16
2019-12-19,Linköping HC  - IK Oskarshamn,2 - 3,shl,2019/20,441980,Linköping HC,IK Oskarshamn,2,away,home,0.48,0.21,0.31,0,1.5,5.15,5.45,5.45,-1.0
2019-12-19,IF Malmö Redhawks  - Djurgårdens IF,4 - 0,shl,2019/20,441981,IF Malmö Redhawks,Djurgårdens IF,4,home,home,0.54,0.2,0.26,1,2.52,4.2,2.44,2.52,2.52
2019-12-19,Rögle BK  - Växjö Lakers HC,1 - 2,shl,2019/20,441982,Rögle BK,Växjö Lakers HC,1,away,away,0.36,0.19,0.45,1,2.16,4.2,2.9,2.9,2.9
2019-12-19,Skellefteå AIK  - HV 71,0 - 3,shl,2019/20,441983,Skellefteå AIK,HV 71,0,away,home,0.51,0.13,0.36,0,2.22,4.15,2.82,2.82,-1.0
2019-12-19,Skellefteå AIK  - HV 71,0 - 3,shl,2019/20,441983,Skellefteå AIK,HV 71,0,away,home,0.51,0.13,0.36,0,,,,,-1.0
2019-12-19,Leksands IF  - Färjestad BK,3 - 4,shl,2019/20,441984,Leksands IF,Färjestad BK,3,away,home,0.42,0.18,0.4,0,3.55,5.15,1.75,1.75,-1.0
2019-12-21,IF Malmö Redhawks  - HV 71,1 - 0,shl,2019/20,442101,IF Malmö Redhawks,HV 71,1,home,home,0.55,0.21,0.24,1,2.35,4.2,2.67,2.35,2.35
2019-12-26,Linköping HC  - IF Malmö Redhawks,2 - 3,shl,2019/20,441987,Linköping HC,IF Malmö Redhawks,2,draw,home,0.51,0.29,0.2,0,2.43,4.1,2.55,4.1,-1.0
2019-12-26,Rögle BK  - Färjestad BK,1 - 0,shl,2019/20,441989,Rögle BK,Färjestad BK,1,draw,away,0.38,0.18,0.44,0,2.55,4.45,2.33,4.45,-1.0
2019-12-26,HV 71  - Leksands IF,3 - 2,shl,2019/20,442000,HV 71,Leksands IF,3,draw,home,0.59,0.26,0.15,0,1.65,4.65,4.45,4.65,-1.0
2019-12-26,Brynäs IF  - IK Oskarshamn,3 - 4,shl,2019/20,441985,Brynäs IF,IK Oskarshamn,3,draw,home,0.59,0.22,0.19,0,1.57,4.65,5.15,4.65,-1.0
2019-12-26,Skellefteå AIK  - Örebro HK,7 - 0,shl,2019/20,441990,Skellefteå AIK,Örebro HK,7,home,away,0.41,0.13,0.46,0,2.28,4.2,2.7,2.28,-1.0
2019-12-26,Växjö Lakers HC  - Djurgårdens IF,5 - 0,shl,2019/20,441991,Växjö Lakers HC,Djurgårdens IF,5,home,home,0.41,0.37,0.22,1,2.2,4.2,2.83,2.2,2.2
2019-12-26,Luleå HF  - Frölunda HC,3 - 2,shl,2019/20,442002,Luleå HF,Frölunda HC,3,home,home,0.43,0.2,0.37,1,2.13,4.0,3.12,2.13,2.13
2019-12-28,Djurgårdens IF  - Skellefteå AIK,3 - 1,shl,2019/20,441992,Djurgårdens IF,Skellefteå AIK,3,home,home,0.42,0.23,0.35,1,2.17,4.1,2.93,2.17,2.17
2019-12-28,Färjestad BK  - Luleå HF,2 - 3,shl,2019/20,441993,Färjestad BK,Luleå HF,2,away,home,0.44,0.26,0.3,0,2.19,4.05,2.9,2.9,-1.0
2019-12-28,Frölunda HC  - Växjö Lakers HC,4 - 0,shl,2019/20,441994,Frölunda HC,Växjö Lakers HC,4,home,home,0.5,0.27,0.23,1,1.81,4.35,3.85,1.81,1.81
2019-12-28,IF Malmö Redhawks  - Rögle BK,1 - 4,shl,2019/20,441995,IF Malmö Redhawks,Rögle BK,1,away,home,0.51,0.28,0.21,0,2.26,4.05,2.8,2.8,-1.0
2019-12-28,Örebro HK  - HV 71,2 - 4,shl,2019/20,441997,Örebro HK,HV 71,2,away,home,0.48,0.22,0.3,0,2.25,4.05,2.82,2.82,-1.0
2019-12-28,IK Oskarshamn  - Linköping HC,3 - 2,shl,2019/20,441996,IK Oskarshamn,Linköping HC,3,draw,home,0.56,0.28,0.16,0,2.67,4.1,2.34,4.1,-1.0
2019-12-28,Leksands IF  - Brynäs IF,4 - 2,shl,2019/20,441998,Leksands IF,Brynäs IF,4,home,home,0.53,0.21,0.26,1,2.18,4.25,2.85,2.18,2.18
2019-12-30,HV 71  - Frölunda HC,1 - 2,shl,2019/20,441986,HV 71,Frölunda HC,1,away,home,0.46,0.22,0.32,0,2.4,4.15,2.57,2.57,-1.0
2019-12-30,Luleå HF  - Leksands IF,2 - 0,shl,2019/20,441988,Luleå HF,Leksands IF,2,home,home,0.46,0.26,0.28,1,1.45,5.15,6.1,1.45,1.45
2019-12-30,Brynäs IF  - IF Malmö Redhawks,2 - 3,shl,2019/20,441999,Brynäs IF,IF Malmö Redhawks,2,away,home,0.39,0.32,0.29,0,2.29,4.05,2.75,2.75,-1.0
2019-12-30,Linköping HC  - Örebro HK,1 - 2,shl,2019/20,442001,Linköping HC,Örebro HK,1,away,away,0.24,0.28,0.48,1,2.72,4.15,2.29,2.29,2.29
2019-12-30,Rögle BK  - Djurgårdens IF,3 - 1,shl,2019/20,442003,Rögle BK,Djurgårdens IF,3,home,home,0.49,0.23,0.28,1,1.97,4.2,3.35,1.97,1.97
2019-12-30,Skellefteå AIK  - Färjestad BK,5 - 1,shl,2019/20,442004,Skellefteå AIK,Färjestad BK,5,home,home,0.4,0.31,0.29,1,2.37,4.3,2.55,2.37,2.37
2019-12-30,Växjö Lakers HC  - IK Oskarshamn,3 - 1,shl,2019/20,442005,Växjö Lakers HC,IK Oskarshamn,3,home,home,0.54,0.21,0.25,1,1.44,5.25,6.25,1.44,1.44
2020-01-02,Färjestad BK  - Linköping HC,3 - 1,shl,2019/20,441972,Färjestad BK,Linköping HC,3,home,home,0.41,0.34,0.25,1,1.43,5.4,6.15,1.43,1.43
2020-01-04,Frölunda HC  - Rögle BK,1 - 2,shl,2019/20,442006,Frölunda HC,Rögle BK,1,away,home,0.53,0.17,0.3,0,1.69,4.45,4.4,4.4,-1.0
2020-01-04,Luleå HF  - Linköping HC,3 - 2,shl,2019/20,442008,Luleå HF,Linköping HC,3,draw,home,0.49,0.19,0.32,0,1.4,5.45,6.8,5.45,-1.0
2020-01-04,Växjö Lakers HC  - Brynäs IF,3 - 1,shl,2019/20,442012,Växjö Lakers HC,Brynäs IF,3,home,home,0.63,0.19,0.18,1,1.77,4.4,3.95,1.77,1.77
2020-01-04,IF Malmö Redhawks  - Örebro HK,2 - 3,shl,2019/20,442009,IF Malmö Redhawks,Örebro HK,2,draw,home,0.54,0.16,0.3,0,2.15,4.1,3.0,4.1,-1.0
2020-01-04,IK Oskarshamn  - Djurgårdens IF,2 - 4,shl,2019/20,442010,IK Oskarshamn,Djurgårdens IF,2,away,home,0.44,0.18,0.38,0,3.6,4.35,1.86,1.86,-1.0
2020-01-04,Leksands IF  - Skellefteå AIK,0 - 3,shl,2019/20,442011,Leksands IF,Skellefteå AIK,0,away,home,0.41,0.18,0.41,0,2.75,4.3,2.22,2.22,-1.0
2020-01-09,Brynäs IF  - Rögle BK,5 - 2,shl,2019/20,442085,Brynäs IF,Rögle BK,5,home,home,0.37,0.33,0.3,1,2.75,4.2,2.26,2.75,2.75
2020-01-09,Djurgårdens IF  - HV 71,5 - 3,shl,2019/20,442086,Djurgårdens IF,HV 71,5,home,away,0.39,0.19,0.42,0,2.31,4.15,2.7,2.31,-1.0
2020-01-09,Färjestad BK  - IF Malmö Redhawks,5 - 1,shl,2019/20,442087,Färjestad BK,IF Malmö Redhawks,5,home,home,0.59,0.2,0.21,1,1.7,4.55,4.2,1.7,1.7
2020-01-09,Färjestad BK  - IF Malmö Redhawks,5 - 1,shl,2019/20,442087,Färjestad BK,IF Malmö Redhawks,5,home,home,0.59,0.2,0.21,1,,,,,
2020-01-09,IK Oskarshamn  - Luleå HF,4 - 2,shl,2019/20,442088,IK Oskarshamn,Luleå HF,4,home,away,0.32,0.13,0.55,0,5.7,4.8,1.51,5.7,-1.0
2020-01-09,Örebro HK  - Växjö Lakers HC,2 - 1,shl,2019/20,442089,Örebro HK,Växjö Lakers HC,2,home,home,0.51,0.25,0.24,1,2.32,4.15,2.7,2.32,2.32
2020-01-09,Skellefteå AIK  - Frölunda HC,4 - 2,shl,2019/20,442090,Skellefteå AIK,Frölunda HC,4,home,home,0.54,0.16,0.3,1,2.57,4.15,2.41,2.57,2.57
2020-01-09,Leksands IF  - Linköping HC,3 - 2,shl,2019/20,442091,Leksands IF,Linköping HC,3,draw,home,0.39,0.32,0.29,0,2.07,4.35,3.0,4.35,-1.0
2020-01-11,Färjestad BK  - IK Oskarshamn,5 - 1,shl,2019/20,442092,Färjestad BK,IK Oskarshamn,5,home,home,0.67,0.2,0.13,1,1.38,5.35,7.35,1.38,1.38
2020-01-11,HV 71  - Skellefteå AIK,2 - 3,shl,2019/20,442093,HV 71,Skellefteå AIK,2,draw,home,0.48,0.2,0.32,0,2.03,4.1,3.25,4.1,-1.0
2020-01-11,Linköping HC  - Brynäs IF,2 - 3,shl,2019/20,442094,Linköping HC,Brynäs IF,2,draw,home,0.53,0.3,0.17,0,2.37,4.1,2.63,4.1,-1.0
2020-01-11,Rögle BK  - Leksands IF,2 - 3,shl,2019/20,442097,Rögle BK,Leksands IF,2,draw,home,0.7,0.11,0.19,0,1.46,5.25,5.9,5.25,-1.0
2020-01-11,Luleå HF  - Djurgårdens IF,3 - 2,shl,2019/20,442095,Luleå HF,Djurgårdens IF,3,draw,home,0.57,0.09,0.34,0,1.76,4.2,4.2,4.2,-1.0
2020-01-11,Örebro HK  - Frölunda HC,5 - 3,shl,2019/20,442096,Örebro HK,Frölunda HC,5,home,away,0.39,0.17,0.44,0,2.85,4.1,2.22,2.85,-1.0
2020-01-11,Växjö Lakers HC  - IF Malmö Redhawks,0 - 1,shl,2019/20,442098,Växjö Lakers HC,IF Malmö Redhawks,0,away,home,0.4,0.22,0.38,0,1.8,4.3,3.9,3.9,-1.0
2020-01-16,Brynäs IF  - Färjestad BK,4 - 3,shl,2019/20,442099,Brynäs IF,Färjestad BK,4,draw,home,0.4,0.3,0.3,0,2.8,4.35,2.19,4.35,-1.0
2020-01-16,Djurgårdens IF  - Linköping HC,3 - 2,shl,2019/20,442100,Djurgårdens IF,Linköping HC,3,home,home,0.55,0.13,0.32,1,1.63,4.55,4.7,1.63,1.63
2020-01-16,IK Oskarshamn  - Frölunda HC,5 - 1,shl,2019/20,442102,IK Oskarshamn,Frölunda HC,5,home,away,0.42,0.07,0.51,0,5.85,5.4,1.45,5.85,-1.0
2020-01-16,Rögle BK  - Luleå HF,4 - 7,shl,2019/20,442103,Rögle BK,Luleå HF,4,away,home,0.47,0.26,0.27,0,2.45,3.9,2.63,2.63,-1.0
2020-01-16,Leksands IF  - Örebro HK,0 - 1,shl,2019/20,442104,Leksands IF,Örebro HK,0,away,away,0.31,0.23,0.46,1,2.87,4.2,2.18,2.18,2.18
2020-01-16,Växjö Lakers HC  - Skellefteå AIK,1 - 2,shl,2019/20,442105,Växjö Lakers HC,Skellefteå AIK,1,away,home,0.57,0.26,0.17,0,2.32,4.05,2.72,2.72,-1.0
2020-01-18,Djurgårdens IF  - IF Malmö Redhawks,2 - 0,shl,2019/20,442106,Djurgårdens IF,IF Malmö Redhawks,2,home,home,0.48,0.33,0.19,1,1.84,4.2,3.8,1.84,1.84
2020-01-18,Frölunda HC  - Färjestad BK,3 - 2,shl,2019/20,442107,Frölunda HC,Färjestad BK,3,home,home,0.47,0.19,0.34,1,1.98,4.5,3.12,1.98,1.98
2020-01-18,Linköping HC  - Växjö Lakers HC,2 - 3,shl,2019/20,442108,Linköping HC,Växjö Lakers HC,2,draw,away,0.37,0.24,0.39,0,2.82,3.95,2.29,3.95,-1.0
2020-01-18,Luleå HF  - HV 71,6 - 3,shl,2019/20,442109,Luleå HF,HV 71,6,home,home,0.53,0.19,0.28,1,1.82,4.1,4.0,1.82,1.82
2020-01-18,Örebro HK  - Rögle BK,2 - 5,shl,2019/20,442111,Örebro HK,Rögle BK,2,away,draw,0.36,0.37,0.27,0,2.12,4.1,3.05,3.05,-1.0
2020-01-18,Skellefteå AIK  - Brynäs IF,1 - 2,shl,2019/20,442112,Skellefteå AIK,Brynäs IF,1,away,home,0.5,0.27,0.23,0,1.79,4.35,3.9,3.9,-1.0
2020-01-18,IK Oskarshamn  - Leksands IF,2 - 3,shl,2019/20,442110,IK Oskarshamn,Leksands IF,2,away,home,0.48,0.3,0.22,0,2.43,4.05,2.6,2.6,-1.0
2020-01-21,HV 71  - Linköping HC,1 - 4,shl,2019/20,442115,HV 71,Linköping HC,1,away,home,0.61,0.2,0.19,0,1.67,4.15,4.8,4.8,-1.0
2020-01-21,Rögle BK  - Skellefteå AIK,4 - 0,shl,2019/20,442118,Rögle BK,Skellefteå AIK,4,home,away,0.29,0.19,0.52,0,2.01,4.15,3.25,2.01,-1.0
2020-01-23,IK Oskarshamn  - IF Malmö Redhawks,1 - 5,shl,2019/20,441920,IK Oskarshamn,IF Malmö Redhawks,1,away,away,0.42,0.15,0.43,1,2.87,4.0,2.23,2.23,2.23
2020-01-23,Färjestad BK  - Växjö Lakers HC,3 - 4,shl,2019/20,442113,Färjestad BK,Växjö Lakers HC,3,draw,home,0.6,0.17,0.23,0,1.76,4.45,3.95,4.45,-1.0
2020-01-23,Frölunda HC  - Brynäs IF,8 - 4,shl,2019/20,442114,Frölunda HC,Brynäs IF,8,home,home,0.47,0.24,0.29,1,1.71,4.4,4.3,1.71,1.71
2020-01-23,Örebro HK  - Luleå HF,3 - 2,shl,2019/20,442117,Örebro HK,Luleå HF,3,home,home,0.47,0.2,0.33,1,2.87,4.15,2.19,2.87,2.87
2020-01-23,Leksands IF  - Djurgårdens IF,2 - 4,shl,2019/20,442119,Leksands IF,Djurgårdens IF,2,away,away,0.34,0.22,0.44,1,3.17,4.2,2.03,2.03,2.03
2020-01-23,Linköping HC  - Rögle BK,5 - 1,shl,2019/20,442129,Linköping HC,Rögle BK,5,home,away,0.36,0.27,0.37,0,3.07,4.2,2.08,3.07,-1.0
2020-01-25,Frölunda HC  - IF Malmö Redhawks,4 - 3,shl,2019/20,442122,Frölunda HC,IF Malmö Redhawks,4,home,home,0.51,0.25,0.24,1,1.64,4.5,4.7,1.64,1.64
2020-01-25,Linköping HC  - Färjestad BK,1 - 0,shl,2019/20,442123,Linköping HC,Färjestad BK,1,home,home,0.4,0.21,0.39,1,2.95,4.35,2.1,2.95,2.95
2020-01-25,Rögle BK  - HV 71,1 - 4,shl,2019/20,442124,Rögle BK,HV 71,1,away,home,0.41,0.22,0.37,0,1.81,4.25,3.9,3.9,-1.0
2020-01-25,Brynäs IF  - Luleå HF,1 - 3,shl,2019/20,442120,Brynäs IF,Luleå HF,1,away,home,0.4,0.2,0.4,0,3.05,4.1,2.11,2.11,-1.0
2020-01-25,Djurgårdens IF  - Örebro HK,4 - 1,shl,2019/20,442121,Djurgårdens IF,Örebro HK,4,home,home,0.38,0.33,0.29,1,2.0,4.1,3.3,2.0,2.0
2020-01-25,Skellefteå AIK  - IK Oskarshamn,3 - 5,shl,2019/20,442125,Skellefteå AIK,IK Oskarshamn,3,away,home,0.49,0.3,0.21,0,1.43,5.45,6.1,6.1,-1.0
2020-01-25,Växjö Lakers HC  - Leksands IF,5 - 1,shl,2019/20,442126,Växjö Lakers HC,Leksands IF,5,home,home,0.42,0.31,0.27,1,1.6,4.6,4.9,1.6,1.6
2020-01-28,HV 71  - Färjestad BK,8 - 4,shl,2019/20,442007,HV 71,Färjestad BK,8,home,away,0.32,0.15,0.53,0,1.9,4.7,3.25,1.9,-1.0
2020-01-28,IF Malmö Redhawks  - Brynäs IF,5 - 0,shl,2019/20,442173,IF Malmö Redhawks,Brynäs IF,5,home,home,0.5,0.18,0.32,1,2.01,4.25,3.2,2.01,2.01
2020-01-30,Djurgårdens IF  - Frölunda HC,2 - 1,shl,2019/20,442127,Djurgårdens IF,Frölunda HC,2,home,home,0.51,0.18,0.31,1,2.21,4.3,2.8,2.21,2.21
2020-01-30,Färjestad BK  - Leksands IF,4 - 3,shl,2019/20,442128,Färjestad BK,Leksands IF,4,home,home,0.58,0.18,0.24,1,1.46,5.35,5.7,1.46,1.46
2020-01-30,Luleå HF  - Växjö Lakers HC,5 - 1,shl,2019/20,442130,Luleå HF,Växjö Lakers HC,5,home,home,0.58,0.24,0.18,1,1.67,4.4,4.55,1.67,1.67
2020-01-30,IF Malmö Redhawks  - Skellefteå AIK,4 - 1,shl,2019/20,442131,IF Malmö Redhawks,Skellefteå AIK,4,home,home,0.41,0.22,0.37,1,2.22,4.2,2.78,2.22,2.22
2020-01-30,IK Oskarshamn  - HV 71,1 - 3,shl,2019/20,442132,IK Oskarshamn,HV 71,1,away,away,0.24,0.08,0.68,1,3.45,4.45,1.88,1.88,1.88
2020-01-30,Örebro HK  - Brynäs IF,3 - 6,shl,2019/20,442133,Örebro HK,Brynäs IF,3,away,home,0.53,0.23,0.24,0,1.75,4.5,4.0,4.0,-1.0
2020-02-01,IF Malmö Redhawks  - Luleå HF,1 - 3,shl,2019/20,442137,IF Malmö Redhawks,Luleå HF,1,away,away,0.34,0.3,0.36,1,3.07,4.15,2.08,2.08,2.08
2020-02-01,Rögle BK  - IK Oskarshamn,5 - 3,shl,2019/20,442138,Rögle BK,IK Oskarshamn,5,home,home,0.55,0.19,0.26,1,1.43,5.5,6.1,1.43,1.43
2020-02-01,Skellefteå AIK  - Linköping HC,3 - 2,shl,2019/20,442139,Skellefteå AIK,Linköping HC,3,home,home,0.42,0.27,0.31,1,1.81,4.35,3.8,1.81,1.81
2020-02-01,Leksands IF  - Frölunda HC,2 - 4,shl,2019/20,442140,Leksands IF,Frölunda HC,2,away,home,0.42,0.18,0.4,0,4.05,4.6,1.72,1.72,-1.0
2020-02-01,Brynäs IF  - Djurgårdens IF,0 - 1,shl,2019/20,442134,Brynäs IF,Djurgårdens IF,0,away,home,0.45,0.28,0.27,0,2.37,4.3,2.55,2.55,-1.0
2020-02-01,Färjestad BK  - Örebro HK,3 - 1,shl,2019/20,442135,Färjestad BK,Örebro HK,3,home,home,0.4,0.22,0.38,1,1.95,4.4,3.25,1.95,1.95
2020-02-01,HV 71  - Växjö Lakers HC,5 - 0,shl,2019/20,442136,HV 71,Växjö Lakers HC,5,home,home,0.49,0.24,0.27,1,1.98,4.25,3.28,1.98,1.98
2020-02-11,Brynäs IF  - HV 71,4 - 3,shl,2019/20,442141,Brynäs IF,HV 71,4,draw,away,0.31,0.24,0.45,0,2.65,4.3,2.31,4.3,-1.0
2020-02-11,Djurgårdens IF  - Färjestad BK,5 - 4,shl,2019/20,442142,Djurgårdens IF,Färjestad BK,5,draw,home,0.52,0.28,0.2,0,2.06,4.3,3.05,4.3,-1.0
2020-02-11,Frölunda HC  - Linköping HC,1 - 3,shl,2019/20,442143,Frölunda HC,Linköping HC,1,away,home,0.64,0.15,0.21,0,1.58,4.75,4.9,4.9,-1.0
2020-02-11,Örebro HK  - IK Oskarshamn,4 - 2,shl,2019/20,442144,Örebro HK,IK Oskarshamn,4,home,home,0.46,0.23,0.31,1,1.48,5.3,5.5,1.48,1.48
2020-02-11,Skellefteå AIK  - Luleå HF,4 - 1,shl,2019/20,442145,Skellefteå AIK,Luleå HF,4,home,away,0.4,0.17,0.43,0,2.97,4.15,2.13,2.97,-1.0
2020-02-11,Leksands IF  - IF Malmö Redhawks,2 - 3,shl,2019/20,442146,Leksands IF,IF Malmö Redhawks,2,away,home,0.42,0.16,0.42,0,2.48,4.1,2.5,2.5,-1.0
2020-02-11,Växjö Lakers HC  - Rögle BK,0 - 4,shl,2019/20,442147,Växjö Lakers HC,Rögle BK,0,away,home,0.58,0.17,0.25,0,2.32,4.1,2.7,2.7,-1.0
2020-02-13,Brynäs IF  - Luleå HF,5 - 1,shl,2019/20,441859,Brynäs IF,Luleå HF,5,home,away,0.36,0.27,0.37,0,3.1,4.2,2.06,3.1,-1.0
2020-02-13,Djurgårdens IF  - Växjö Lakers HC,4 - 1,shl,2019/20,442148,Djurgårdens IF,Växjö Lakers HC,4,home,home,0.57,0.16,0.27,1,1.78,4.25,4.0,1.78,1.78
2020-02-13,Frölunda HC  - Örebro HK,5 - 3,shl,2019/20,442150,Frölunda HC,Örebro HK,5,home,home,0.41,0.26,0.33,1,1.72,4.8,3.9,1.72,1.72
2020-02-13,HV 71  - Rögle BK,3 - 5,shl,2019/20,442151,HV 71,Rögle BK,3,away,home,0.52,0.26,0.22,0,1.93,4.4,3.33,3.33,-1.0
2020-02-13,Linköping HC  - Leksands IF,2 - 1,shl,2019/20,442152,Linköping HC,Leksands IF,2,home,home,0.57,0.18,0.25,1,1.76,4.4,4.05,1.76,1.76
2020-02-13,IK Oskarshamn  - IF Malmö Redhawks,3 - 4,shl,2019/20,442154,IK Oskarshamn,IF Malmö Redhawks,3,draw,away,0.39,0.05,0.56,0,3.27,4.3,1.97,4.3,-1.0
2020-02-14,Färjestad BK  - Skellefteå AIK,0 - 3,shl,2019/20,442149,Färjestad BK,Skellefteå AIK,0,away,home,0.44,0.22,0.34,0,1.98,4.5,3.15,3.15,-1.0
2020-02-15,IK Oskarshamn  - Växjö Lakers HC,3 - 5,shl,2019/20,442158,IK Oskarshamn,Växjö Lakers HC,3,away,home,0.46,0.14,0.4,0,3.2,4.25,2.01,2.01,-1.0
2020-02-15,Rögle BK  - Frölunda HC,4 - 3,shl,2019/20,442160,Rögle BK,Frölunda HC,4,home,home,0.46,0.19,0.35,1,2.33,4.25,2.62,2.33,2.33
2020-02-15,Leksands IF  - Luleå HF,0 - 3,shl,2019/20,442161,Leksands IF,Luleå HF,0,away,away,0.33,0.11,0.56,1,4.65,4.65,1.62,1.62,1.62
2020-02-15,Linköping HC  - HV 71,2 - 4,shl,2019/20,442156,Linköping HC,HV 71,2,away,home,0.36,0.32,0.32,0,2.36,4.2,2.6,2.6,-1.0
2020-02-15,IF Malmö Redhawks  - Djurgårdens IF,5 - 1,shl,2019/20,442157,IF Malmö Redhawks,Djurgårdens IF,5,home,home,0.43,0.32,0.25,1,2.52,4.25,2.44,2.52,2.52
2020-02-15,Örebro HK  - Skellefteå AIK,2 - 4,shl,2019/20,442159,Örebro HK,Skellefteå AIK,2,away,away,0.34,0.23,0.43,1,2.18,4.2,2.87,2.87,2.87
2020-02-15,Färjestad BK  - Brynäs IF,5 - 2,shl,2019/20,442155,Färjestad BK,Brynäs IF,5,home,home,0.57,0.23,0.2,1,1.95,4.6,3.17,1.95,1.95
2020-02-18,Brynäs IF  - Linköping HC,2 - 3,shl,2019/20,442162,Brynäs IF,Linköping HC,2,draw,home,0.5,0.24,0.26,0,1.83,4.35,3.7,4.35,-1.0
2020-02-18,Frölunda HC  - IK Oskarshamn,5 - 1,shl,2019/20,442163,Frölunda HC,IK Oskarshamn,5,home,home,0.61,0.15,0.24,1,1.36,5.6,7.65,1.36,1.36
2020-02-18,Luleå HF  - IF Malmö Redhawks,4 - 3,shl,2019/20,442164,Luleå HF,IF Malmö Redhawks,4,home,home,0.63,0.15,0.22,1,1.6,4.6,4.95,1.6,1.6
2020-02-18,Örebro HK  - Färjestad BK,3 - 4,shl,2019/20,442165,Örebro HK,Färjestad BK,3,draw,away,0.36,0.19,0.45,0,2.42,4.45,2.44,4.45,-1.0
2020-02-18,Skellefteå AIK  - Djurgårdens IF,3 - 0,shl,2019/20,442166,Skellefteå AIK,Djurgårdens IF,3,home,home,0.44,0.27,0.29,1,2.27,4.2,2.73,2.27,2.27
2020-02-18,Leksands IF  - Rögle BK,2 - 5,shl,2019/20,442167,Leksands IF,Rögle BK,2,away,away,0.32,0.2,0.48,1,4.1,4.55,1.71,1.71,1.71
2020-02-18,Växjö Lakers HC  - HV 71,5 - 1,shl,2019/20,442168,Växjö Lakers HC,HV 71,5,home,away,0.39,0.14,0.47,0,2.55,4.25,2.39,2.55,-1.0
2020-02-20,Djurgårdens IF  - Leksands IF,5 - 2,shl,2019/20,442169,Djurgårdens IF,Leksands IF,5,home,home,0.64,0.16,0.2,1,1.37,5.9,6.75,1.37,1.37
2020-02-20,Färjestad BK  - Frölunda HC,5 - 2,shl,2019/20,442170,Färjestad BK,Frölunda HC,5,home,home,0.48,0.21,0.31,1,2.27,4.4,2.65,2.27,2.27
2020-02-20,HV 71  - Örebro HK,3 - 2,shl,2019/20,442171,HV 71,Örebro HK,3,home,home,0.49,0.22,0.29,1,1.92,4.3,3.42,1.92,1.92
