date,game,score,periodscore,spectators,schedule_id,game_id,league,season,home,away,score_home,score_away,p1score,p2score,p3score,p4score,p5score,p1score_home,p1score_away,p2score_home,p2score_away,p3score_home,p3score_away,p4score_home,p4score_away,p5score_home,p5score_away,result,result_p1,result_p2,result_p3,result_p4,result_p5
2021-01-30,Växjö Lakers HC  - IK Oskarshamn,,,,11450,,shl,2020/21,Växjö Lakers HC,IK Oskarshamn,,,,,,,,,,,,,,,,,,,,,,,
2021-01-30,Färjestad BK  - Örebro HK,,,,11450,,shl,2020/21,Färjestad BK,Örebro HK,,,,,,,,,,,,,,,,,,,,,,,
2021-02-02,Luleå HF  - Skellefteå AIK,,,,11450,,shl,2020/21,Luleå HF,Skellefteå AIK,,,,,,,,,,,,,,,,,,,,,,,
2021-02-02,Leksands IF  - Örebro HK,,,,11450,,shl,2020/21,Leksands IF,Örebro HK,,,,,,,,,,,,,,,,,,,,,,,
2021-02-02,Djurgårdens IF  - Frölunda HC,,,,11450,,shl,2020/21,Djurgårdens IF,Frölunda HC,,,,,,,,,,,,,,,,,,,,,,,
2021-02-02,Rögle BK  - IF Malmö Redhawks,,,,11450,,shl,2020/21,Rögle BK,IF Malmö Redhawks,,,,,,,,,,,,,,,,,,,,,,,
2021-02-02,Linköping HC  - Växjö Lakers HC,,,,11450,,shl,2020/21,Linköping HC,Växjö Lakers HC,,,,,,,,,,,,,,,,,,,,,,,
2021-02-02,HV 71  - Brynäs IF,,,,11450,,shl,2020/21,HV 71,Brynäs IF,,,,,,,,,,,,,,,,,,,,,,,
2021-02-02,IK Oskarshamn  - Färjestad BK,,,,11450,,shl,2020/21,IK Oskarshamn,Färjestad BK,,,,,,,,,,,,,,,,,,,,,,,
2021-02-04,Skellefteå AIK  - Djurgårdens IF,,,,11450,,shl,2020/21,Skellefteå AIK,Djurgårdens IF,,,,,,,,,,,,,,,,,,,,,,,
2021-02-04,Örebro HK  - Frölunda HC,,,,11450,,shl,2020/21,Örebro HK,Frölunda HC,,,,,,,,,,,,,,,,,,,,,,,
2021-02-04,Brynäs IF  - Luleå HF,,,,11450,,shl,2020/21,Brynäs IF,Luleå HF,,,,,,,,,,,,,,,,,,,,,,,
2021-02-04,Rögle BK  - HV 71,,,,11450,,shl,2020/21,Rögle BK,HV 71,,,,,,,,,,,,,,,,,,,,,,,
2021-02-04,Växjö Lakers HC  - Leksands IF,,,,11450,,shl,2020/21,Växjö Lakers HC,Leksands IF,,,,,,,,,,,,,,,,,,,,,,,
2021-02-04,Färjestad BK  - IK Oskarshamn,,,,11450,,shl,2020/21,Färjestad BK,IK Oskarshamn,,,,,,,,,,,,,,,,,,,,,,,
2021-02-04,IF Malmö Redhawks  - Linköping HC,,,,11450,,shl,2020/21,IF Malmö Redhawks,Linköping HC,,,,,,,,,,,,,,,,,,,,,,,
2021-02-06,Luleå HF  - Rögle BK,,,,11450,,shl,2020/21,Luleå HF,Rögle BK,,,,,,,,,,,,,,,,,,,,,,,
2021-02-06,Djurgårdens IF  - Växjö Lakers HC,,,,11450,,shl,2020/21,Djurgårdens IF,Växjö Lakers HC,,,,,,,,,,,,,,,,,,,,,,,
2021-02-06,Linköping HC  - Färjestad BK,,,,11450,,shl,2020/21,Linköping HC,Färjestad BK,,,,,,,,,,,,,,,,,,,,,,,
2021-02-06,IF Malmö Redhawks  - Brynäs IF,,,,11450,,shl,2020/21,IF Malmö Redhawks,Brynäs IF,,,,,,,,,,,,,,,,,,,,,,,
2021-02-06,Leksands IF  - Frölunda HC,,,,11450,,shl,2020/21,Leksands IF,Frölunda HC,,,,,,,,,,,,,,,,,,,,,,,
2021-02-06,HV 71  - Örebro HK,,,,11450,,shl,2020/21,HV 71,Örebro HK,,,,,,,,,,,,,,,,,,,,,,,
2021-02-06,IK Oskarshamn  - Skellefteå AIK,,,,11450,,shl,2020/21,IK Oskarshamn,Skellefteå AIK,,,,,,,,,,,,,,,,,,,,,,,
2021-02-16,Luleå HF  - Färjestad BK,,,,11450,,shl,2020/21,Luleå HF,Färjestad BK,,,,,,,,,,,,,,,,,,,,,,,
2021-02-16,Leksands IF  - Linköping HC,,,,11450,,shl,2020/21,Leksands IF,Linköping HC,,,,,,,,,,,,,,,,,,,,,,,
2021-02-16,Örebro HK  - Skellefteå AIK,,,,11450,,shl,2020/21,Örebro HK,Skellefteå AIK,,,,,,,,,,,,,,,,,,,,,,,
2021-02-16,Rögle BK  - Brynäs IF,,,,11450,,shl,2020/21,Rögle BK,Brynäs IF,,,,,,,,,,,,,,,,,,,,,,,
2021-02-16,HV 71  - Djurgårdens IF,,,,11450,,shl,2020/21,HV 71,Djurgårdens IF,,,,,,,,,,,,,,,,,,,,,,,
2021-02-16,IK Oskarshamn  - Växjö Lakers HC,,,,11450,,shl,2020/21,IK Oskarshamn,Växjö Lakers HC,,,,,,,,,,,,,,,,,,,,,,,
2021-02-16,Frölunda HC  - IF Malmö Redhawks,,,,11450,,shl,2020/21,Frölunda HC,IF Malmö Redhawks,,,,,,,,,,,,,,,,,,,,,,,
2021-02-18,Skellefteå AIK  - Leksands IF,,,,11450,,shl,2020/21,Skellefteå AIK,Leksands IF,,,,,,,,,,,,,,,,,,,,,,,
2021-02-18,Brynäs IF  - HV 71,,,,11450,,shl,2020/21,Brynäs IF,HV 71,,,,,,,,,,,,,,,,,,,,,,,
2021-02-18,Djurgårdens IF  - Rögle BK,,,,11450,,shl,2020/21,Djurgårdens IF,Rögle BK,,,,,,,,,,,,,,,,,,,,,,,
2021-02-18,Färjestad BK  - Luleå HF,,,,11450,,shl,2020/21,Färjestad BK,Luleå HF,,,,,,,,,,,,,,,,,,,,,,,
2021-02-18,Linköping HC  - Frölunda HC,,,,11450,,shl,2020/21,Linköping HC,Frölunda HC,,,,,,,,,,,,,,,,,,,,,,,
2021-02-18,IF Malmö Redhawks  - IK Oskarshamn,,,,11450,,shl,2020/21,IF Malmö Redhawks,IK Oskarshamn,,,,,,,,,,,,,,,,,,,,,,,
2021-02-20,IF Malmö Redhawks  - Växjö Lakers HC,,,,11450,,shl,2020/21,IF Malmö Redhawks,Växjö Lakers HC,,,,,,,,,,,,,,,,,,,,,,,
2021-02-20,Frölunda HC  - Rögle BK,,,,11450,,shl,2020/21,Frölunda HC,Rögle BK,,,,,,,,,,,,,,,,,,,,,,,
2021-02-20,Örebro HK  - Leksands IF,,,,11450,,shl,2020/21,Örebro HK,Leksands IF,,,,,,,,,,,,,,,,,,,,,,,
2021-02-20,Luleå HF  - Djurgårdens IF,,,,11450,,shl,2020/21,Luleå HF,Djurgårdens IF,,,,,,,,,,,,,,,,,,,,,,,
2021-02-20,Skellefteå AIK  - Brynäs IF,,,,11450,,shl,2020/21,Skellefteå AIK,Brynäs IF,,,,,,,,,,,,,,,,,,,,,,,
2021-02-20,Färjestad BK  - HV 71,,,,11450,,shl,2020/21,Färjestad BK,HV 71,,,,,,,,,,,,,,,,,,,,,,,
2021-02-20,IK Oskarshamn  - Linköping HC,,,,11450,,shl,2020/21,IK Oskarshamn,Linköping HC,,,,,,,,,,,,,,,,,,,,,,,
2021-02-23,Leksands IF  - IF Malmö Redhawks,,,,11450,,shl,2020/21,Leksands IF,IF Malmö Redhawks,,,,,,,,,,,,,,,,,,,,,,,
2021-02-23,Brynäs IF  - Växjö Lakers HC,,,,11450,,shl,2020/21,Brynäs IF,Växjö Lakers HC,,,,,,,,,,,,,,,,,,,,,,,
2021-02-23,Djurgårdens IF  - Örebro HK,,,,11450,,shl,2020/21,Djurgårdens IF,Örebro HK,,,,,,,,,,,,,,,,,,,,,,,
2021-02-23,Rögle BK  - Färjestad BK,,,,11450,,shl,2020/21,Rögle BK,Färjestad BK,,,,,,,,,,,,,,,,,,,,,,,
2021-02-23,Linköping HC  - Skellefteå AIK,,,,11450,,shl,2020/21,Linköping HC,Skellefteå AIK,,,,,,,,,,,,,,,,,,,,,,,
2021-02-23,HV 71  - Luleå HF,,,,11450,,shl,2020/21,HV 71,Luleå HF,,,,,,,,,,,,,,,,,,,,,,,
2021-02-23,Frölunda HC  - IK Oskarshamn,,,,11450,,shl,2020/21,Frölunda HC,IK Oskarshamn,,,,,,,,,,,,,,,,,,,,,,,
2021-02-25,Luleå HF  - Frölunda HC,,,,11450,,shl,2020/21,Luleå HF,Frölunda HC,,,,,,,,,,,,,,,,,,,,,,,
2021-02-25,Örebro HK  - Rögle BK,,,,11450,,shl,2020/21,Örebro HK,Rögle BK,,,,,,,,,,,,,,,,,,,,,,,
2021-02-25,Växjö Lakers HC  - Linköping HC,,,,11450,,shl,2020/21,Växjö Lakers HC,Linköping HC,,,,,,,,,,,,,,,,,,,,,,,
2021-02-25,Färjestad BK  - Leksands IF,,,,11450,,shl,2020/21,Färjestad BK,Leksands IF,,,,,,,,,,,,,,,,,,,,,,,
2021-02-25,HV 71  - Skellefteå AIK,,,,11450,,shl,2020/21,HV 71,Skellefteå AIK,,,,,,,,,,,,,,,,,,,,,,,
2021-02-25,IK Oskarshamn  - Brynäs IF,,,,11450,,shl,2020/21,IK Oskarshamn,Brynäs IF,,,,,,,,,,,,,,,,,,,,,,,
2021-02-25,IF Malmö Redhawks  - Djurgårdens IF,,,,11450,,shl,2020/21,IF Malmö Redhawks,Djurgårdens IF,,,,,,,,,,,,,,,,,,,,,,,
2021-02-27,Leksands IF  - IK Oskarshamn,,,,11450,,shl,2020/21,Leksands IF,IK Oskarshamn,,,,,,,,,,,,,,,,,,,,,,,
2021-02-27,IF Malmö Redhawks  - HV 71,,,,11450,,shl,2020/21,IF Malmö Redhawks,HV 71,,,,,,,,,,,,,,,,,,,,,,,
2021-02-27,Frölunda HC  - Djurgårdens IF,,,,11450,,shl,2020/21,Frölunda HC,Djurgårdens IF,,,,,,,,,,,,,,,,,,,,,,,
2021-02-27,Linköping HC  - Örebro HK,,,,11450,,shl,2020/21,Linköping HC,Örebro HK,,,,,,,,,,,,,,,,,,,,,,,
2021-02-27,Brynäs IF  - Färjestad BK,,,,11450,,shl,2020/21,Brynäs IF,Färjestad BK,,,,,,,,,,,,,,,,,,,,,,,
2021-02-27,Rögle BK  - Skellefteå AIK,,,,11450,,shl,2020/21,Rögle BK,Skellefteå AIK,,,,,,,,,,,,,,,,,,,,,,,
2021-02-27,Växjö Lakers HC  - Luleå HF,,,,11450,,shl,2020/21,Växjö Lakers HC,Luleå HF,,,,,,,,,,,,,,,,,,,,,,,
2021-03-02,Skellefteå AIK  - Luleå HF,,,,11450,,shl,2020/21,Skellefteå AIK,Luleå HF,,,,,,,,,,,,,,,,,,,,,,,
2021-03-02,Örebro HK  - IF Malmö Redhawks,,,,11450,,shl,2020/21,Örebro HK,IF Malmö Redhawks,,,,,,,,,,,,,,,,,,,,,,,
2021-03-02,Brynäs IF  - Linköping HC,,,,11450,,shl,2020/21,Brynäs IF,Linköping HC,,,,,,,,,,,,,,,,,,,,,,,
2021-03-02,Djurgårdens IF  - Leksands IF,,,,11450,,shl,2020/21,Djurgårdens IF,Leksands IF,,,,,,,,,,,,,,,,,,,,,,,
2021-03-02,Rögle BK  - IK Oskarshamn,,,,11450,,shl,2020/21,Rögle BK,IK Oskarshamn,,,,,,,,,,,,,,,,,,,,,,,
2021-03-02,Färjestad BK  - Växjö Lakers HC,,,,11450,,shl,2020/21,Färjestad BK,Växjö Lakers HC,,,,,,,,,,,,,,,,,,,,,,,
2021-03-02,HV 71  - Frölunda HC,,,,11450,,shl,2020/21,HV 71,Frölunda HC,,,,,,,,,,,,,,,,,,,,,,,
2021-03-04,Luleå HF  - Örebro HK,,,,11450,,shl,2020/21,Luleå HF,Örebro HK,,,,,,,,,,,,,,,,,,,,,,,
2021-03-04,Leksands IF  - Brynäs IF,,,,11450,,shl,2020/21,Leksands IF,Brynäs IF,,,,,,,,,,,,,,,,,,,,,,,
2021-03-04,Växjö Lakers HC  - HV 71,,,,11450,,shl,2020/21,Växjö Lakers HC,HV 71,,,,,,,,,,,,,,,,,,,,,,,
2021-03-04,Linköping HC  - Rögle BK,,,,11450,,shl,2020/21,Linköping HC,Rögle BK,,,,,,,,,,,,,,,,,,,,,,,
2021-03-04,IK Oskarshamn  - Djurgårdens IF,,,,11450,,shl,2020/21,IK Oskarshamn,Djurgårdens IF,,,,,,,,,,,,,,,,,,,,,,,
2021-03-04,IF Malmö Redhawks  - Färjestad BK,,,,11450,,shl,2020/21,IF Malmö Redhawks,Färjestad BK,,,,,,,,,,,,,,,,,,,,,,,
2021-03-04,Frölunda HC  - Skellefteå AIK,,,,11450,,shl,2020/21,Frölunda HC,Skellefteå AIK,,,,,,,,,,,,,,,,,,,,,,,
2021-03-06,Skellefteå AIK  - IF Malmö Redhawks,,,,11450,,shl,2020/21,Skellefteå AIK,IF Malmö Redhawks,,,,,,,,,,,,,,,,,,,,,,,
2021-03-06,Brynäs IF  - Frölunda HC,,,,11450,,shl,2020/21,Brynäs IF,Frölunda HC,,,,,,,,,,,,,,,,,,,,,,,
2021-03-06,Rögle BK  - Växjö Lakers HC,,,,11450,,shl,2020/21,Rögle BK,Växjö Lakers HC,,,,,,,,,,,,,,,,,,,,,,,
2021-03-06,Linköping HC  - Luleå HF,,,,11450,,shl,2020/21,Linköping HC,Luleå HF,,,,,,,,,,,,,,,,,,,,,,,
2021-03-06,Örebro HK  - IK Oskarshamn,,,,11450,,shl,2020/21,Örebro HK,IK Oskarshamn,,,,,,,,,,,,,,,,,,,,,,,
2021-03-06,Färjestad BK  - Djurgårdens IF,,,,11450,,shl,2020/21,Färjestad BK,Djurgårdens IF,,,,,,,,,,,,,,,,,,,,,,,
2021-03-06,HV 71  - Leksands IF,,,,11450,,shl,2020/21,HV 71,Leksands IF,,,,,,,,,,,,,,,,,,,,,,,
2021-03-09,Skellefteå AIK  - IK Oskarshamn,,,,11450,,shl,2020/21,Skellefteå AIK,IK Oskarshamn,,,,,,,,,,,,,,,,,,,,,,,
2021-03-09,Leksands IF  - Luleå HF,,,,11450,,shl,2020/21,Leksands IF,Luleå HF,,,,,,,,,,,,,,,,,,,,,,,
2021-03-09,Örebro HK  - Färjestad BK,,,,11450,,shl,2020/21,Örebro HK,Färjestad BK,,,,,,,,,,,,,,,,,,,,,,,
2021-03-09,Djurgårdens IF  - Brynäs IF,,,,11450,,shl,2020/21,Djurgårdens IF,Brynäs IF,,,,,,,,,,,,,,,,,,,,,,,
2021-03-09,Växjö Lakers HC  - Frölunda HC,,,,11450,,shl,2020/21,Växjö Lakers HC,Frölunda HC,,,,,,,,,,,,,,,,,,,,,,,
2021-03-09,HV 71  - Linköping HC,,,,11450,,shl,2020/21,HV 71,Linköping HC,,,,,,,,,,,,,,,,,,,,,,,
2021-03-09,IF Malmö Redhawks  - Rögle BK,,,,11450,,shl,2020/21,IF Malmö Redhawks,Rögle BK,,,,,,,,,,,,,,,,,,,,,,,
2021-03-11,Luleå HF  - IF Malmö Redhawks,,,,11450,,shl,2020/21,Luleå HF,IF Malmö Redhawks,,,,,,,,,,,,,,,,,,,,,,,
2021-03-11,Brynäs IF  - Örebro HK,,,,11450,,shl,2020/21,Brynäs IF,Örebro HK,,,,,,,,,,,,,,,,,,,,,,,
2021-03-11,Djurgårdens IF  - Linköping HC,,,,11450,,shl,2020/21,Djurgårdens IF,Linköping HC,,,,,,,,,,,,,,,,,,,,,,,
2021-03-11,Rögle BK  - Leksands IF,,,,11450,,shl,2020/21,Rögle BK,Leksands IF,,,,,,,,,,,,,,,,,,,,,,,
2021-03-11,Färjestad BK  - Skellefteå AIK,,,,11450,,shl,2020/21,Färjestad BK,Skellefteå AIK,,,,,,,,,,,,,,,,,,,,,,,
2021-03-11,IK Oskarshamn  - HV 71,,,,11450,,shl,2020/21,IK Oskarshamn,HV 71,,,,,,,,,,,,,,,,,,,,,,,
2021-03-11,Frölunda HC  - Växjö Lakers HC,,,,11450,,shl,2020/21,Frölunda HC,Växjö Lakers HC,,,,,,,,,,,,,,,,,,,,,,,
2020-10-02,Timrå IK  - IF Björklöven,1 - 4,"0-1, 0-0, 1-3",50.0,11449,,allsvenskan,2020/21,Timrå IK,IF Björklöven,1.0,4.0,0-1, 0-0, 1-3,,,0.0,1.0,0.0,0.0,1.0,3.0,,,,,away,away,draw,away,,
2020-10-02,BIK Karlskoga  - Mora IK,3 - 4,"2-2, 0-1, 1-1",50.0,11449,,allsvenskan,2020/21,BIK Karlskoga,Mora IK,3.0,4.0,2-2, 0-1, 1-1,,,2.0,2.0,0.0,1.0,1.0,1.0,,,,,away,draw,away,draw,,
2020-10-02,AIK  - Västerviks IK,2 - 4,"0-1, 1-2, 1-1",49.0,11449,,allsvenskan,2020/21,AIK,Västerviks IK,2.0,4.0,0-1, 1-2, 1-1,,,0.0,1.0,1.0,2.0,1.0,1.0,,,,,away,away,away,draw,,
2020-10-02,Almtuna IS  - Västerås IK,4 - 3,"1-2, 1-1, 2-0",49.0,11449,,allsvenskan,2020/21,Almtuna IS,Västerås IK,4.0,3.0,1-2, 1-1, 2-0,,,1.0,2.0,1.0,1.0,2.0,0.0,,,,,home,away,draw,home,,
2020-10-02,Södertälje SK  - Väsby IK HK,1 - 0,"0-0, 0-0, 1-0",50.0,11449,,allsvenskan,2020/21,Södertälje SK,Väsby IK HK,1.0,0.0,0-0, 0-0, 1-0,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,home,draw,draw,home,,
2020-10-03,MODO Hockey  - HC Vita Hästen,2 - 5,"0-0, 0-4, 2-1",50.0,11449,,allsvenskan,2020/21,MODO Hockey,HC Vita Hästen,2.0,5.0,0-0, 0-4, 2-1,,,0.0,0.0,0.0,4.0,2.0,1.0,,,,,away,draw,away,home,,
2020-10-03,Mora IK  - Västerviks IK,3 - 4,"1-1, 0-2, 2-0, 0-1",50.0,11449,,allsvenskan,2020/21,Mora IK,Västerviks IK,3.0,4.0,1-1, 0-2, 2-0, 0-1,,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,,,draw,draw,away,home,away,
2020-10-04,Tingsryds AIF  - Almtuna IS,5 - 4,"2-2, 1-1, 1-1, 1-0",50.0,11449,,allsvenskan,2020/21,Tingsryds AIF,Almtuna IS,5.0,4.0,2-2, 1-1, 1-1, 1-0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,,,draw,draw,draw,draw,home,
2020-10-04,IF Björklöven  - AIK,5 - 2,"0-0, 2-0, 3-2",50.0,11449,,allsvenskan,2020/21,IF Björklöven,AIK,5.0,2.0,0-0, 2-0, 3-2,,,0.0,0.0,2.0,0.0,3.0,2.0,,,,,home,draw,home,home,,
2020-10-04,Västerås IK  - Södertälje SK,3 - 2,"1-2, 1-0, 1-0",50.0,11449,,allsvenskan,2020/21,Västerås IK,Södertälje SK,3.0,2.0,1-2, 1-0, 1-0,,,1.0,2.0,1.0,0.0,1.0,0.0,,,,,home,away,home,home,,
2020-10-05,Tingsryds AIF  - Almtuna IS,4 - 2,"0-1, 3-1, 1-0",50.0,11449,,allsvenskan,2020/21,Tingsryds AIF,Almtuna IS,4.0,2.0,0-1, 3-1, 1-0,,,0.0,1.0,3.0,1.0,1.0,0.0,,,,,home,away,home,home,,
2020-10-05,Väsby IK HK  - Kristianstads IK,1 - 5,"0-3, 1-0, 0-2",50.0,11449,,allsvenskan,2020/21,Väsby IK HK,Kristianstads IK,1.0,5.0,0-3, 1-0, 0-2,,,0.0,3.0,1.0,0.0,0.0,2.0,,,,,away,away,home,away,,
2020-10-07,Södertälje SK  - Almtuna IS,2 - 4,"1-1, 1-1, 0-2",50.0,11449,,allsvenskan,2020/21,Södertälje SK,Almtuna IS,2.0,4.0,1-1, 1-1, 0-2,,,1.0,1.0,1.0,1.0,0.0,2.0,,,,,away,draw,draw,away,,
2020-10-07,Timrå IK  - BIK Karlskoga,7 - 1,"5-0, 1-1, 1-0",50.0,11449,,allsvenskan,2020/21,Timrå IK,BIK Karlskoga,7.0,1.0,5-0, 1-1, 1-0,,,5.0,0.0,1.0,1.0,1.0,0.0,,,,,home,home,draw,home,,
2020-10-07,AIK  - Väsby IK HK,4 - 1,"2-0, 1-1, 1-0",49.0,11449,,allsvenskan,2020/21,AIK,Väsby IK HK,4.0,1.0,2-0, 1-1, 1-0,,,2.0,0.0,1.0,1.0,1.0,0.0,,,,,home,home,draw,home,,
2020-10-07,HC Vita Hästen  - IF Björklöven,2 - 3,"1-0, 0-1, 1-2",50.0,11449,,allsvenskan,2020/21,HC Vita Hästen,IF Björklöven,2.0,3.0,1-0, 0-1, 1-2,,,1.0,0.0,0.0,1.0,1.0,2.0,,,,,away,home,away,away,,
2020-10-07,Västerås IK  - Kristianstads IK,3 - 2,"1-0, 0-1, 1-1, 0-0, 1-0",50.0,11449,,allsvenskan,2020/21,Västerås IK,Kristianstads IK,3.0,2.0,1-0, 0-1, 1-1, 0-0, 1-0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,draw,home,away,draw,draw,home
2020-10-09,Väsby IK HK  - AIK,3 - 1,"0-0, 0-1, 3-0",50.0,11449,,allsvenskan,2020/21,Väsby IK HK,AIK,3.0,1.0,0-0, 0-1, 3-0,,,0.0,0.0,0.0,1.0,3.0,0.0,,,,,home,draw,away,home,,
2020-10-09,BIK Karlskoga  - HC Vita Hästen,5 - 3,"1-1, 2-1, 2-1",50.0,11449,,allsvenskan,2020/21,BIK Karlskoga,HC Vita Hästen,5.0,3.0,1-1, 2-1, 2-1,,,1.0,1.0,2.0,1.0,2.0,1.0,,,,,home,draw,home,home,,
2020-10-09,Västerviks IK  - Södertälje SK,2 - 1,"0-0, 1-1, 0-0, 0-0, 1-0",50.0,11449,,allsvenskan,2020/21,Västerviks IK,Södertälje SK,2.0,1.0,0-0, 1-1, 0-0, 0-0, 1-0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,draw,draw,draw,draw,draw,home
2020-10-09,Västerås IK  - Tingsryds AIF,4 - 2,"1-0, 2-1, 1-1",50.0,11449,,allsvenskan,2020/21,Västerås IK,Tingsryds AIF,4.0,2.0,1-0, 2-1, 1-1,,,1.0,0.0,2.0,1.0,1.0,1.0,,,,,home,home,home,draw,,
2020-10-09,Kristianstads IK  - Mora IK,1 - 2,"0-1, 1-1, 0-0",50.0,11449,,allsvenskan,2020/21,Kristianstads IK,Mora IK,1.0,2.0,0-1, 1-1, 0-0,,,0.0,1.0,1.0,1.0,0.0,0.0,,,,,away,away,draw,draw,,
2020-10-10,MODO Hockey  - Almtuna IS,,,,11449,,allsvenskan,2020/21,MODO Hockey,Almtuna IS,,,,,,,,,,,,,,,,,,,,,,,
2020-10-11,Kristianstads IK  - Södertälje SK,,,,11449,,allsvenskan,2020/21,Kristianstads IK,Södertälje SK,,,,,,,,,,,,,,,,,,,,,,,
2020-10-11,Tingsryds AIF  - AIK,,,,11449,,allsvenskan,2020/21,Tingsryds AIF,AIK,,,,,,,,,,,,,,,,,,,,,,,
2020-10-12,Timrå IK  - Västerås IK,,,,11449,,allsvenskan,2020/21,Timrå IK,Västerås IK,,,,,,,,,,,,,,,,,,,,,,,
2020-10-14,Tingsryds AIF  - Timrå IK,,,,11449,,allsvenskan,2020/21,Tingsryds AIF,Timrå IK,,,,,,,,,,,,,,,,,,,,,,,
2020-10-14,Kristianstads IK  - MODO Hockey,,,,11449,,allsvenskan,2020/21,Kristianstads IK,MODO Hockey,,,,,,,,,,,,,,,,,,,,,,,
2020-10-14,Almtuna IS  - HC Vita Hästen,,,,11449,,allsvenskan,2020/21,Almtuna IS,HC Vita Hästen,,,,,,,,,,,,,,,,,,,,,,,
2020-10-14,Väsby IK HK  - BIK Karlskoga,,,,11449,,allsvenskan,2020/21,Väsby IK HK,BIK Karlskoga,,,,,,,,,,,,,,,,,,,,,,,
2020-10-14,IF Björklöven  - Västerås IK,,,,11449,,allsvenskan,2020/21,IF Björklöven,Västerås IK,,,,,,,,,,,,,,,,,,,,,,,
2020-10-14,Södertälje SK  - Mora IK,,,,11449,,allsvenskan,2020/21,Södertälje SK,Mora IK,,,,,,,,,,,,,,,,,,,,,,,
2020-10-16,BIK Karlskoga  - Södertälje SK,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,Södertälje SK,,,,,,,,,,,,,,,,,,,,,,,
2020-10-16,Västerviks IK  - Väsby IK HK,,,,11449,,allsvenskan,2020/21,Västerviks IK,Väsby IK HK,,,,,,,,,,,,,,,,,,,,,,,
2020-10-16,Mora IK  - Tingsryds AIF,,,,11449,,allsvenskan,2020/21,Mora IK,Tingsryds AIF,,,,,,,,,,,,,,,,,,,,,,,
2020-10-16,HC Vita Hästen  - Timrå IK,,,,11449,,allsvenskan,2020/21,HC Vita Hästen,Timrå IK,,,,,,,,,,,,,,,,,,,,,,,
2020-10-16,MODO Hockey  - Kristianstads IK,,,,11449,,allsvenskan,2020/21,MODO Hockey,Kristianstads IK,,,,,,,,,,,,,,,,,,,,,,,
2020-10-17,Västerås IK  - Almtuna IS,,,,11449,,allsvenskan,2020/21,Västerås IK,Almtuna IS,,,,,,,,,,,,,,,,,,,,,,,
2020-10-18,Timrå IK  - Kristianstads IK,,,,11449,,allsvenskan,2020/21,Timrå IK,Kristianstads IK,,,,,,,,,,,,,,,,,,,,,,,
2020-10-18,Södertälje SK  - Tingsryds AIF,,,,11449,,allsvenskan,2020/21,Södertälje SK,Tingsryds AIF,,,,,,,,,,,,,,,,,,,,,,,
2020-10-18,IF Björklöven  - Västerviks IK,,,,11449,,allsvenskan,2020/21,IF Björklöven,Västerviks IK,,,,,,,,,,,,,,,,,,,,,,,
2020-10-18,MODO Hockey  - BIK Karlskoga,,,,11449,,allsvenskan,2020/21,MODO Hockey,BIK Karlskoga,,,,,,,,,,,,,,,,,,,,,,,
2020-10-20,Almtuna IS  - MODO Hockey,,,,11449,,allsvenskan,2020/21,Almtuna IS,MODO Hockey,,,,,,,,,,,,,,,,,,,,,,,
2020-10-20,Mora IK  - Västerviks IK,,,,11449,,allsvenskan,2020/21,Mora IK,Västerviks IK,,,,,,,,,,,,,,,,,,,,,,,
2020-10-20,IF Björklöven  - Kristianstads IK,,,,11449,,allsvenskan,2020/21,IF Björklöven,Kristianstads IK,,,,,,,,,,,,,,,,,,,,,,,
2020-10-21,Väsby IK HK  - HC Vita Hästen,,,,11449,,allsvenskan,2020/21,Väsby IK HK,HC Vita Hästen,,,,,,,,,,,,,,,,,,,,,,,
2020-10-21,AIK  - Tingsryds AIF,,,,11449,,allsvenskan,2020/21,AIK,Tingsryds AIF,,,,,,,,,,,,,,,,,,,,,,,
2020-10-21,Södertälje SK  - BIK Karlskoga,,,,11449,,allsvenskan,2020/21,Södertälje SK,BIK Karlskoga,,,,,,,,,,,,,,,,,,,,,,,
2020-10-23,Västerviks IK  - Mora IK,,,,11449,,allsvenskan,2020/21,Västerviks IK,Mora IK,,,,,,,,,,,,,,,,,,,,,,,
2020-10-23,Tingsryds AIF  - Väsby IK HK,,,,11449,,allsvenskan,2020/21,Tingsryds AIF,Väsby IK HK,,,,,,,,,,,,,,,,,,,,,,,
2020-10-23,Timrå IK  - Södertälje SK,,,,11449,,allsvenskan,2020/21,Timrå IK,Södertälje SK,,,,,,,,,,,,,,,,,,,,,,,
2020-10-23,Almtuna IS  - AIK,,,,11449,,allsvenskan,2020/21,Almtuna IS,AIK,,,,,,,,,,,,,,,,,,,,,,,
2020-10-23,BIK Karlskoga  - IF Björklöven,,,,11449,,allsvenskan,2020/21,BIK Karlskoga,IF Björklöven,,,,,,,,,,,,,,,,,,,,,,,
2020-10-23,MODO Hockey  - HC Vita Hästen,,,,11449,,allsvenskan,2020/21,MODO Hockey,HC Vita Hästen,,,,,,,,,,,,,,,,,,,,,,,
