date,game,score,periodscore,spectators,schedule_id,game_id,league,season,team,opponent,score_team,score_opponent,p1score,p2score,p3score,p4score,p5score,p1score_team,p1score_opponent,p2score_team,p2score_opponent,p3score_team,p3score_opponent,p4score_team,p4score_opponent,p5score_team,p5score_opponent,result,result_p1,result_p2,result_p3,result_p4,result_p5,h_a,result_L1,result_L2,result_L3,result_L4,result_L5,win,draw,lost,win_R5,draw_R5,lost_R5,matchday,matchday_h_a,scored_avg_R5,conceded_avg_R5,scored_cum,scored_cum_prev,scored_cum_prev_avg,conceded_cum,conceded_cum_prev,conceded_cum_prev_avg,H2H_W,H2H_D,H2H_L,points,points_cum,points_cum_prev,points_cum_prev_avg,points_cum_h_a,points_cum_h_a_prev,points_cum_h_a_prev_avg
2020-10-02,AIK  - Västerviks IK,2 - 4,"0-1, 1-2, 1-1",49.0,11449,,allsvenskan,2020/21,AIK,Västerviks IK,2.0,4.0,0-1, 1-2, 1-1,,,0.0,1.0,1.0,2.0,1.0,1.0,,,,,lost,lost,lost,draw,,,home,,,,,,0,0,1,0.0,0.0,0.0,1,1,0.0,0.0,2.0,0.0,,4.0,0.0,,0.0,0.0,0.0,0,0,0,,0,0,
2020-10-04,IF Björklöven  - AIK,5 - 2,"0-0, 2-0, 3-2",50.0,11449,,allsvenskan,2020/21,AIK,IF Björklöven,2.0,5.0,0-0, 2-0, 3-2,,,0.0,0.0,0.0,2.0,2.0,3.0,,,,,lost,draw,lost,lost,,,away,lost,,,,,0,0,1,0.0,0.0,1.0,2,1,2.0,4.0,4.0,2.0,2.0,9.0,4.0,4.0,0.0,0.0,0.0,0,0,0,0.0,0,0,
2020-10-07,AIK  - Väsby IK HK,4 - 1,"2-0, 1-1, 1-0",49.0,11449,,allsvenskan,2020/21,AIK,Väsby IK HK,4.0,1.0,2-0, 1-1, 1-0,,,2.0,0.0,1.0,1.0,1.0,0.0,,,,,win,win,draw,win,,,home,lost,lost,,,,1,0,0,0.0,0.0,1.0,3,2,2.0,4.5,8.0,4.0,2.0,10.0,9.0,4.5,0.0,0.0,0.0,3,3,0,0.0,3,0,0.0
2020-10-09,Väsby IK HK  - AIK,3 - 1,"0-0, 0-1, 3-0",50.0,11449,,allsvenskan,2020/21,AIK,Väsby IK HK,1.0,3.0,0-0, 0-1, 3-0,,,0.0,0.0,1.0,0.0,0.0,3.0,,,,,lost,draw,win,lost,,,away,win,lost,lost,,,0,0,1,0.3333333333333333,0.0,0.6666666666666666,4,2,2.6666666666666665,3.3333333333333335,9.0,8.0,2.6666666666666665,13.0,10.0,3.3333333333333335,1.0,0.0,0.0,0,3,3,1.0,0,0,0.0
2020-10-11,Tingsryds AIF  - AIK,,,,11449,,allsvenskan,2020/21,AIK,Tingsryds AIF,,,,,,,,,,,,,,,,,,,,,,,,away,lost,win,lost,lost,,0,0,0,0.25,0.0,0.75,5,3,2.25,3.25,,9.0,2.25,,13.0,3.25,0.0,0.0,0.0,0,3,3,0.75,0,0,0.0
2020-10-21,AIK  - Tingsryds AIF,,,,11449,,allsvenskan,2020/21,AIK,Tingsryds AIF,,,,,,,,,,,,,,,,,,,,,,,,home,,lost,win,lost,lost,0,0,0,0.2,0.0,0.6,6,3,2.25,3.25,,,,,,,0.0,0.0,0.0,0,3,3,0.6,3,3,1.5
2020-10-23,Almtuna IS  - AIK,,,,11449,,allsvenskan,2020/21,AIK,Almtuna IS,,,,,,,,,,,,,,,,,,,,,,,,away,,,lost,win,lost,0,0,0,0.2,0.0,0.4,7,4,2.3333333333333335,3.0,,,,,,,0.0,0.0,0.0,0,3,3,0.5,0,0,0.0
2020-10-26,AIK  - Timrå IK,,,,11449,,allsvenskan,2020/21,AIK,Timrå IK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,lost,win,0,0,0,0.2,0.0,0.2,8,4,2.5,2.0,,,,,,,0.0,0.0,0.0,0,3,3,0.42857142857142855,3,3,1.0
2020-10-28,BIK Karlskoga  - AIK,,,,11449,,allsvenskan,2020/21,AIK,BIK Karlskoga,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,lost,0,0,0,0.0,0.0,0.2,9,5,1.0,3.0,,,,,,,0.0,0.0,0.0,0,3,3,0.375,0,0,0.0
2020-10-30,AIK  - Kristianstads IK,,,,11449,,allsvenskan,2020/21,AIK,Kristianstads IK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,10,5,,,,,,,,,0.0,0.0,0.0,0,3,3,0.3333333333333333,3,3,0.75
2020-11-02,Västerviks IK  - AIK,,,,11449,,allsvenskan,2020/21,AIK,Västerviks IK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,11,6,,,,,,,,,0.0,0.0,1.0,0,3,3,0.3,0,0,0.0
2020-11-04,Kristianstads IK  - AIK,,,,11449,,allsvenskan,2020/21,AIK,Kristianstads IK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,12,7,,,,,,,,,0.0,0.0,0.0,0,3,3,0.2727272727272727,0,0,0.0
2020-11-08,AIK  - Mora IK,,,,11449,,allsvenskan,2020/21,AIK,Mora IK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,13,6,,,,,,,,,0.0,0.0,0.0,0,3,3,0.25,3,3,0.6
2020-11-13,AIK  - Tingsryds AIF,,,,11449,,allsvenskan,2020/21,AIK,Tingsryds AIF,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,14,7,,,,,,,,,0.0,0.0,0.0,0,3,3,0.23076923076923078,3,3,0.5
2020-11-18,Mora IK  - AIK,,,,11449,,allsvenskan,2020/21,AIK,Mora IK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,15,8,,,,,,,,,0.0,0.0,0.0,0,3,3,0.21428571428571427,0,0,0.0
2020-11-20,AIK  - HC Vita Hästen,,,,11449,,allsvenskan,2020/21,AIK,HC Vita Hästen,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,16,8,,,,,,,,,0.0,0.0,0.0,0,3,3,0.2,3,3,0.42857142857142855
2020-11-22,AIK  - MODO Hockey,,,,11449,,allsvenskan,2020/21,AIK,MODO Hockey,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,17,9,,,,,,,,,0.0,0.0,0.0,0,3,3,0.1875,3,3,0.375
2020-11-25,Västerås IK  - AIK,,,,11449,,allsvenskan,2020/21,AIK,Västerås IK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,18,9,,,,,,,,,0.0,0.0,0.0,0,3,3,0.17647058823529413,0,0,0.0
2020-11-27,AIK  - Södertälje SK,,,,11449,,allsvenskan,2020/21,AIK,Södertälje SK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,19,10,,,,,,,,,0.0,0.0,0.0,0,3,3,0.16666666666666666,3,3,0.3333333333333333
2020-12-05,BIK Karlskoga  - AIK,,,,11449,,allsvenskan,2020/21,AIK,BIK Karlskoga,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,20,10,,,,,,,,,0.0,0.0,0.0,0,3,3,0.15789473684210525,0,0,0.0
2020-12-09,MODO Hockey  - AIK,,,,11449,,allsvenskan,2020/21,AIK,MODO Hockey,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,21,11,,,,,,,,,0.0,0.0,0.0,0,3,3,0.15,0,0,0.0
2020-12-12,AIK  - Västerviks IK,,,,11449,,allsvenskan,2020/21,AIK,Västerviks IK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,22,11,,,,,,,,,0.0,0.0,1.0,0,3,3,0.14285714285714285,3,3,0.3
2020-12-16,AIK  - Almtuna IS,,,,11449,,allsvenskan,2020/21,AIK,Almtuna IS,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,23,12,,,,,,,,,0.0,0.0,0.0,0,3,3,0.13636363636363635,3,3,0.2727272727272727
2020-12-19,IF Björklöven  - AIK,,,,11449,,allsvenskan,2020/21,AIK,IF Björklöven,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,24,12,,,,,,,,,0.0,0.0,1.0,0,3,3,0.13043478260869565,0,0,0.0
2020-12-27,AIK  - Södertälje SK,,,,11449,,allsvenskan,2020/21,AIK,Södertälje SK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,25,13,,,,,,,,,0.0,0.0,0.0,0,3,3,0.125,3,3,0.25
2020-12-29,Västerviks IK  - AIK,,,,11449,,allsvenskan,2020/21,AIK,Västerviks IK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,26,13,,,,,,,,,0.0,0.0,1.0,0,3,3,0.12,0,0,0.0
2021-01-04,Kristianstads IK  - AIK,,,,11449,,allsvenskan,2020/21,AIK,Kristianstads IK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,27,14,,,,,,,,,0.0,0.0,0.0,0,3,3,0.11538461538461539,0,0,0.0
2021-01-06,Tingsryds AIF  - AIK,,,,11449,,allsvenskan,2020/21,AIK,Tingsryds AIF,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,28,15,,,,,,,,,0.0,0.0,0.0,0,3,3,0.1111111111111111,0,0,0.0
2021-01-09,AIK  - BIK Karlskoga,,,,11449,,allsvenskan,2020/21,AIK,BIK Karlskoga,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,29,14,,,,,,,,,0.0,0.0,0.0,0,3,3,0.10714285714285714,3,3,0.23076923076923078
2021-01-13,AIK  - Väsby IK HK,,,,11449,,allsvenskan,2020/21,AIK,Väsby IK HK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,30,15,,,,,,,,,0.5,0.0,0.5,0,3,3,0.10344827586206896,3,3,0.21428571428571427
2021-01-15,MODO Hockey  - AIK,,,,11449,,allsvenskan,2020/21,AIK,MODO Hockey,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,31,16,,,,,,,,,0.0,0.0,0.0,0,3,3,0.1,0,0,0.0
2021-01-20,AIK  - Mora IK,,,,11449,,allsvenskan,2020/21,AIK,Mora IK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,32,16,,,,,,,,,0.0,0.0,0.0,0,3,3,0.0967741935483871,3,3,0.2
2021-01-22,Mora IK  - AIK,,,,11449,,allsvenskan,2020/21,AIK,Mora IK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,33,17,,,,,,,,,0.0,0.0,0.0,0,3,3,0.09375,0,0,0.0
2021-01-24,HC Vita Hästen  - AIK,,,,11449,,allsvenskan,2020/21,AIK,HC Vita Hästen,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,34,18,,,,,,,,,0.0,0.0,0.0,0,3,3,0.09090909090909091,0,0,0.0
2021-01-27,AIK  - Almtuna IS,,,,11449,,allsvenskan,2020/21,AIK,Almtuna IS,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,35,17,,,,,,,,,0.0,0.0,0.0,0,3,3,0.08823529411764706,3,3,0.1875
2021-01-29,Södertälje SK  - AIK,,,,11449,,allsvenskan,2020/21,AIK,Södertälje SK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,36,19,,,,,,,,,0.0,0.0,0.0,0,3,3,0.08571428571428572,0,0,0.0
2021-01-31,AIK  - Västerås IK,,,,11449,,allsvenskan,2020/21,AIK,Västerås IK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,37,18,,,,,,,,,0.0,0.0,0.0,0,3,3,0.08333333333333333,3,3,0.17647058823529413
2021-02-03,AIK  - HC Vita Hästen,,,,11449,,allsvenskan,2020/21,AIK,HC Vita Hästen,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,38,19,,,,,,,,,0.0,0.0,0.0,0,3,3,0.08108108108108109,3,3,0.16666666666666666
2021-02-05,Västerås IK  - AIK,,,,11449,,allsvenskan,2020/21,AIK,Västerås IK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,39,20,,,,,,,,,0.0,0.0,0.0,0,3,3,0.07894736842105263,0,0,0.0
2021-02-07,AIK  - Västerås IK,,,,11449,,allsvenskan,2020/21,AIK,Västerås IK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,40,20,,,,,,,,,0.0,0.0,0.0,0,3,3,0.07692307692307693,3,3,0.15789473684210525
2021-02-12,AIK  - IF Björklöven,,,,11449,,allsvenskan,2020/21,AIK,IF Björklöven,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,41,21,,,,,,,,,0.0,0.0,1.0,0,3,3,0.075,3,3,0.15
2021-02-14,Timrå IK  - AIK,,,,11449,,allsvenskan,2020/21,AIK,Timrå IK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,42,21,,,,,,,,,0.0,0.0,0.0,0,3,3,0.07317073170731707,0,0,0.0
2021-02-17,AIK  - MODO Hockey,,,,11449,,allsvenskan,2020/21,AIK,MODO Hockey,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,43,22,,,,,,,,,0.0,0.0,0.0,0,3,3,0.07142857142857142,3,3,0.14285714285714285
2021-02-19,Almtuna IS  - AIK,,,,11449,,allsvenskan,2020/21,AIK,Almtuna IS,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,44,22,,,,,,,,,0.0,0.0,0.0,0,3,3,0.06976744186046512,0,0,0.0
2021-02-21,Väsby IK HK  - AIK,,,,11449,,allsvenskan,2020/21,AIK,Väsby IK HK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,45,23,,,,,,,,,0.5,0.0,0.5,0,3,3,0.06818181818181818,0,0,0.0
2021-02-24,AIK  - Timrå IK,,,,11449,,allsvenskan,2020/21,AIK,Timrå IK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,46,23,,,,,,,,,0.0,0.0,0.0,0,3,3,0.06666666666666667,3,3,0.13636363636363635
2021-02-27,AIK  - IF Björklöven,,,,11449,,allsvenskan,2020/21,AIK,IF Björklöven,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,47,24,,,,,,,,,0.0,0.0,1.0,0,3,3,0.06521739130434782,3,3,0.13043478260869565
2021-03-03,AIK  - Kristianstads IK,,,,11449,,allsvenskan,2020/21,AIK,Kristianstads IK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,48,25,,,,,,,,,0.0,0.0,0.0,0,3,3,0.06382978723404255,3,3,0.125
2021-03-06,Södertälje SK  - AIK,,,,11449,,allsvenskan,2020/21,AIK,Södertälje SK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,49,24,,,,,,,,,0.0,0.0,0.0,0,3,3,0.0625,0,0,0.0
2021-03-10,HC Vita Hästen  - AIK,,,,11449,,allsvenskan,2020/21,AIK,HC Vita Hästen,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,50,25,,,,,,,,,0.0,0.0,0.0,0,3,3,0.061224489795918366,0,0,0.0
2021-03-12,AIK  - BIK Karlskoga,,,,11449,,allsvenskan,2020/21,AIK,BIK Karlskoga,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,51,26,,,,,,,,,0.0,0.0,0.0,0,3,3,0.06,3,3,0.12
2021-03-14,Timrå IK  - AIK,,,,11449,,allsvenskan,2020/21,AIK,Timrå IK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,52,26,,,,,,,,,0.0,0.0,0.0,0,3,3,0.058823529411764705,0,0,0.0
2020-10-02,Almtuna IS  - Västerås IK,4 - 3,"1-2, 1-1, 2-0",49.0,11449,,allsvenskan,2020/21,Almtuna IS,Västerås IK,4.0,3.0,1-2, 1-1, 2-0,,,1.0,2.0,1.0,1.0,2.0,0.0,,,,,win,lost,draw,win,,,home,,,,,,1,0,0,0.0,0.0,0.0,1,1,0.0,0.0,4.0,0.0,,3.0,0.0,,0.0,0.0,0.0,3,3,0,,3,0,
2020-10-04,Tingsryds AIF  - Almtuna IS,5 - 4,"2-2, 1-1, 1-1, 1-0",50.0,11449,,allsvenskan,2020/21,Almtuna IS,Tingsryds AIF,4.0,5.0,2-2, 1-1, 1-1, 1-0,,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,,,draw,draw,draw,draw,lost,,away,win,,,,,0,1,0,1.0,0.0,0.0,2,1,4.0,3.0,8.0,4.0,4.0,8.0,3.0,3.0,0.0,0.0,0.0,1,4,3,3.0,1,0,
2020-10-05,Tingsryds AIF  - Almtuna IS,4 - 2,"0-1, 3-1, 1-0",50.0,11449,,allsvenskan,2020/21,Almtuna IS,Tingsryds AIF,2.0,4.0,0-1, 3-1, 1-0,,,1.0,0.0,1.0,3.0,0.0,1.0,,,,,lost,win,lost,lost,,,away,draw,win,,,,0,0,1,0.5,0.5,0.0,3,2,4.0,4.0,10.0,8.0,4.0,12.0,8.0,4.0,0.0,1.0,0.0,0,4,4,2.0,1,1,1.0
2020-10-07,Södertälje SK  - Almtuna IS,2 - 4,"1-1, 1-1, 0-2",50.0,11449,,allsvenskan,2020/21,Almtuna IS,Södertälje SK,4.0,2.0,1-1, 1-1, 0-2,,,1.0,1.0,1.0,1.0,2.0,0.0,,,,,win,draw,draw,win,,,away,lost,draw,win,,,1,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,4,3,3.3333333333333335,4.0,14.0,10.0,3.3333333333333335,14.0,12.0,4.0,0.0,0.0,0.0,3,7,4,1.3333333333333333,4,1,0.5
2020-10-10,MODO Hockey  - Almtuna IS,,,,11449,,allsvenskan,2020/21,Almtuna IS,MODO Hockey,,,,,,,,,,,,,,,,,,,,,,,,away,win,lost,draw,win,,0,0,0,0.5,0.25,0.25,5,4,3.5,3.5,,14.0,3.5,,14.0,3.5,0.0,0.0,0.0,0,7,7,1.75,4,4,1.3333333333333333
2020-10-14,Almtuna IS  - HC Vita Hästen,,,,11449,,allsvenskan,2020/21,Almtuna IS,HC Vita Hästen,,,,,,,,,,,,,,,,,,,,,,,,home,,win,lost,draw,win,0,0,0,0.4,0.2,0.2,6,2,3.5,3.5,,,,,,,0.0,0.0,0.0,0,7,7,1.4,3,3,3.0
2020-10-17,Västerås IK  - Almtuna IS,,,,11449,,allsvenskan,2020/21,Almtuna IS,Västerås IK,,,,,,,,,,,,,,,,,,,,,,,,away,,,win,lost,draw,0,0,0,0.2,0.2,0.2,7,5,3.3333333333333335,3.6666666666666665,,,,,,,1.0,0.0,0.0,0,7,7,1.1666666666666667,4,4,1.0
2020-10-20,Almtuna IS  - MODO Hockey,,,,11449,,allsvenskan,2020/21,Almtuna IS,MODO Hockey,,,,,,,,,,,,,,,,,,,,,,,,home,,,,win,lost,0,0,0,0.2,0.0,0.2,8,3,3.0,3.0,,,,,,,0.0,0.0,0.0,0,7,7,1.0,3,3,1.5
2020-10-23,Almtuna IS  - AIK,,,,11449,,allsvenskan,2020/21,Almtuna IS,AIK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,win,0,0,0,0.2,0.0,0.0,9,4,4.0,2.0,,,,,,,0.0,0.0,0.0,0,7,7,0.875,3,3,1.0
2020-10-30,Mora IK  - Almtuna IS,,,,11449,,allsvenskan,2020/21,Almtuna IS,Mora IK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,10,6,,,,,,,,,0.0,0.0,0.0,0,7,7,0.7777777777777778,4,4,0.8
2020-11-01,Timrå IK  - Almtuna IS,,,,11449,,allsvenskan,2020/21,Almtuna IS,Timrå IK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,11,7,,,,,,,,,0.0,0.0,0.0,0,7,7,0.7,4,4,0.6666666666666666
2020-11-04,Almtuna IS  - BIK Karlskoga,,,,11449,,allsvenskan,2020/21,Almtuna IS,BIK Karlskoga,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,12,5,,,,,,,,,0.0,0.0,0.0,0,7,7,0.6363636363636364,3,3,0.75
2020-11-11,Almtuna IS  - Timrå IK,,,,11449,,allsvenskan,2020/21,Almtuna IS,Timrå IK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,13,6,,,,,,,,,0.0,0.0,0.0,0,7,7,0.5833333333333334,3,3,0.6
2020-11-14,HC Vita Hästen  - Almtuna IS,,,,11449,,allsvenskan,2020/21,Almtuna IS,HC Vita Hästen,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,14,8,,,,,,,,,0.0,0.0,0.0,0,7,7,0.5384615384615384,4,4,0.5714285714285714
2020-11-18,Almtuna IS  - Västerås IK,,,,11449,,allsvenskan,2020/21,Almtuna IS,Västerås IK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,15,7,,,,,,,,,1.0,0.0,0.0,0,7,7,0.5,3,3,0.5
2020-11-19,Almtuna IS  - Tingsryds AIF,,,,11449,,allsvenskan,2020/21,Almtuna IS,Tingsryds AIF,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,16,8,,,,,,,,,0.0,0.5,0.5,0,7,7,0.4666666666666667,3,3,0.42857142857142855
2020-11-25,Kristianstads IK  - Almtuna IS,,,,11449,,allsvenskan,2020/21,Almtuna IS,Kristianstads IK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,17,9,,,,,,,,,0.0,0.0,0.0,0,7,7,0.4375,4,4,0.5
2020-11-27,Almtuna IS  - Västerviks IK,,,,11449,,allsvenskan,2020/21,Almtuna IS,Västerviks IK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,18,9,,,,,,,,,0.0,0.0,0.0,0,7,7,0.4117647058823529,3,3,0.375
2020-11-29,Almtuna IS  - BIK Karlskoga,,,,11449,,allsvenskan,2020/21,Almtuna IS,BIK Karlskoga,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,19,10,,,,,,,,,0.0,0.0,0.0,0,7,7,0.3888888888888889,3,3,0.3333333333333333
2020-12-02,HC Vita Hästen  - Almtuna IS,,,,11449,,allsvenskan,2020/21,Almtuna IS,HC Vita Hästen,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,20,10,,,,,,,,,0.0,0.0,0.0,0,7,7,0.3684210526315789,4,4,0.4444444444444444
2020-12-04,Almtuna IS  - HC Vita Hästen,,,,11449,,allsvenskan,2020/21,Almtuna IS,HC Vita Hästen,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,21,11,,,,,,,,,0.0,0.0,0.0,0,7,7,0.35,3,3,0.3
2020-12-06,Almtuna IS  - IF Björklöven,,,,11449,,allsvenskan,2020/21,Almtuna IS,IF Björklöven,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,22,12,,,,,,,,,0.0,0.0,0.0,0,7,7,0.3333333333333333,3,3,0.2727272727272727
2020-12-09,Västerviks IK  - Almtuna IS,,,,11449,,allsvenskan,2020/21,Almtuna IS,Västerviks IK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,23,11,,,,,,,,,0.0,0.0,0.0,0,7,7,0.3181818181818182,4,4,0.4
2020-12-12,IF Björklöven  - Almtuna IS,,,,11449,,allsvenskan,2020/21,Almtuna IS,IF Björklöven,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,24,12,,,,,,,,,0.0,0.0,0.0,0,7,7,0.30434782608695654,4,4,0.36363636363636365
2020-12-16,AIK  - Almtuna IS,,,,11449,,allsvenskan,2020/21,Almtuna IS,AIK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,25,13,,,,,,,,,0.0,0.0,0.0,0,7,7,0.2916666666666667,4,4,0.3333333333333333
2020-12-18,Almtuna IS  - Timrå IK,,,,11449,,allsvenskan,2020/21,Almtuna IS,Timrå IK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,26,13,,,,,,,,,0.0,0.0,0.0,0,7,7,0.28,3,3,0.25
2020-12-27,Almtuna IS  - Väsby IK HK,,,,11449,,allsvenskan,2020/21,Almtuna IS,Väsby IK HK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,27,14,,,,,,,,,0.0,0.0,0.0,0,7,7,0.2692307692307692,3,3,0.23076923076923078
2020-12-29,IF Björklöven  - Almtuna IS,,,,11449,,allsvenskan,2020/21,Almtuna IS,IF Björklöven,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,28,14,,,,,,,,,0.0,0.0,0.0,0,7,7,0.25925925925925924,4,4,0.3076923076923077
2021-01-06,Almtuna IS  - IF Björklöven,,,,11449,,allsvenskan,2020/21,Almtuna IS,IF Björklöven,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,29,15,,,,,,,,,0.0,0.0,0.0,0,7,7,0.25,3,3,0.21428571428571427
2021-01-08,Västerås IK  - Almtuna IS,,,,11449,,allsvenskan,2020/21,Almtuna IS,Västerås IK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,30,15,,,,,,,,,1.0,0.0,0.0,0,7,7,0.2413793103448276,4,4,0.2857142857142857
2021-01-09,Almtuna IS  - Södertälje SK,,,,11449,,allsvenskan,2020/21,Almtuna IS,Södertälje SK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,31,16,,,,,,,,,1.0,0.0,0.0,0,7,7,0.23333333333333334,3,3,0.2
2021-01-13,Almtuna IS  - Kristianstads IK,,,,11449,,allsvenskan,2020/21,Almtuna IS,Kristianstads IK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,32,17,,,,,,,,,0.0,0.0,0.0,0,7,7,0.22580645161290322,3,3,0.1875
2021-01-15,Kristianstads IK  - Almtuna IS,,,,11449,,allsvenskan,2020/21,Almtuna IS,Kristianstads IK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,33,16,,,,,,,,,0.0,0.0,0.0,0,7,7,0.21875,4,4,0.26666666666666666
