date,game,score,periodscore,spectators,schedule_id,game_id,league,season,team,opponent,score_team,score_opponent,p1score,p2score,p3score,p4score,p5score,p1score_team,p1score_opponent,p2score_team,p2score_opponent,p3score_team,p3score_opponent,p4score_team,p4score_opponent,p5score_team,p5score_opponent,result,result_p1,result_p2,result_p3,result_p4,result_p5,h_a,result_L1,result_L2,result_L3,result_L4,result_L5,win,draw,lost,win_R5,draw_R5,lost_R5,matchday,matchday_h_a,scored_avg_R5,conceded_avg_R5,scored_cum,scored_cum_prev,scored_cum_prev_avg,conceded_cum,conceded_cum_prev,conceded_cum_prev_avg,H2H_W,H2H_D,H2H_L,points,points_cum,points_cum_prev,points_cum_prev_avg,points_cum_h_a,points_cum_h_a_prev,points_cum_h_a_prev_avg
2020-11-20,Timrå IK  - Kristianstads IK,,,,11449,,allsvenskan,2020/21,Timrå IK,Kristianstads IK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,16,9,,,,,,,,,0.0,0.0,0.0,0,3,3,0.2,3,3,0.375
2020-11-27,Timrå IK  - Väsby IK HK,,,,11449,,allsvenskan,2020/21,Timrå IK,Väsby IK HK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,17,10,,,,,,,,,0.0,0.0,0.0,0,3,3,0.1875,3,3,0.3333333333333333
2020-12-03,Väsby IK HK  - Timrå IK,,,,11449,,allsvenskan,2020/21,Timrå IK,Väsby IK HK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,18,8,,,,,,,,,0.0,0.0,0.0,0,3,3,0.17647058823529413,0,0,0.0
2020-12-05,Mora IK  - Timrå IK,,,,11449,,allsvenskan,2020/21,Timrå IK,Mora IK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,19,9,,,,,,,,,0.0,0.0,0.0,0,3,3,0.16666666666666666,0,0,0.0
2020-12-09,Timrå IK  - BIK Karlskoga,,,,11449,,allsvenskan,2020/21,Timrå IK,BIK Karlskoga,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,20,11,,,,,,,,,1.0,0.0,0.0,0,3,3,0.15789473684210525,3,3,0.3
2020-12-11,MODO Hockey  - Timrå IK,,,,11449,,allsvenskan,2020/21,Timrå IK,MODO Hockey,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,21,10,,,,,,,,,0.0,0.0,0.0,0,3,3,0.15,0,0,0.0
2020-12-13,Timrå IK  - Södertälje SK,,,,11449,,allsvenskan,2020/21,Timrå IK,Södertälje SK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,22,12,,,,,,,,,0.0,0.0,0.0,0,3,3,0.14285714285714285,3,3,0.2727272727272727
2020-12-16,Timrå IK  - HC Vita Hästen,,,,11449,,allsvenskan,2020/21,Timrå IK,HC Vita Hästen,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,23,13,,,,,,,,,0.0,0.0,0.0,0,3,3,0.13636363636363635,3,3,0.25
2020-12-18,Almtuna IS  - Timrå IK,,,,11449,,allsvenskan,2020/21,Timrå IK,Almtuna IS,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,24,11,,,,,,,,,0.0,0.0,0.0,0,3,3,0.13043478260869565,0,0,0.0
2020-12-27,Timrå IK  - IF Björklöven,,,,11449,,allsvenskan,2020/21,Timrå IK,IF Björklöven,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,25,14,,,,,,,,,0.0,0.0,1.0,0,3,3,0.125,3,3,0.23076923076923078
2020-12-29,BIK Karlskoga  - Timrå IK,,,,11449,,allsvenskan,2020/21,Timrå IK,BIK Karlskoga,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,26,12,,,,,,,,,1.0,0.0,0.0,0,3,3,0.12,0,0,0.0
2021-01-03,MODO Hockey  - Timrå IK,,,,11449,,allsvenskan,2020/21,Timrå IK,MODO Hockey,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,27,13,,,,,,,,,0.0,0.0,0.0,0,3,3,0.11538461538461539,0,0,0.0
2021-01-04,Timrå IK  - MODO Hockey,,,,11449,,allsvenskan,2020/21,Timrå IK,MODO Hockey,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,28,15,,,,,,,,,0.0,0.0,0.0,0,3,3,0.1111111111111111,3,3,0.21428571428571427
2021-01-06,Timrå IK  - Mora IK,,,,11449,,allsvenskan,2020/21,Timrå IK,Mora IK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,29,16,,,,,,,,,0.0,0.0,0.0,0,3,3,0.10714285714285714,3,3,0.2
2021-01-09,Kristianstads IK  - Timrå IK,,,,11449,,allsvenskan,2020/21,Timrå IK,Kristianstads IK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,30,14,,,,,,,,,0.0,0.0,0.0,0,3,3,0.10344827586206896,0,0,0.0
2021-01-13,Timrå IK  - Västerås IK,,,,11449,,allsvenskan,2020/21,Timrå IK,Västerås IK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,31,17,,,,,,,,,0.0,0.0,0.0,0,3,3,0.1,3,3,0.1875
2021-01-15,Timrå IK  - Västerviks IK,,,,11449,,allsvenskan,2020/21,Timrå IK,Västerviks IK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,32,18,,,,,,,,,0.0,0.0,0.0,0,3,3,0.0967741935483871,3,3,0.17647058823529413
2021-01-20,Kristianstads IK  - Timrå IK,,,,11449,,allsvenskan,2020/21,Timrå IK,Kristianstads IK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,33,15,,,,,,,,,0.0,0.0,0.0,0,3,3,0.09375,0,0,0.0
2021-01-22,Tingsryds AIF  - Timrå IK,,,,11449,,allsvenskan,2020/21,Timrå IK,Tingsryds AIF,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,34,16,,,,,,,,,0.0,0.0,0.0,0,3,3,0.09090909090909091,0,0,0.0
2021-01-24,Mora IK  - Timrå IK,,,,11449,,allsvenskan,2020/21,Timrå IK,Mora IK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,35,17,,,,,,,,,0.0,0.0,0.0,0,3,3,0.08823529411764706,0,0,0.0
2021-01-29,Timrå IK  - Tingsryds AIF,,,,11449,,allsvenskan,2020/21,Timrå IK,Tingsryds AIF,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,36,19,,,,,,,,,0.0,0.0,0.0,0,3,3,0.08571428571428572,3,3,0.16666666666666666
2021-02-03,Väsby IK HK  - Timrå IK,,,,11449,,allsvenskan,2020/21,Timrå IK,Väsby IK HK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,37,18,,,,,,,,,0.0,0.0,0.0,0,3,3,0.08333333333333333,0,0,0.0
2021-02-05,IF Björklöven  - Timrå IK,,,,11449,,allsvenskan,2020/21,Timrå IK,IF Björklöven,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,38,19,,,,,,,,,0.0,0.0,1.0,0,3,3,0.08108108108108109,0,0,0.0
2021-02-06,IF Björklöven  - Timrå IK,,,,11449,,allsvenskan,2020/21,Timrå IK,IF Björklöven,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,39,20,,,,,,,,,0.0,0.0,1.0,0,3,3,0.07894736842105263,0,0,0.0
2021-02-10,Timrå IK  - HC Vita Hästen,,,,11449,,allsvenskan,2020/21,Timrå IK,HC Vita Hästen,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,40,20,,,,,,,,,0.0,0.0,0.0,0,3,3,0.07692307692307693,3,3,0.15789473684210525
2021-02-14,Timrå IK  - AIK,,,,11449,,allsvenskan,2020/21,Timrå IK,AIK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,41,21,,,,,,,,,0.0,0.0,0.0,0,3,3,0.075,3,3,0.15
2021-02-16,Timrå IK  - Almtuna IS,,,,11449,,allsvenskan,2020/21,Timrå IK,Almtuna IS,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,42,22,,,,,,,,,0.0,0.0,0.0,0,3,3,0.07317073170731707,3,3,0.14285714285714285
2021-02-19,HC Vita Hästen  - Timrå IK,,,,11449,,allsvenskan,2020/21,Timrå IK,HC Vita Hästen,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,43,21,,,,,,,,,0.0,0.0,0.0,0,3,3,0.07142857142857142,0,0,0.0
2021-02-21,Timrå IK  - Västerviks IK,,,,11449,,allsvenskan,2020/21,Timrå IK,Västerviks IK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,44,23,,,,,,,,,0.0,0.0,0.0,0,3,3,0.06976744186046512,3,3,0.13636363636363635
2021-02-24,AIK  - Timrå IK,,,,11449,,allsvenskan,2020/21,Timrå IK,AIK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,45,22,,,,,,,,,0.0,0.0,0.0,0,3,3,0.06818181818181818,0,0,0.0
2021-02-28,Södertälje SK  - Timrå IK,,,,11449,,allsvenskan,2020/21,Timrå IK,Södertälje SK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,46,23,,,,,,,,,0.0,0.0,0.0,0,3,3,0.06666666666666667,0,0,0.0
2021-03-02,Västerviks IK  - Timrå IK,,,,11449,,allsvenskan,2020/21,Timrå IK,Västerviks IK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,47,24,,,,,,,,,0.0,0.0,0.0,0,3,3,0.06521739130434782,0,0,0.0
2021-03-05,Timrå IK  - Tingsryds AIF,,,,11449,,allsvenskan,2020/21,Timrå IK,Tingsryds AIF,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,48,24,,,,,,,,,0.0,0.0,0.0,0,3,3,0.06382978723404255,3,3,0.13043478260869565
2021-03-07,Västerås IK  - Timrå IK,,,,11449,,allsvenskan,2020/21,Timrå IK,Västerås IK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,49,25,,,,,,,,,0.0,0.0,0.0,0,3,3,0.0625,0,0,0.0
2021-03-10,Timrå IK  - MODO Hockey,,,,11449,,allsvenskan,2020/21,Timrå IK,MODO Hockey,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,50,25,,,,,,,,,0.0,0.0,0.0,0,3,3,0.061224489795918366,3,3,0.125
2021-03-12,Västerviks IK  - Timrå IK,,,,11449,,allsvenskan,2020/21,Timrå IK,Västerviks IK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,51,26,,,,,,,,,0.0,0.0,0.0,0,3,3,0.06,0,0,0.0
2021-03-14,Timrå IK  - AIK,,,,11449,,allsvenskan,2020/21,Timrå IK,AIK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,52,26,,,,,,,,,0.0,0.0,0.0,0,3,3,0.058823529411764705,3,3,0.12
2020-10-04,Tingsryds AIF  - Almtuna IS,5 - 4,"2-2, 1-1, 1-1, 1-0",50.0,11449,,allsvenskan,2020/21,Tingsryds AIF,Almtuna IS,5.0,4.0,2-2, 1-1, 1-1, 1-0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,,,draw,draw,draw,draw,win,,home,,,,,,0,1,0,0.0,0.0,0.0,1,1,0.0,0.0,5.0,0.0,,4.0,0.0,,0.0,0.0,0.0,2,2,0,,2,0,
2020-10-05,Tingsryds AIF  - Almtuna IS,4 - 2,"0-1, 3-1, 1-0",50.0,11449,,allsvenskan,2020/21,Tingsryds AIF,Almtuna IS,4.0,2.0,0-1, 3-1, 1-0,,,0.0,1.0,3.0,1.0,1.0,0.0,,,,,win,lost,win,win,,,home,draw,,,,,1,0,0,0.0,1.0,0.0,2,2,5.0,4.0,9.0,5.0,5.0,6.0,4.0,4.0,0.0,1.0,0.0,3,5,2,2.0,5,2,2.0
2020-10-09,Västerås IK  - Tingsryds AIF,4 - 2,"1-0, 2-1, 1-1",50.0,11449,,allsvenskan,2020/21,Tingsryds AIF,Västerås IK,2.0,4.0,1-0, 2-1, 1-1,,,0.0,1.0,1.0,2.0,1.0,1.0,,,,,lost,lost,lost,draw,,,away,win,draw,,,,0,0,1,0.5,0.5,0.0,3,1,4.5,3.0,11.0,9.0,4.5,10.0,6.0,3.0,0.0,0.0,0.0,0,5,5,2.5,0,0,
2020-10-11,Tingsryds AIF  - AIK,,,,11449,,allsvenskan,2020/21,Tingsryds AIF,AIK,,,,,,,,,,,,,,,,,,,,,,,,home,lost,win,draw,,,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,4,3,3.6666666666666665,3.3333333333333335,,11.0,3.6666666666666665,,10.0,3.3333333333333335,0.0,0.0,0.0,0,5,5,1.6666666666666667,5,5,2.5
2020-10-14,Tingsryds AIF  - Timrå IK,,,,11449,,allsvenskan,2020/21,Tingsryds AIF,Timrå IK,,,,,,,,,,,,,,,,,,,,,,,,home,,lost,win,draw,,0,0,0,0.25,0.25,0.25,5,4,3.6666666666666665,3.3333333333333335,,,,,,,0.0,0.0,0.0,0,5,5,1.25,5,5,1.6666666666666667
2020-10-16,Mora IK  - Tingsryds AIF,,,,11449,,allsvenskan,2020/21,Tingsryds AIF,Mora IK,,,,,,,,,,,,,,,,,,,,,,,,away,,,lost,win,draw,0,0,0,0.2,0.2,0.2,6,2,3.6666666666666665,3.3333333333333335,,,,,,,0.0,0.0,0.0,0,5,5,1.0,0,0,0.0
2020-10-18,Södertälje SK  - Tingsryds AIF,,,,11449,,allsvenskan,2020/21,Tingsryds AIF,Södertälje SK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,lost,win,0,0,0,0.2,0.0,0.2,7,3,3.0,3.0,,,,,,,0.0,0.0,0.0,0,5,5,0.8333333333333334,0,0,0.0
2020-10-21,AIK  - Tingsryds AIF,,,,11449,,allsvenskan,2020/21,Tingsryds AIF,AIK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,lost,0,0,0,0.0,0.0,0.2,8,4,2.0,4.0,,,,,,,0.0,0.0,0.0,0,5,5,0.7142857142857143,0,0,0.0
2020-10-23,Tingsryds AIF  - Väsby IK HK,,,,11449,,allsvenskan,2020/21,Tingsryds AIF,Väsby IK HK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,9,5,,,,,,,,,0.0,0.0,0.0,0,5,5,0.625,5,5,1.25
2020-10-25,Tingsryds AIF  - Västerviks IK,,,,11449,,allsvenskan,2020/21,Tingsryds AIF,Västerviks IK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,10,6,,,,,,,,,0.0,0.0,0.0,0,5,5,0.5555555555555556,5,5,1.0
2020-10-30,Tingsryds AIF  - BIK Karlskoga,,,,11449,,allsvenskan,2020/21,Tingsryds AIF,BIK Karlskoga,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,11,7,,,,,,,,,0.0,0.0,0.0,0,5,5,0.5,5,5,0.8333333333333334
2020-11-04,Tingsryds AIF  - Västerås IK,,,,11449,,allsvenskan,2020/21,Tingsryds AIF,Västerås IK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,12,8,,,,,,,,,0.0,0.0,1.0,0,5,5,0.45454545454545453,5,5,0.7142857142857143
2020-11-08,IF Björklöven  - Tingsryds AIF,,,,11449,,allsvenskan,2020/21,Tingsryds AIF,IF Björklöven,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,13,5,,,,,,,,,0.0,0.0,0.0,0,5,5,0.4166666666666667,0,0,0.0
2020-11-11,Tingsryds AIF  - HC Vita Hästen,,,,11449,,allsvenskan,2020/21,Tingsryds AIF,HC Vita Hästen,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,14,9,,,,,,,,,0.0,0.0,0.0,0,5,5,0.38461538461538464,5,5,0.625
2020-11-13,AIK  - Tingsryds AIF,,,,11449,,allsvenskan,2020/21,Tingsryds AIF,AIK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,15,6,,,,,,,,,0.0,0.0,0.0,0,5,5,0.35714285714285715,0,0,0.0
2020-11-18,BIK Karlskoga  - Tingsryds AIF,,,,11449,,allsvenskan,2020/21,Tingsryds AIF,BIK Karlskoga,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,16,7,,,,,,,,,0.0,0.0,0.0,0,5,5,0.3333333333333333,0,0,0.0
2020-11-19,Almtuna IS  - Tingsryds AIF,,,,11449,,allsvenskan,2020/21,Tingsryds AIF,Almtuna IS,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,17,8,,,,,,,,,0.5,0.5,0.0,0,5,5,0.3125,0,0,0.0
2020-11-25,HC Vita Hästen  - Tingsryds AIF,,,,11449,,allsvenskan,2020/21,Tingsryds AIF,HC Vita Hästen,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,18,9,,,,,,,,,0.0,0.0,0.0,0,5,5,0.29411764705882354,0,0,0.0
2020-11-29,Västerviks IK  - Tingsryds AIF,,,,11449,,allsvenskan,2020/21,Tingsryds AIF,Västerviks IK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,19,10,,,,,,,,,0.0,0.0,0.0,0,5,5,0.2777777777777778,0,0,0.0
2020-12-02,Tingsryds AIF  - IF Björklöven,,,,11449,,allsvenskan,2020/21,Tingsryds AIF,IF Björklöven,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,20,10,,,,,,,,,0.0,0.0,0.0,0,5,5,0.2631578947368421,5,5,0.5555555555555556
2020-12-05,Väsby IK HK  - Tingsryds AIF,,,,11449,,allsvenskan,2020/21,Tingsryds AIF,Väsby IK HK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,21,11,,,,,,,,,0.0,0.0,0.0,0,5,5,0.25,0,0,0.0
2020-12-09,Tingsryds AIF  - Mora IK,,,,11449,,allsvenskan,2020/21,Tingsryds AIF,Mora IK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,22,11,,,,,,,,,0.0,0.0,0.0,0,5,5,0.23809523809523808,5,5,0.5
2020-12-11,BIK Karlskoga  - Tingsryds AIF,,,,11449,,allsvenskan,2020/21,Tingsryds AIF,BIK Karlskoga,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,23,12,,,,,,,,,0.0,0.0,0.0,0,5,5,0.22727272727272727,0,0,0.0
2020-12-16,Västerviks IK  - Tingsryds AIF,,,,11449,,allsvenskan,2020/21,Tingsryds AIF,Västerviks IK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,24,13,,,,,,,,,0.0,0.0,0.0,0,5,5,0.21739130434782608,0,0,0.0
2020-12-18,Tingsryds AIF  - MODO Hockey,,,,11449,,allsvenskan,2020/21,Tingsryds AIF,MODO Hockey,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,25,12,,,,,,,,,0.0,0.0,0.0,0,5,5,0.20833333333333334,5,5,0.45454545454545453
2020-12-27,Kristianstads IK  - Tingsryds AIF,,,,11449,,allsvenskan,2020/21,Tingsryds AIF,Kristianstads IK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,26,14,,,,,,,,,0.0,0.0,0.0,0,5,5,0.2,0,0,0.0
2020-12-29,Tingsryds AIF  - MODO Hockey,,,,11449,,allsvenskan,2020/21,Tingsryds AIF,MODO Hockey,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,27,13,,,,,,,,,0.0,0.0,0.0,0,5,5,0.19230769230769232,5,5,0.4166666666666667
2021-01-06,Tingsryds AIF  - AIK,,,,11449,,allsvenskan,2020/21,Tingsryds AIF,AIK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,28,14,,,,,,,,,0.0,0.0,0.0,0,5,5,0.18518518518518517,5,5,0.38461538461538464
2021-01-08,HC Vita Hästen  - Tingsryds AIF,,,,11449,,allsvenskan,2020/21,Tingsryds AIF,HC Vita Hästen,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,29,15,,,,,,,,,0.0,0.0,0.0,0,5,5,0.17857142857142858,0,0,0.0
2021-01-10,Tingsryds AIF  - Västerås IK,,,,11449,,allsvenskan,2020/21,Tingsryds AIF,Västerås IK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,30,15,,,,,,,,,0.0,0.0,1.0,0,5,5,0.1724137931034483,5,5,0.35714285714285715
2021-01-13,Tingsryds AIF  - Södertälje SK,,,,11449,,allsvenskan,2020/21,Tingsryds AIF,Södertälje SK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,31,16,,,,,,,,,0.0,0.0,0.0,0,5,5,0.16666666666666666,5,5,0.3333333333333333
2021-01-16,Mora IK  - Tingsryds AIF,,,,11449,,allsvenskan,2020/21,Tingsryds AIF,Mora IK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,32,16,,,,,,,,,0.0,0.0,0.0,0,5,5,0.16129032258064516,0,0,0.0
2021-01-17,Almtuna IS  - Tingsryds AIF,,,,11449,,allsvenskan,2020/21,Tingsryds AIF,Almtuna IS,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,33,17,,,,,,,,,0.5,0.5,0.0,0,5,5,0.15625,0,0,0.0
2021-01-20,Tingsryds AIF  - HC Vita Hästen,,,,11449,,allsvenskan,2020/21,Tingsryds AIF,HC Vita Hästen,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,34,17,,,,,,,,,0.0,0.0,0.0,0,5,5,0.15151515151515152,5,5,0.3125
2021-01-22,Tingsryds AIF  - Timrå IK,,,,11449,,allsvenskan,2020/21,Tingsryds AIF,Timrå IK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,35,18,,,,,,,,,0.0,0.0,0.0,0,5,5,0.14705882352941177,5,5,0.29411764705882354
2021-01-29,Timrå IK  - Tingsryds AIF,,,,11449,,allsvenskan,2020/21,Tingsryds AIF,Timrå IK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,36,18,,,,,,,,,0.0,0.0,0.0,0,5,5,0.14285714285714285,0,0,0.0
2021-01-31,MODO Hockey  - Tingsryds AIF,,,,11449,,allsvenskan,2020/21,Tingsryds AIF,MODO Hockey,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,37,19,,,,,,,,,0.0,0.0,0.0,0,5,5,0.1388888888888889,0,0,0.0
2021-02-03,Tingsryds AIF  - Södertälje SK,,,,11449,,allsvenskan,2020/21,Tingsryds AIF,Södertälje SK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,38,19,,,,,,,,,0.0,0.0,0.0,0,5,5,0.13513513513513514,5,5,0.2777777777777778
2021-02-05,Kristianstads IK  - Tingsryds AIF,,,,11449,,allsvenskan,2020/21,Tingsryds AIF,Kristianstads IK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,39,20,,,,,,,,,0.0,0.0,0.0,0,5,5,0.13157894736842105,0,0,0.0
2021-02-06,Tingsryds AIF  - Kristianstads IK,,,,11449,,allsvenskan,2020/21,Tingsryds AIF,Kristianstads IK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,40,20,,,,,,,,,0.0,0.0,0.0,0,5,5,0.1282051282051282,5,5,0.2631578947368421
2021-02-10,Tingsryds AIF  - IF Björklöven,,,,11449,,allsvenskan,2020/21,Tingsryds AIF,IF Björklöven,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,41,21,,,,,,,,,0.0,0.0,0.0,0,5,5,0.125,5,5,0.25
2021-02-12,Väsby IK HK  - Tingsryds AIF,,,,11449,,allsvenskan,2020/21,Tingsryds AIF,Väsby IK HK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,42,21,,,,,,,,,0.0,0.0,0.0,0,5,5,0.12195121951219512,0,0,0.0
2021-02-14,IF Björklöven  - Tingsryds AIF,,,,11449,,allsvenskan,2020/21,Tingsryds AIF,IF Björklöven,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,43,22,,,,,,,,,0.0,0.0,0.0,0,5,5,0.11904761904761904,0,0,0.0
2021-02-20,Tingsryds AIF  - Mora IK,,,,11449,,allsvenskan,2020/21,Tingsryds AIF,Mora IK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,44,22,,,,,,,,,0.0,0.0,0.0,0,5,5,0.11627906976744186,5,5,0.23809523809523808
2021-02-24,Södertälje SK  - Tingsryds AIF,,,,11449,,allsvenskan,2020/21,Tingsryds AIF,Södertälje SK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,45,23,,,,,,,,,0.0,0.0,0.0,0,5,5,0.11363636363636363,0,0,0.0
2021-02-26,Tingsryds AIF  - Kristianstads IK,,,,11449,,allsvenskan,2020/21,Tingsryds AIF,Kristianstads IK,,,,,,,,,,,,,,,,,,,,,,,,home,,,,,,0,0,0,0.0,0.0,0.0,46,23,,,,,,,,,0.0,0.0,0.0,0,5,5,0.1111111111111111,5,5,0.22727272727272727
2021-03-03,Västerås IK  - Tingsryds AIF,,,,11449,,allsvenskan,2020/21,Tingsryds AIF,Västerås IK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,47,24,,,,,,,,,0.0,0.0,1.0,0,5,5,0.10869565217391304,0,0,0.0
2021-03-05,Timrå IK  - Tingsryds AIF,,,,11449,,allsvenskan,2020/21,Tingsryds AIF,Timrå IK,,,,,,,,,,,,,,,,,,,,,,,,away,,,,,,0,0,0,0.0,0.0,0.0,48,25,,,,,,,,,0.0,0.0,0.0,0,5,5,0.10638297872340426,0,0,0.0
