date,game,score,periodscore,spectators,schedule_id,game_id,league,season,home,away,score_home,score_away,p1score,p2score,p3score,p4score,p5score,p1score_home,p1score_away,p2score_home,p2score_away,p3score_home,p3score_away,p4score_home,p4score_away,p5score_home,p5score_away,result,result_p1,result_p2,result_p3,result_p4,result_p5
2019-10-31,Skellefteå AIK  - Djurgårdens IF,4 - 0,"3-0, 1-0, 0-0",4559,10371,441906,shl,2019/20,Skellefteå AIK,Djurgårdens IF,4,0,3-0, 1-0, 0-0,,,3,0,1,0,0,0,,,,,home,home,home,draw,,
2019-11-02,Brynäs IF  - Frölunda HC,3 - 1,"1-0, 0-0, 2-1",6154,10371,441908,shl,2019/20,Brynäs IF,Frölunda HC,3,1,1-0, 0-0, 2-1,,,1,0,0,0,2,1,,,,,home,home,draw,home,,
2019-11-02,HV 71  - IK Oskarshamn,7 - 1,"6-0, 1-0, 0-1",6896,10371,441910,shl,2019/20,HV 71,IK Oskarshamn,7,1,6-0, 1-0, 0-1,,,6,0,1,0,0,1,,,,,home,home,home,away,,
2019-11-02,IF Malmö Redhawks  - Leksands IF,1 - 4,"0-0, 1-1, 0-3",8261,10371,441911,shl,2019/20,IF Malmö Redhawks,Leksands IF,1,4,0-0, 1-1, 0-3,,,0,0,1,1,0,3,,,,,away,draw,draw,away,,
2019-11-02,Rögle BK  - Linköping HC,2 - 3,"1-1, 1-1, 0-0, 0-1",4814,10371,441913,shl,2019/20,Rögle BK,Linköping HC,2,3,1-1, 1-1, 0-0, 0-1,,1,1,1,1,0,0,0.0,1.0,,,draw,draw,draw,draw,away,
2019-11-02,Skellefteå AIK  - Örebro HK,1 - 2,"0-1, 1-0, 0-1",4345,10371,441857,shl,2019/20,Skellefteå AIK,Örebro HK,1,2,0-1, 1-0, 0-1,,,0,1,1,0,0,1,,,,,away,away,home,away,,
2019-11-02,Färjestad BK  - Djurgårdens IF,4 - 1,"1-0, 2-0, 1-1",8250,10371,441909,shl,2019/20,Färjestad BK,Djurgårdens IF,4,1,1-0, 2-0, 1-1,,,1,0,2,0,1,1,,,,,home,home,home,draw,,
2019-11-02,Växjö Lakers HC  - Luleå HF,3 - 1,"0-0, 2-1, 1-0",4372,10371,441914,shl,2019/20,Växjö Lakers HC,Luleå HF,3,1,0-0, 2-1, 1-0,,,0,0,2,1,1,0,,,,,home,draw,home,home,,
2019-11-14,Djurgårdens IF  - Luleå HF,1 - 3,"1-0, 0-0, 0-3",7442,10371,441915,shl,2019/20,Djurgårdens IF,Luleå HF,1,3,1-0, 0-0, 0-3,,,1,0,0,0,0,3,,,,,away,home,draw,away,,
2019-11-14,Färjestad BK  - Brynäs IF,2 - 1,"0-0, 1-1, 1-0",8073,10371,441916,shl,2019/20,Färjestad BK,Brynäs IF,2,1,0-0, 1-1, 1-0,,,0,0,1,1,1,0,,,,,home,draw,draw,home,,
2019-11-14,Frölunda HC  - Örebro HK,4 - 1,"1-1, 2-0, 1-0",10026,10371,441917,shl,2019/20,Frölunda HC,Örebro HK,4,1,1-1, 2-0, 1-0,,,1,1,2,0,1,0,,,,,home,draw,home,home,,
2019-11-14,HV 71  - Rögle BK,5 - 0,"2-0, 1-0, 2-0",6380,10371,441918,shl,2019/20,HV 71,Rögle BK,5,0,2-0, 1-0, 2-0,,,2,0,1,0,2,0,,,,,home,home,home,home,,
2019-11-14,Linköping HC  - Leksands IF,4 - 1,"0-1, 4-0, 0-0",7423,10371,441919,shl,2019/20,Linköping HC,Leksands IF,4,1,0-1, 4-0, 0-0,,,0,1,4,0,0,0,,,,,home,away,home,draw,,
2019-11-14,Skellefteå AIK  - Växjö Lakers HC,1 - 4,"0-2, 1-0, 0-2",4131,10371,441921,shl,2019/20,Skellefteå AIK,Växjö Lakers HC,1,4,0-2, 1-0, 0-2,,,0,2,1,0,0,2,,,,,away,away,home,away,,
2019-11-14,IF Malmö Redhawks  - IK Oskarshamn,4 - 1,"1-0, 2-1, 1-0",4881,10371,442116,shl,2019/20,IF Malmö Redhawks,IK Oskarshamn,4,1,1-0, 2-1, 1-0,,,1,0,2,1,1,0,,,,,home,home,home,home,,
2019-11-16,Linköping HC  - Djurgårdens IF,4 - 2,"2-1, 1-0, 1-1",6937,10371,441923,shl,2019/20,Linköping HC,Djurgårdens IF,4,2,2-1, 1-0, 1-1,,,2,1,1,0,1,1,,,,,home,home,home,draw,,
2019-11-16,Luleå HF  - IK Oskarshamn,3 - 0,"2-0, 0-0, 1-0",6150,10371,441924,shl,2019/20,Luleå HF,IK Oskarshamn,3,0,2-0, 0-0, 1-0,,,2,0,0,0,1,0,,,,,home,home,draw,home,,
2019-11-16,Leksands IF  - HV 71,0 - 4,"0-3, 0-0, 0-1",7303,10371,441927,shl,2019/20,Leksands IF,HV 71,0,4,0-3, 0-0, 0-1,,,0,3,0,0,0,1,,,,,away,away,draw,away,,
2019-11-16,Växjö Lakers HC  - Färjestad BK,3 - 2,"1-1, 0-0, 1-1, 1-0",5238,10371,441928,shl,2019/20,Växjö Lakers HC,Färjestad BK,3,2,1-1, 0-0, 1-1, 1-0,,1,1,0,0,1,1,1.0,0.0,,,draw,draw,draw,draw,home,
2019-11-16,Brynäs IF  - Skellefteå AIK,6 - 4,"2-1, 1-1, 3-2",6657,10371,441922,shl,2019/20,Brynäs IF,Skellefteå AIK,6,4,2-1, 1-1, 3-2,,,2,1,1,1,3,2,,,,,home,home,draw,home,,
2019-11-16,Örebro HK  - IF Malmö Redhawks,3 - 2,"2-0, 0-1, 1-1",5451,10371,441925,shl,2019/20,Örebro HK,IF Malmö Redhawks,3,2,2-0, 0-1, 1-1,,,2,0,0,1,1,1,,,,,home,home,away,draw,,
2019-11-16,Rögle BK  - Frölunda HC,2 - 1,"0-0, 0-0, 1-1, 1-0",5051,10371,441926,shl,2019/20,Rögle BK,Frölunda HC,2,1,0-0, 0-0, 1-1, 1-0,,0,0,0,0,1,1,1.0,0.0,,,draw,draw,draw,draw,home,
2019-11-21,Rögle BK  - Färjestad BK,3 - 4,"1-2, 0-2, 2-0",4684,10371,441879,shl,2019/20,Rögle BK,Färjestad BK,3,4,1-2, 0-2, 2-0,,,1,2,0,2,2,0,,,,,away,away,away,home,,
2019-11-21,Frölunda HC  - Leksands IF,7 - 1,"1-0, 2-0, 4-1",12044,10371,441930,shl,2019/20,Frölunda HC,Leksands IF,7,1,1-0, 2-0, 4-1,,,1,0,2,0,4,1,,,,,home,home,home,home,,
2019-11-21,HV 71  - Djurgårdens IF,4 - 3,"0-1, 1-1, 2-1, 1-0",6193,10371,441931,shl,2019/20,HV 71,Djurgårdens IF,4,3,0-1, 1-1, 2-1, 1-0,,0,1,1,1,2,1,1.0,0.0,,,draw,away,draw,home,home,
2019-11-21,Luleå HF  - Brynäs IF,2 - 1,"1-0, 0-1, 0-0, 0-0, 1-0",5055,10371,441932,shl,2019/20,Luleå HF,Brynäs IF,2,1,1-0, 0-1, 0-0, 0-0, 1-0,1,0,0,1,0,0,0.0,0.0,1.0,0.0,draw,home,away,draw,draw,home
2019-11-21,IF Malmö Redhawks  - Växjö Lakers HC,5 - 3,"0-1, 4-1, 1-1",5052,10371,441933,shl,2019/20,IF Malmö Redhawks,Växjö Lakers HC,5,3,0-1, 4-1, 1-1,,,0,1,4,1,1,1,,,,,home,away,home,draw,,
2019-11-21,IK Oskarshamn  - Skellefteå AIK,2 - 5,"0-2, 1-1, 1-2",3044,10371,441934,shl,2019/20,IK Oskarshamn,Skellefteå AIK,2,5,0-2, 1-1, 1-2,,,0,2,1,1,1,2,,,,,away,away,draw,away,,
2019-11-21,Örebro HK  - Linköping HC,2 - 1,"1-1, 1-0, 0-0",5378,10371,441935,shl,2019/20,Örebro HK,Linköping HC,2,1,1-1, 1-0, 0-0,,,1,1,1,0,0,0,,,,,home,draw,home,draw,,
2019-11-23,Linköping HC  - Frölunda HC,1 - 4,"0-0, 1-1, 0-3",7188,10371,441938,shl,2019/20,Linköping HC,Frölunda HC,1,4,0-0, 1-1, 0-3,,,0,0,1,1,0,3,,,,,away,draw,draw,away,,
2019-11-23,IF Malmö Redhawks  - Brynäs IF,0 - 2,"0-1, 0-1, 0-0",6882,10371,441939,shl,2019/20,IF Malmö Redhawks,Brynäs IF,0,2,0-1, 0-1, 0-0,,,0,1,0,1,0,0,,,,,away,away,away,draw,,
2019-11-23,IK Oskarshamn  - Färjestad BK,3 - 2,"1-0, 1-1, 1-1",3185,10371,441940,shl,2019/20,IK Oskarshamn,Färjestad BK,3,2,1-0, 1-1, 1-1,,,1,0,1,1,1,1,,,,,home,home,draw,draw,,
2019-11-23,Djurgårdens IF  - Växjö Lakers HC,3 - 2,"2-1, 1-1, 0-0",6403,10371,441936,shl,2019/20,Djurgårdens IF,Växjö Lakers HC,3,2,2-1, 1-1, 0-0,,,2,1,1,1,0,0,,,,,home,home,draw,draw,,
2019-11-23,Skellefteå AIK  - Rögle BK,5 - 2,"2-0, 1-1, 2-1",4569,10371,441941,shl,2019/20,Skellefteå AIK,Rögle BK,5,2,2-0, 1-1, 2-1,,,2,0,1,1,2,1,,,,,home,home,draw,home,,
2019-11-23,Leksands IF  - Luleå HF,0 - 5,"0-1, 0-2, 0-2",5842,10371,441942,shl,2019/20,Leksands IF,Luleå HF,0,5,0-1, 0-2, 0-2,,,0,1,0,2,0,2,,,,,away,away,away,away,,
2019-11-26,HV 71  - Örebro HK,1 - 4,"1-0, 0-1, 0-3",6404,10371,441937,shl,2019/20,HV 71,Örebro HK,1,4,1-0, 0-1, 0-3,,,1,0,0,1,0,3,,,,,away,home,away,away,,
2019-11-28,Brynäs IF  - Linköping HC,3 - 1,"1-0, 2-0, 0-1",5310,10371,441943,shl,2019/20,Brynäs IF,Linköping HC,3,1,1-0, 2-0, 0-1,,,1,0,2,0,0,1,,,,,home,home,home,away,,
2019-11-28,Djurgårdens IF  - Leksands IF,2 - 0,"1-0, 0-0, 1-0",8091,10371,441944,shl,2019/20,Djurgårdens IF,Leksands IF,2,0,1-0, 0-0, 1-0,,,1,0,0,0,1,0,,,,,home,home,draw,home,,
2019-11-28,Färjestad BK  - Skellefteå AIK,4 - 2,"3-0, 1-0, 0-2",8059,10371,441945,shl,2019/20,Färjestad BK,Skellefteå AIK,4,2,3-0, 1-0, 0-2,,,3,0,1,0,0,2,,,,,home,home,home,away,,
2019-11-28,Frölunda HC  - IK Oskarshamn,4 - 1,"3-0, 0-0, 1-1",9622,10371,441946,shl,2019/20,Frölunda HC,IK Oskarshamn,4,1,3-0, 0-0, 1-1,,,3,0,0,0,1,1,,,,,home,home,draw,draw,,
2019-11-28,Luleå HF  - Örebro HK,4 - 1,"0-0, 3-1, 1-0",4805,10371,441947,shl,2019/20,Luleå HF,Örebro HK,4,1,0-0, 3-1, 1-0,,,0,0,3,1,1,0,,,,,home,draw,home,home,,
2019-11-28,Rögle BK  - IF Malmö Redhawks,4 - 3,"1-1, 2-1, 0-1, 1-0",5007,10371,441948,shl,2019/20,Rögle BK,IF Malmö Redhawks,4,3,1-1, 2-1, 0-1, 1-0,,1,1,2,1,0,1,1.0,0.0,,,draw,draw,home,away,home,
2019-11-28,Växjö Lakers HC  - HV 71,2 - 4,"0-4, 1-0, 1-0",5750,10371,441949,shl,2019/20,Växjö Lakers HC,HV 71,2,4,0-4, 1-0, 1-0,,,0,4,1,0,1,0,,,,,away,away,home,home,,
2019-11-30,IK Oskarshamn  - Växjö Lakers HC,1 - 2,"0-1, 1-0, 0-1",3275,10371,441953,shl,2019/20,IK Oskarshamn,Växjö Lakers HC,1,2,0-1, 1-0, 0-1,,,0,1,1,0,0,1,,,,,away,away,home,away,,
2019-11-30,Skellefteå AIK  - IF Malmö Redhawks,4 - 3,"1-0, 1-1, 2-2",4432,10371,441955,shl,2019/20,Skellefteå AIK,IF Malmö Redhawks,4,3,1-0, 1-1, 2-2,,,1,0,1,1,2,2,,,,,home,home,draw,draw,,
2019-11-30,Leksands IF  - Rögle BK,3 - 2,"0-1, 1-1, 2-0",5168,10371,441956,shl,2019/20,Leksands IF,Rögle BK,3,2,0-1, 1-1, 2-0,,,0,1,1,1,2,0,,,,,home,away,draw,home,,
2019-11-30,Färjestad BK  - Frölunda HC,4 - 1,"1-1, 2-0, 1-0",8250,10371,441950,shl,2019/20,Färjestad BK,Frölunda HC,4,1,1-1, 2-0, 1-0,,,1,1,2,0,1,0,,,,,home,draw,home,home,,
2019-11-30,HV 71  - Brynäs IF,3 - 2,"2-1, 0-0, 1-1",7000,10371,441951,shl,2019/20,HV 71,Brynäs IF,3,2,2-1, 0-0, 1-1,,,2,1,0,0,1,1,,,,,home,home,draw,draw,,
2019-11-30,Linköping HC  - Luleå HF,1 - 3,"0-0, 0-1, 1-2",5396,10371,441952,shl,2019/20,Linköping HC,Luleå HF,1,3,0-0, 0-1, 1-2,,,0,0,0,1,1,2,,,,,away,draw,away,away,,
2019-11-30,Örebro HK  - Djurgårdens IF,2 - 5,"0-2, 1-2, 1-1",5500,10371,441954,shl,2019/20,Örebro HK,Djurgårdens IF,2,5,0-2, 1-2, 1-1,,,0,2,1,2,1,1,,,,,away,away,away,draw,,
2019-12-05,Frölunda HC  - Djurgårdens IF,2 - 1,"0-0, 0-1, 2-0",10719,10371,441957,shl,2019/20,Frölunda HC,Djurgårdens IF,2,1,0-0, 0-1, 2-0,,,0,0,0,1,2,0,,,,,home,draw,away,home,,
2019-12-05,HV 71  - Luleå HF,0 - 4,"0-1, 0-1, 0-2",6194,10371,441958,shl,2019/20,HV 71,Luleå HF,0,4,0-1, 0-1, 0-2,,,0,1,0,1,0,2,,,,,away,away,away,away,,
2019-12-05,Linköping HC  - Skellefteå AIK,5 - 3,"1-2, 3-0, 1-1",4608,10371,441959,shl,2019/20,Linköping HC,Skellefteå AIK,5,3,1-2, 3-0, 1-1,,,1,2,3,0,1,1,,,,,home,away,home,draw,,
2019-12-05,IF Malmö Redhawks  - Färjestad BK,3 - 4,"0-1, 1-3, 2-0",5704,10371,441960,shl,2019/20,IF Malmö Redhawks,Färjestad BK,3,4,0-1, 1-3, 2-0,,,0,1,1,3,2,0,,,,,away,away,away,home,,
2019-12-05,Rögle BK  - Brynäs IF,4 - 2,"1-0, 2-1, 1-1",4687,10371,441961,shl,2019/20,Rögle BK,Brynäs IF,4,2,1-0, 2-1, 1-1,,,1,0,2,1,1,1,,,,,home,home,home,draw,,
2019-12-05,Leksands IF  - IK Oskarshamn,4 - 1,"1-0, 2-1, 1-0",5340,10371,441962,shl,2019/20,Leksands IF,IK Oskarshamn,4,1,1-0, 2-1, 1-0,,,1,0,2,1,1,0,,,,,home,home,home,home,,
2019-12-05,Växjö Lakers HC  - Örebro HK,2 - 0,"1-0, 1-0, 0-0",4323,10371,441963,shl,2019/20,Växjö Lakers HC,Örebro HK,2,0,1-0, 1-0, 0-0,,,1,0,1,0,0,0,,,,,home,home,home,draw,,
2019-12-07,Frölunda HC  - HV 71,2 - 4,"0-0, 0-4, 2-0",12044,10371,441966,shl,2019/20,Frölunda HC,HV 71,2,4,0-0, 0-4, 2-0,,,0,0,0,4,2,0,,,,,away,draw,away,home,,
2019-12-07,IK Oskarshamn  - Örebro HK,0 - 2,"0-1, 0-0, 0-1",2865,10371,441969,shl,2019/20,IK Oskarshamn,Örebro HK,0,2,0-1, 0-0, 0-1,,,0,1,0,0,0,1,,,,,away,away,draw,away,,
2019-12-07,Skellefteå AIK  - Leksands IF,3 - 2,"0-0, 2-1, 1-1",4636,10371,441970,shl,2019/20,Skellefteå AIK,Leksands IF,3,2,0-0, 2-1, 1-1,,,0,0,2,1,1,1,,,,,home,draw,home,draw,,
2019-12-07,Brynäs IF  - Växjö Lakers HC,4 - 3,"2-2, 0-1, 1-0, 1-0",6051,10371,441964,shl,2019/20,Brynäs IF,Växjö Lakers HC,4,3,2-2, 0-1, 1-0, 1-0,,2,2,0,1,1,0,1.0,0.0,,,draw,draw,away,home,home,
2019-12-07,Luleå HF  - Färjestad BK,3 - 4,"1-0, 2-2, 0-2",6150,10371,441967,shl,2019/20,Luleå HF,Färjestad BK,3,4,1-0, 2-2, 0-2,,,1,0,2,2,0,2,,,,,away,home,draw,away,,
2019-12-07,IF Malmö Redhawks  - Linköping HC,0 - 1,"0-0, 0-0, 0-0, 0-0, 0-1",5213,10371,441968,shl,2019/20,IF Malmö Redhawks,Linköping HC,0,1,0-0, 0-0, 0-0, 0-0, 0-1,0,0,0,0,0,0,0.0,0.0,0.0,1.0,draw,draw,draw,draw,draw,away
2019-12-17,Djurgårdens IF  - Brynäs IF,6 - 0,"1-0, 4-0, 1-0",7738,10371,441971,shl,2019/20,Djurgårdens IF,Brynäs IF,6,0,1-0, 4-0, 1-0,,,1,0,4,0,1,0,,,,,home,home,home,home,,
2019-12-17,HV 71  - IF Malmö Redhawks,1 - 4,"0-0, 0-0, 1-4",6281,10371,441973,shl,2019/20,HV 71,IF Malmö Redhawks,1,4,0-0, 0-0, 1-4,,,0,0,0,0,1,4,,,,,away,draw,draw,away,,
2019-12-17,Luleå HF  - Skellefteå AIK,2 - 3,"0-1, 1-1, 1-0, 0-0, 0-1",6150,10371,441974,shl,2019/20,Luleå HF,Skellefteå AIK,2,3,0-1, 1-1, 1-0, 0-0, 0-1,0,1,1,1,1,0,0.0,0.0,0.0,1.0,draw,away,draw,home,draw,away
2019-12-17,IK Oskarshamn  - Rögle BK,1 - 2,"0-1, 1-1, 0-0",2893,10371,441975,shl,2019/20,IK Oskarshamn,Rögle BK,1,2,0-1, 1-1, 0-0,,,0,1,1,1,0,0,,,,,away,away,draw,draw,,
2019-12-17,Örebro HK  - Leksands IF,4 - 2,"2-0, 0-2, 2-0",5500,10371,441976,shl,2019/20,Örebro HK,Leksands IF,4,2,2-0, 0-2, 2-0,,,2,0,0,2,2,0,,,,,home,home,away,home,,
2019-12-17,Växjö Lakers HC  - Frölunda HC,4 - 2,"3-1, 1-1, 0-0",4551,10371,441977,shl,2019/20,Växjö Lakers HC,Frölunda HC,4,2,3-1, 1-1, 0-0,,,3,1,1,1,0,0,,,,,home,home,draw,draw,,
2019-12-19,Brynäs IF  - Örebro HK,2 - 1,"1-0, 1-1, 0-0",5017,10371,441978,shl,2019/20,Brynäs IF,Örebro HK,2,1,1-0, 1-1, 0-0,,,1,0,1,1,0,0,,,,,home,home,draw,draw,,
2019-12-19,Frölunda HC  - Luleå HF,1 - 0,"0-0, 0-0, 1-0",11074,10371,441979,shl,2019/20,Frölunda HC,Luleå HF,1,0,0-0, 0-0, 1-0,,,0,0,0,0,1,0,,,,,home,draw,draw,home,,
2019-12-19,Linköping HC  - IK Oskarshamn,2 - 3,"1-2, 0-0, 1-1",5402,10371,441980,shl,2019/20,Linköping HC,IK Oskarshamn,2,3,1-2, 0-0, 1-1,,,1,2,0,0,1,1,,,,,away,away,draw,draw,,
2019-12-19,IF Malmö Redhawks  - Djurgårdens IF,4 - 0,"1-0, 1-0, 2-0",5373,10371,441981,shl,2019/20,IF Malmö Redhawks,Djurgårdens IF,4,0,1-0, 1-0, 2-0,,,1,0,1,0,2,0,,,,,home,home,home,home,,
2019-12-19,Rögle BK  - Växjö Lakers HC,1 - 2,"1-2, 0-0, 0-0",4864,10371,441982,shl,2019/20,Rögle BK,Växjö Lakers HC,1,2,1-2, 0-0, 0-0,,,1,2,0,0,0,0,,,,,away,away,draw,draw,,
2019-12-19,Skellefteå AIK  - HV 71,0 - 3,"0-0, 0-2, 0-1",4245,10371,441983,shl,2019/20,Skellefteå AIK,HV 71,0,3,0-0, 0-2, 0-1,,,0,0,0,2,0,1,,,,,away,draw,away,away,,
2019-12-19,Leksands IF  - Färjestad BK,3 - 4,"1-2, 2-2, 0-0",6040,10371,441984,shl,2019/20,Leksands IF,Färjestad BK,3,4,1-2, 2-2, 0-0,,,1,2,2,2,0,0,,,,,away,away,draw,draw,,
2019-12-21,IF Malmö Redhawks  - HV 71,1 - 0,"0-0, 0-0, 1-0",5976,10371,442101,shl,2019/20,IF Malmö Redhawks,HV 71,1,0,0-0, 0-0, 1-0,,,0,0,0,0,1,0,,,,,home,draw,draw,home,,
2019-12-26,Linköping HC  - IF Malmö Redhawks,2 - 3,"1-0, 1-2, 0-0, 0-0, 0-1",6541,10371,441987,shl,2019/20,Linköping HC,IF Malmö Redhawks,2,3,1-0, 1-2, 0-0, 0-0, 0-1,1,0,1,2,0,0,0.0,0.0,0.0,1.0,draw,home,away,draw,draw,away
2019-12-26,Rögle BK  - Färjestad BK,1 - 0,"0-0, 0-0, 0-0, 1-0",5051,10371,441989,shl,2019/20,Rögle BK,Färjestad BK,1,0,0-0, 0-0, 0-0, 1-0,,0,0,0,0,0,0,1.0,0.0,,,draw,draw,draw,draw,home,
2019-12-26,HV 71  - Leksands IF,3 - 2,"1-1, 0-0, 1-1, 0-0, 1-0",7000,10371,442000,shl,2019/20,HV 71,Leksands IF,3,2,1-1, 0-0, 1-1, 0-0, 1-0,1,1,0,0,1,1,0.0,0.0,1.0,0.0,draw,draw,draw,draw,draw,home
2019-12-26,Brynäs IF  - IK Oskarshamn,3 - 4,"1-0, 1-3, 1-0, 0-0, 0-1",7187,10371,441985,shl,2019/20,Brynäs IF,IK Oskarshamn,3,4,1-0, 1-3, 1-0, 0-0, 0-1,1,0,1,3,1,0,0.0,0.0,0.0,1.0,draw,home,away,home,draw,away
2019-12-26,Skellefteå AIK  - Örebro HK,7 - 0,"3-0, 2-0, 2-0",5286,10371,441990,shl,2019/20,Skellefteå AIK,Örebro HK,7,0,3-0, 2-0, 2-0,,,3,0,2,0,2,0,,,,,home,home,home,home,,
2019-12-26,Växjö Lakers HC  - Djurgårdens IF,5 - 0,"3-0, 1-0, 1-0",5750,10371,441991,shl,2019/20,Växjö Lakers HC,Djurgårdens IF,5,0,3-0, 1-0, 1-0,,,3,0,1,0,1,0,,,,,home,home,home,home,,
2019-12-26,Luleå HF  - Frölunda HC,3 - 2,"1-1, 0-0, 2-1",6150,10371,442002,shl,2019/20,Luleå HF,Frölunda HC,3,2,1-1, 0-0, 2-1,,,1,1,0,0,2,1,,,,,home,draw,draw,home,,
2019-12-28,Djurgårdens IF  - Skellefteå AIK,3 - 1,"1-1, 1-0, 1-0",13850,10371,441992,shl,2019/20,Djurgårdens IF,Skellefteå AIK,3,1,1-1, 1-0, 1-0,,,1,1,1,0,1,0,,,,,home,draw,home,home,,
2019-12-28,Färjestad BK  - Luleå HF,2 - 3,"0-1, 2-1, 0-1",8250,10371,441993,shl,2019/20,Färjestad BK,Luleå HF,2,3,0-1, 2-1, 0-1,,,0,1,2,1,0,1,,,,,away,away,home,away,,
2019-12-28,Frölunda HC  - Växjö Lakers HC,4 - 0,"0-0, 2-0, 2-0",12044,10371,441994,shl,2019/20,Frölunda HC,Växjö Lakers HC,4,0,0-0, 2-0, 2-0,,,0,0,2,0,2,0,,,,,home,draw,home,home,,
2019-12-28,IF Malmö Redhawks  - Rögle BK,1 - 4,"0-1, 1-1, 0-2",12600,10371,441995,shl,2019/20,IF Malmö Redhawks,Rögle BK,1,4,0-1, 1-1, 0-2,,,0,1,1,1,0,2,,,,,away,away,draw,away,,
2019-12-28,Örebro HK  - HV 71,2 - 4,"0-2, 1-0, 1-2",5500,10371,441997,shl,2019/20,Örebro HK,HV 71,2,4,0-2, 1-0, 1-2,,,0,2,1,0,1,2,,,,,away,away,home,away,,
2019-12-28,IK Oskarshamn  - Linköping HC,3 - 2,"1-0, 0-2, 1-0, 0-0, 1-0",3275,10371,441996,shl,2019/20,IK Oskarshamn,Linköping HC,3,2,1-0, 0-2, 1-0, 0-0, 1-0,1,0,0,2,1,0,0.0,0.0,1.0,0.0,draw,home,away,home,draw,home
2019-12-28,Leksands IF  - Brynäs IF,4 - 2,"0-1, 2-1, 2-0",7650,10371,441998,shl,2019/20,Leksands IF,Brynäs IF,4,2,0-1, 2-1, 2-0,,,0,1,2,1,2,0,,,,,home,away,home,home,,
2019-12-30,HV 71  - Frölunda HC,1 - 2,"0-0, 0-0, 1-2",7000,10371,441986,shl,2019/20,HV 71,Frölunda HC,1,2,0-0, 0-0, 1-2,,,0,0,0,0,1,2,,,,,away,draw,draw,away,,
2019-12-30,Luleå HF  - Leksands IF,2 - 0,"0-0, 1-0, 1-0",6018,10371,441988,shl,2019/20,Luleå HF,Leksands IF,2,0,0-0, 1-0, 1-0,,,0,0,1,0,1,0,,,,,home,draw,home,home,,
2019-12-30,Brynäs IF  - IF Malmö Redhawks,2 - 3,"1-1, 0-1, 1-1",5559,10371,441999,shl,2019/20,Brynäs IF,IF Malmö Redhawks,2,3,1-1, 0-1, 1-1,,,1,1,0,1,1,1,,,,,away,draw,away,draw,,
2019-12-30,Linköping HC  - Örebro HK,1 - 2,"0-1, 0-1, 1-0",5936,10371,442001,shl,2019/20,Linköping HC,Örebro HK,1,2,0-1, 0-1, 1-0,,,0,1,0,1,1,0,,,,,away,away,away,home,,
2019-12-30,Rögle BK  - Djurgårdens IF,3 - 1,"0-1, 1-0, 2-0",5051,10371,442003,shl,2019/20,Rögle BK,Djurgårdens IF,3,1,0-1, 1-0, 2-0,,,0,1,1,0,2,0,,,,,home,away,home,home,,
2019-12-30,Skellefteå AIK  - Färjestad BK,5 - 1,"1-0, 2-0, 2-1",4830,10371,442004,shl,2019/20,Skellefteå AIK,Färjestad BK,5,1,1-0, 2-0, 2-1,,,1,0,2,0,2,1,,,,,home,home,home,home,,
2019-12-30,Växjö Lakers HC  - IK Oskarshamn,3 - 1,"0-0, 1-0, 2-1",5137,10371,442005,shl,2019/20,Växjö Lakers HC,IK Oskarshamn,3,1,0-0, 1-0, 2-1,,,0,0,1,0,2,1,,,,,home,draw,home,home,,
2020-01-02,Färjestad BK  - Linköping HC,3 - 1,"0-1, 0-0, 3-0",7978,10371,441972,shl,2019/20,Färjestad BK,Linköping HC,3,1,0-1, 0-0, 3-0,,,0,1,0,0,3,0,,,,,home,away,draw,home,,
2020-01-04,Frölunda HC  - Rögle BK,1 - 2,"0-1, 0-1, 1-0",12044,10371,442006,shl,2019/20,Frölunda HC,Rögle BK,1,2,0-1, 0-1, 1-0,,,0,1,0,1,1,0,,,,,away,away,away,home,,
2020-01-04,Luleå HF  - Linköping HC,3 - 2,"1-0, 1-1, 0-1, 1-0",5723,10371,442008,shl,2019/20,Luleå HF,Linköping HC,3,2,1-0, 1-1, 0-1, 1-0,,1,0,1,1,0,1,1.0,0.0,,,draw,home,draw,away,home,
2020-01-04,Växjö Lakers HC  - Brynäs IF,3 - 1,"1-0, 1-0, 1-1",5212,10371,442012,shl,2019/20,Växjö Lakers HC,Brynäs IF,3,1,1-0, 1-0, 1-1,,,1,0,1,0,1,1,,,,,home,home,home,draw,,
2020-01-04,IF Malmö Redhawks  - Örebro HK,2 - 3,"1-1, 0-1, 1-0, 0-1",5450,10371,442009,shl,2019/20,IF Malmö Redhawks,Örebro HK,2,3,1-1, 0-1, 1-0, 0-1,,1,1,0,1,1,0,0.0,1.0,,,draw,draw,away,home,away,
2020-01-04,IK Oskarshamn  - Djurgårdens IF,2 - 4,"1-3, 0-0, 1-1",3275,10371,442010,shl,2019/20,IK Oskarshamn,Djurgårdens IF,2,4,1-3, 0-0, 1-1,,,1,3,0,0,1,1,,,,,away,away,draw,draw,,
2020-01-04,Leksands IF  - Skellefteå AIK,0 - 3,"0-0, 0-1, 0-2",7650,10371,442011,shl,2019/20,Leksands IF,Skellefteå AIK,0,3,0-0, 0-1, 0-2,,,0,0,0,1,0,2,,,,,away,draw,away,away,,
2020-01-09,Brynäs IF  - Rögle BK,5 - 2,"2-1, 1-0, 2-1",4441,10371,442085,shl,2019/20,Brynäs IF,Rögle BK,5,2,2-1, 1-0, 2-1,,,2,1,1,0,2,1,,,,,home,home,home,home,,
