date,game,score,league,season,game_id,home,away,score_home,score_away,result,game_id_home,team_x,h_a_home,win_R5_home,draw_R5_home,lost_R5_home,H2H_W_home,H2H_D_home,H2H_L_home,scored_avg_R5_home,conceded_avg_R5_home,points_cum_prev_avg_home,points_cum_h_a_prev_avg_home,game_id_away,team_y,h_a_away,win_R5_away,draw_R5_away,lost_R5_away,H2H_W_away,H2H_D_away,H2H_L_away,scored_avg_R5_away,conceded_avg_R5_away,points_cum_prev_avg_away,points_cum_h_a_prev_avg_away
2019-12-05,HV 71  - Luleå HF,0 - 4,shl,2019/20,441958.0,HV 71,Luleå HF,0.0,4.0,away,441958.0,HV 71,home,0.6,0.2,0.2,0.42105263157894735,0.2631578947368421,0.3157894736842105,3.2,2.2,1.818181818181818,2.0,441958.0,Luleå HF,away,0.8,0.2,0.0,0.3157894736842105,0.2631578947368421,0.42105263157894735,3.4,0.6,2.136363636363636,1.7272727272727273
2019-12-05,Linköping HC  - Skellefteå AIK,5 - 3,shl,2019/20,441959.0,Linköping HC,Skellefteå AIK,5.0,3.0,home,441959.0,Linköping HC,home,0.2,0.0,0.8,0.3859649122807017,0.14035087719298245,0.4736842105263158,1.6,2.8,0.9545454545454546,1.4545454545454546,441959.0,Skellefteå AIK,away,0.6,0.0,0.4,0.4736842105263158,0.14035087719298245,0.3859649122807017,4.0,3.4,1.5909090909090908,1.3636363636363635
2019-12-05,IF Malmö Redhawks  - Färjestad BK,3 - 4,shl,2019/20,441960.0,IF Malmö Redhawks,Färjestad BK,3.0,4.0,away,441960.0,IF Malmö Redhawks,home,0.2,0.2,0.6,0.29411764705882354,0.29411764705882354,0.4117647058823529,2.6,3.2,1.318181818181818,1.7272727272727273,441960.0,Färjestad BK,away,0.6,0.2,0.2,0.4117647058823529,0.29411764705882354,0.29411764705882354,3.2,2.4,1.9545454545454544,1.4
2019-12-05,Rögle BK  - Brynäs IF,4 - 2,shl,2019/20,441961.0,Rögle BK,Brynäs IF,4.0,2.0,home,441961.0,Rögle BK,home,0.0,0.4,0.6,0.28125,0.25,0.46875,2.6,3.2,1.5652173913043481,1.6363636363636365,441961.0,Brynäs IF,away,0.6,0.2,0.2,0.46875,0.25,0.28125,2.8,2.0,1.2727272727272727,0.75
2019-12-05,Leksands IF  - IK Oskarshamn,4 - 1,shl,2019/20,441962.0,Leksands IF,IK Oskarshamn,4.0,1.0,home,441962.0,Leksands IF,home,0.2,0.0,0.8,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.8,4.0,0.9090909090909092,1.0909090909090908,441962.0,IK Oskarshamn,away,0.2,0.0,0.8,0.2857142857142857,0.14285714285714285,0.5714285714285714,1.4,3.2,0.9090909090909092,0.4166666666666667
2019-12-05,Växjö Lakers HC  - Örebro HK,2 - 0,shl,2019/20,441963.0,Växjö Lakers HC,Örebro HK,2.0,0.0,home,441963.0,Växjö Lakers HC,home,0.2,0.2,0.6,0.37142857142857133,0.2571428571428571,0.37142857142857133,2.4,3.0,1.0909090909090908,1.2727272727272727,441963.0,Örebro HK,away,0.6,0.0,0.4,0.37142857142857133,0.2571428571428571,0.37142857142857133,2.4,2.6,1.9545454545454544,1.8
2019-12-07,Frölunda HC  - HV 71,2 - 4,shl,2019/20,441966.0,Frölunda HC,HV 71,2.0,4.0,away,441966.0,Frölunda HC,home,0.8,0.0,0.2,0.3157894736842105,0.2807017543859649,0.4035087719298245,3.6,1.6,2.0434782608695654,2.4166666666666665,441966.0,HV 71,away,0.4,0.2,0.4,0.4035087719298245,0.2807017543859649,0.3157894736842105,2.4,3.0,1.7391304347826086,1.6363636363636365
2019-12-07,IK Oskarshamn  - Örebro HK,0 - 2,shl,2019/20,441969.0,IK Oskarshamn,Örebro HK,0.0,2.0,away,441969.0,IK Oskarshamn,home,0.2,0.0,0.8,0.29411764705882354,0.17647058823529413,0.5294117647058824,1.6,3.4,0.8695652173913043,1.5,441969.0,Örebro HK,away,0.4,0.0,0.6,0.5294117647058824,0.17647058823529413,0.29411764705882354,1.8,2.6,1.8695652173913044,1.6363636363636365
2019-12-07,Skellefteå AIK  - Leksands IF,3 - 2,shl,2019/20,441970.0,Skellefteå AIK,Leksands IF,3.0,2.0,home,441970.0,Skellefteå AIK,home,0.6,0.0,0.4,0.8,0.06666666666666668,0.13333333333333333,3.8,3.2,1.5217391304347827,1.818181818181818,441970.0,Leksands IF,away,0.4,0.0,0.6,0.13333333333333333,0.06666666666666668,0.8,1.6,3.4,1.0,0.7272727272727273
2019-12-07,Brynäs IF  - Växjö Lakers HC,4 - 3,shl,2019/20,441964.0,Brynäs IF,Växjö Lakers HC,4.0,3.0,draw,441964.0,Brynäs IF,home,0.4,0.2,0.4,0.35135135135135137,0.21621621621621626,0.4324324324324325,2.0,2.0,1.2173913043478262,1.9,441964.0,Växjö Lakers HC,away,0.4,0.0,0.6,0.4324324324324325,0.21621621621621626,0.35135135135135137,2.2,2.6,1.173913043478261,0.9090909090909092
2019-12-07,Luleå HF  - Färjestad BK,3 - 4,shl,2019/20,441967.0,Luleå HF,Färjestad BK,3.0,4.0,away,441967.0,Luleå HF,home,0.8,0.2,0.0,0.3157894736842105,0.17543859649122806,0.5087719298245614,3.6,0.6,2.1739130434782608,2.5454545454545454,441967.0,Färjestad BK,away,0.8,0.0,0.2,0.5087719298245614,0.17543859649122806,0.3157894736842105,3.6,2.4,2.0,1.5454545454545454
2019-12-07,IF Malmö Redhawks  - Linköping HC,0 - 1,shl,2019/20,441968.0,IF Malmö Redhawks,Linköping HC,0.0,1.0,draw,441968.0,IF Malmö Redhawks,home,0.2,0.2,0.6,0.2352941176470588,0.2352941176470588,0.5294117647058824,2.8,3.4,1.2608695652173914,1.5833333333333333,441968.0,Linköping HC,away,0.2,0.0,0.8,0.5294117647058824,0.2352941176470588,0.2352941176470588,1.8,3.0,1.0434782608695652,0.4545454545454545
2019-12-17,Djurgårdens IF  - Brynäs IF,6 - 0,shl,2019/20,441971.0,Djurgårdens IF,Brynäs IF,6.0,0.0,home,441971.0,Djurgårdens IF,home,0.6,0.2,0.2,0.40425531914893614,0.1914893617021277,0.40425531914893614,2.8,2.0,1.4583333333333333,1.75,441971.0,Brynäs IF,away,0.4,0.2,0.4,0.40425531914893614,0.1914893617021277,0.40425531914893614,2.6,2.2,1.25,0.6923076923076923
2019-12-17,HV 71  - IF Malmö Redhawks,1 - 4,shl,2019/20,441973.0,HV 71,IF Malmö Redhawks,1.0,4.0,away,441973.0,HV 71,home,0.6,0.0,0.4,0.29411764705882354,0.29411764705882354,0.4117647058823529,2.4,2.8,1.7916666666666667,1.8333333333333333,441973.0,IF Malmö Redhawks,away,0.0,0.4,0.6,0.4117647058823529,0.29411764705882354,0.29411764705882354,1.8,3.0,1.25,0.9090909090909092
2019-12-17,Luleå HF  - Skellefteå AIK,2 - 3,shl,2019/20,441974.0,Luleå HF,Skellefteå AIK,2.0,3.0,draw,441974.0,Luleå HF,home,0.8,0.0,0.2,0.2982456140350877,0.19298245614035087,0.5087719298245614,3.8,1.2,2.083333333333333,2.333333333333333,441974.0,Skellefteå AIK,away,0.6,0.0,0.4,0.5087719298245614,0.19298245614035087,0.2982456140350877,3.4,3.2,1.5833333333333333,1.25
2019-12-17,IK Oskarshamn  - Rögle BK,1 - 2,shl,2019/20,441975.0,IK Oskarshamn,Rögle BK,1.0,2.0,away,441975.0,IK Oskarshamn,home,0.2,0.0,0.8,0.4,0.3,0.3,1.2,2.8,0.8333333333333334,1.3636363636363635,441975.0,Rögle BK,away,0.2,0.2,0.6,0.3,0.3,0.4,3.0,3.4,1.625,1.5
2019-12-17,Örebro HK  - Leksands IF,4 - 2,shl,2019/20,441976.0,Örebro HK,Leksands IF,4.0,2.0,home,441976.0,Örebro HK,home,0.4,0.0,0.6,0.3548387096774194,0.16129032258064516,0.4838709677419355,1.8,2.4,1.9166666666666667,2.083333333333333,441976.0,Leksands IF,away,0.4,0.0,0.6,0.4838709677419355,0.16129032258064516,0.3548387096774194,1.8,2.6,0.9583333333333334,0.6666666666666666
2019-12-17,Växjö Lakers HC  - Frölunda HC,4 - 2,shl,2019/20,441977.0,Växjö Lakers HC,Frölunda HC,4.0,2.0,home,441977.0,Växjö Lakers HC,home,0.4,0.2,0.4,0.32432432432432434,0.32432432432432434,0.35135135135135137,2.2,2.4,1.1666666666666667,1.4166666666666667,441977.0,Frölunda HC,away,0.6,0.0,0.4,0.35135135135135137,0.32432432432432434,0.32432432432432434,2.6,2.2,1.9583333333333333,1.6363636363636365
2019-12-19,Brynäs IF  - Örebro HK,2 - 1,shl,2019/20,441978.0,Brynäs IF,Örebro HK,2.0,1.0,home,441978.0,Brynäs IF,home,0.2,0.2,0.6,0.5185185185185185,0.25925925925925924,0.2222222222222222,2.2,3.4,1.2,1.9090909090909087,441978.0,Örebro HK,away,0.4,0.0,0.6,0.2222222222222222,0.25925925925925924,0.5185185185185185,1.8,2.6,1.96,1.75
2019-12-19,Frölunda HC  - Luleå HF,1 - 0,shl,2019/20,441979.0,Frölunda HC,Luleå HF,1.0,0.0,home,441979.0,Frölunda HC,home,0.4,0.0,0.6,0.3859649122807017,0.2280701754385965,0.3859649122807017,2.2,2.8,1.88,2.230769230769231,441979.0,Luleå HF,away,0.6,0.2,0.2,0.3859649122807017,0.2280701754385965,0.3859649122807017,3.2,1.8,2.04,1.8333333333333333
2019-12-19,Linköping HC  - IK Oskarshamn,2 - 3,shl,2019/20,441980.0,Linköping HC,IK Oskarshamn,2.0,3.0,away,441980.0,Linköping HC,home,0.2,0.2,0.6,0.0,0.0,1.0,1.8,2.6,1.0833333333333333,1.5833333333333333,441980.0,IK Oskarshamn,away,0.0,0.0,1.0,1.0,0.0,0.0,0.8,2.8,0.8,0.38461538461538464
2019-12-19,IF Malmö Redhawks  - Djurgårdens IF,4 - 0,shl,2019/20,441981.0,IF Malmö Redhawks,Djurgårdens IF,4.0,0.0,home,441981.0,IF Malmö Redhawks,home,0.2,0.4,0.4,0.16,0.44,0.4,2.6,2.8,1.32,1.5384615384615383,441981.0,Djurgårdens IF,away,0.8,0.0,0.2,0.4,0.44,0.16,3.4,1.2,1.52,1.1666666666666667
2019-12-19,Rögle BK  - Växjö Lakers HC,1 - 2,shl,2019/20,441982.0,Rögle BK,Växjö Lakers HC,1.0,2.0,away,441982.0,Rögle BK,home,0.4,0.2,0.4,0.27586206896551724,0.10344827586206896,0.6206896551724138,2.8,2.8,1.68,1.75,441982.0,Växjö Lakers HC,away,0.6,0.2,0.2,0.6206896551724138,0.10344827586206896,0.27586206896551724,2.6,2.2,1.24,0.9166666666666666
2019-12-19,Skellefteå AIK  - HV 71,0 - 3,shl,2019/20,441983.0,Skellefteå AIK,HV 71,0.0,3.0,away,441983.0,Skellefteå AIK,home,0.4,0.2,0.4,0.4736842105263158,0.14035087719298245,0.3859649122807017,3.0,3.2,1.6,1.9166666666666667,441983.0,HV 71,away,0.6,0.0,0.4,0.3859649122807017,0.14035087719298245,0.4736842105263158,2.4,2.8,1.72,1.75
2019-12-19,Leksands IF  - Färjestad BK,3 - 4,shl,2019/20,441984.0,Leksands IF,Färjestad BK,3.0,4.0,away,441984.0,Leksands IF,home,0.4,0.0,0.6,0.3333333333333333,0.0,0.6666666666666666,2.2,2.4,0.92,1.25,441984.0,Färjestad BK,away,0.8,0.0,0.2,0.6666666666666666,0.0,0.3333333333333333,3.6,2.4,2.0416666666666665,1.6666666666666667
2019-12-21,IF Malmö Redhawks  - HV 71,1 - 0,shl,2019/20,442101.0,IF Malmö Redhawks,HV 71,1.0,0.0,home,442101.0,IF Malmö Redhawks,home,0.4,0.2,0.4,0.4444444444444444,0.2777777777777778,0.2777777777777778,2.8,2.0,1.3846153846153846,1.6428571428571428,442101.0,HV 71,away,0.6,0.0,0.4,0.2777777777777778,0.2777777777777778,0.4444444444444444,2.2,2.4,1.7692307692307692,1.8461538461538465
2019-12-26,Linköping HC  - IF Malmö Redhawks,2 - 3,shl,2019/20,441987.0,Linköping HC,IF Malmö Redhawks,2.0,3.0,draw,441987.0,Linköping HC,home,0.2,0.2,0.6,0.5,0.2777777777777778,0.2222222222222222,2.0,2.4,1.04,1.4615384615384617,441987.0,IF Malmö Redhawks,away,0.6,0.2,0.2,0.2222222222222222,0.2777777777777778,0.5,2.4,1.2,1.4444444444444444,1.0833333333333333
2019-12-26,Rögle BK  - Färjestad BK,1 - 0,shl,2019/20,441989.0,Rögle BK,Färjestad BK,1.0,0.0,draw,441989.0,Rögle BK,home,0.4,0.2,0.4,0.2727272727272727,0.21212121212121213,0.5151515151515151,2.6,2.2,1.6153846153846154,1.6153846153846154,441989.0,Färjestad BK,away,1.0,0.0,0.0,0.5151515151515151,0.21212121212121213,0.2727272727272727,4.0,2.4,2.08,1.7692307692307692
2019-12-26,HV 71  - Leksands IF,3 - 2,shl,2019/20,442000.0,HV 71,Leksands IF,3.0,2.0,draw,442000.0,HV 71,home,0.4,0.0,0.6,0.5625,0.1875,0.25,1.6,2.2,1.7037037037037035,1.6923076923076923,442000.0,Leksands IF,away,0.4,0.0,0.6,0.25,0.1875,0.5625,2.8,2.8,0.8846153846153846,0.6153846153846154
2019-12-26,Brynäs IF  - IK Oskarshamn,3 - 4,shl,2019/20,441985.0,Brynäs IF,IK Oskarshamn,3.0,4.0,draw,441985.0,Brynäs IF,home,0.2,0.2,0.6,0.5,0.5,0.0,2.0,3.4,1.2692307692307692,2.0,441985.0,IK Oskarshamn,away,0.2,0.0,0.8,0.0,0.5,0.5,1.2,2.4,0.8846153846153846,0.5714285714285714
2019-12-26,Skellefteå AIK  - Örebro HK,7 - 0,shl,2019/20,441990.0,Skellefteå AIK,Örebro HK,7.0,0.0,home,441990.0,Skellefteå AIK,home,0.4,0.2,0.4,0.3928571428571429,0.32142857142857145,0.2857142857142857,2.6,3.0,1.5384615384615383,1.7692307692307692,441990.0,Örebro HK,away,0.4,0.0,0.6,0.2857142857142857,0.32142857142857145,0.3928571428571429,1.8,2.2,1.8846153846153848,1.6153846153846154
2019-12-26,Växjö Lakers HC  - Djurgårdens IF,5 - 0,shl,2019/20,441991.0,Växjö Lakers HC,Djurgårdens IF,5.0,0.0,home,441991.0,Växjö Lakers HC,home,0.8,0.2,0.0,0.21428571428571427,0.35714285714285715,0.42857142857142855,2.6,1.6,1.3076923076923077,1.5384615384615383,441991.0,Djurgårdens IF,away,0.6,0.0,0.4,0.42857142857142855,0.35714285714285715,0.21428571428571427,2.8,1.6,1.4615384615384617,1.0769230769230769
2019-12-26,Luleå HF  - Frölunda HC,3 - 2,shl,2019/20,442002.0,Luleå HF,Frölunda HC,3.0,2.0,home,442002.0,Luleå HF,home,0.4,0.2,0.4,0.3793103448275862,0.2241379310344828,0.3965517241379311,2.4,1.8,1.9615384615384612,2.230769230769231,442002.0,Frölunda HC,away,0.4,0.0,0.6,0.3965517241379311,0.2241379310344828,0.3793103448275862,1.6,2.6,1.9230769230769231,1.5
2019-12-28,Djurgårdens IF  - Skellefteå AIK,3 - 1,shl,2019/20,441992.0,Djurgårdens IF,Skellefteå AIK,3.0,1.0,home,441992.0,Djurgårdens IF,home,0.4,0.0,0.6,0.4166666666666667,0.25,0.3333333333333333,2.4,2.6,1.4074074074074074,1.8461538461538465,441992.0,Skellefteå AIK,away,0.4,0.2,0.4,0.3333333333333333,0.25,0.4166666666666667,3.2,2.4,1.5925925925925926,1.3076923076923077
2019-12-28,Färjestad BK  - Luleå HF,2 - 3,shl,2019/20,441993.0,Färjestad BK,Luleå HF,2.0,3.0,away,441993.0,Färjestad BK,home,0.8,0.2,0.0,0.5172413793103449,0.1724137931034483,0.3103448275862069,3.2,2.2,2.0384615384615383,2.4166666666666665,441993.0,Luleå HF,away,0.4,0.2,0.4,0.3103448275862069,0.1724137931034483,0.5172413793103449,2.4,2.0,2.0,1.6923076923076923
2019-12-28,Frölunda HC  - Växjö Lakers HC,4 - 0,shl,2019/20,441994.0,Frölunda HC,Växjö Lakers HC,4.0,0.0,home,441994.0,Frölunda HC,home,0.4,0.0,0.6,0.34210526315789475,0.3157894736842105,0.34210526315789475,1.8,2.4,1.851851851851852,2.2857142857142856,441994.0,Växjö Lakers HC,away,0.8,0.2,0.0,0.34210526315789475,0.3157894736842105,0.34210526315789475,3.2,1.4,1.3703703703703705,1.0769230769230769
2019-12-28,IF Malmö Redhawks  - Rögle BK,1 - 4,shl,2019/20,441995.0,IF Malmö Redhawks,Rögle BK,1.0,4.0,away,441995.0,IF Malmö Redhawks,home,0.6,0.4,0.0,0.4324324324324325,0.2432432432432433,0.32432432432432434,2.4,0.8,1.4642857142857142,1.7333333333333334,441995.0,Rögle BK,away,0.4,0.2,0.4,0.32432432432432434,0.2432432432432433,0.4324324324324325,2.0,1.6,1.6296296296296295,1.6153846153846154
2019-12-28,Örebro HK  - HV 71,2 - 4,shl,2019/20,441997.0,Örebro HK,HV 71,2.0,4.0,away,441997.0,Örebro HK,home,0.4,0.0,0.6,0.42857142857142855,0.10714285714285714,0.4642857142857143,1.4,2.6,1.8148148148148149,2.1538461538461537,441997.0,HV 71,away,0.4,0.2,0.4,0.4642857142857143,0.10714285714285714,0.42857142857142855,2.2,1.8,1.7142857142857142,1.7142857142857142
2019-12-28,IK Oskarshamn  - Linköping HC,3 - 2,shl,2019/20,441996.0,IK Oskarshamn,Linköping HC,3.0,2.0,draw,441996.0,IK Oskarshamn,home,0.2,0.2,0.6,1.0,0.0,0.0,1.8,2.6,0.925925925925926,1.25,441996.0,Linköping HC,away,0.2,0.4,0.4,0.0,0.0,1.0,2.2,2.4,1.0384615384615383,0.5833333333333334
2019-12-28,Leksands IF  - Brynäs IF,4 - 2,shl,2019/20,441998.0,Leksands IF,Brynäs IF,4.0,2.0,home,441998.0,Leksands IF,home,0.2,0.2,0.6,0.4375,0.125,0.4375,2.6,3.0,0.8888888888888888,1.1538461538461535,441998.0,Brynäs IF,away,0.2,0.4,0.4,0.4375,0.125,0.4375,2.2,3.6,1.2592592592592593,0.6428571428571429
2019-12-30,HV 71  - Frölunda HC,1 - 2,shl,2019/20,441986.0,HV 71,Frölunda HC,1.0,2.0,away,441986.0,HV 71,home,0.4,0.2,0.4,0.4137931034482759,0.27586206896551724,0.3103448275862069,2.2,1.8,1.7586206896551724,1.7142857142857142,441986.0,Frölunda HC,away,0.4,0.0,0.6,0.3103448275862069,0.27586206896551724,0.4137931034482759,2.2,2.2,1.8928571428571428,1.3846153846153846
2019-12-30,Luleå HF  - Leksands IF,2 - 0,shl,2019/20,441988.0,Luleå HF,Leksands IF,2.0,0.0,home,441988.0,Luleå HF,home,0.4,0.2,0.4,0.5625,0.3125,0.125,2.2,2.4,2.0357142857142856,2.2857142857142856,441988.0,Leksands IF,away,0.2,0.2,0.6,0.125,0.3125,0.5625,2.6,3.2,0.9642857142857144,0.6428571428571429
2019-12-30,Brynäs IF  - IF Malmö Redhawks,2 - 3,shl,2019/20,441999.0,Brynäs IF,IF Malmö Redhawks,2.0,3.0,away,441999.0,Brynäs IF,home,0.2,0.4,0.4,0.4444444444444444,0.1111111111111111,0.4444444444444444,2.2,3.6,1.2142857142857142,1.9230769230769231,441999.0,IF Malmö Redhawks,away,0.6,0.2,0.2,0.4444444444444444,0.1111111111111111,0.4444444444444444,2.6,1.4,1.4137931034482758,1.1538461538461535
2019-12-30,Linköping HC  - Örebro HK,1 - 2,shl,2019/20,442001.0,Linköping HC,Örebro HK,1.0,2.0,away,442001.0,Linköping HC,home,0.2,0.6,0.2,0.21428571428571427,0.42857142857142855,0.35714285714285715,2.4,2.4,1.037037037037037,1.4285714285714286,442001.0,Örebro HK,away,0.4,0.0,0.6,0.35714285714285715,0.42857142857142855,0.21428571428571427,1.8,3.0,1.75,1.5
2019-12-30,Rögle BK  - Djurgårdens IF,3 - 1,shl,2019/20,442003.0,Rögle BK,Djurgårdens IF,3.0,1.0,home,442003.0,Rögle BK,home,0.6,0.2,0.2,0.21875,0.25,0.53125,2.4,1.2,1.6785714285714286,1.6428571428571428,442003.0,Djurgårdens IF,away,0.4,0.0,0.6,0.53125,0.25,0.21875,2.0,2.4,1.4642857142857142,1.0
2019-12-30,Skellefteå AIK  - Färjestad BK,5 - 1,shl,2019/20,442004.0,Skellefteå AIK,Färjestad BK,5.0,1.0,home,442004.0,Skellefteå AIK,home,0.4,0.2,0.4,0.4137931034482759,0.2413793103448276,0.3448275862068966,2.8,2.0,1.5357142857142858,1.8571428571428568,442004.0,Färjestad BK,away,0.6,0.2,0.2,0.3448275862068966,0.2413793103448276,0.4137931034482759,2.8,2.6,1.9629629629629632,1.7142857142857142
2019-12-30,Växjö Lakers HC  - IK Oskarshamn,3 - 1,shl,2019/20,442005.0,Växjö Lakers HC,IK Oskarshamn,3.0,1.0,home,442005.0,Växjö Lakers HC,home,0.6,0.2,0.2,0.625,0.0625,0.3125,2.8,2.2,1.3214285714285714,1.6428571428571428,442005.0,IK Oskarshamn,away,0.2,0.4,0.4,0.3125,0.0625,0.625,2.2,2.2,0.9642857142857144,0.6666666666666666
2020-01-02,Färjestad BK  - Linköping HC,3 - 1,shl,2019/20,441972.0,Färjestad BK,Linköping HC,3.0,1.0,home,441972.0,Färjestad BK,home,0.4,0.2,0.4,0.3684210526315789,0.2807017543859649,0.3508771929824561,2.2,3.0,1.8928571428571428,2.230769230769231,441972.0,Linköping HC,away,0.0,0.6,0.4,0.3508771929824561,0.2807017543859649,0.3684210526315789,1.6,2.2,1.0,0.6153846153846154
2020-01-04,Frölunda HC  - Rögle BK,1 - 2,shl,2019/20,442006.0,Frölunda HC,Rögle BK,1.0,2.0,away,442006.0,Frölunda HC,home,0.6,0.0,0.4,0.6060606060606061,0.15151515151515152,0.24242424242424246,2.2,1.6,1.9310344827586208,2.333333333333333,442006.0,Rögle BK,away,0.6,0.2,0.2,0.24242424242424246,0.15151515151515152,0.6060606060606061,2.2,1.0,1.7241379310344829,1.7142857142857142
2020-01-04,Luleå HF  - Linköping HC,3 - 2,shl,2019/20,442008.0,Luleå HF,Linköping HC,3.0,2.0,draw,442008.0,Luleå HF,home,0.6,0.2,0.2,0.4827586206896552,0.20689655172413796,0.3103448275862069,2.0,1.6,2.0689655172413794,2.333333333333333,442008.0,Linköping HC,away,0.0,0.4,0.6,0.3103448275862069,0.20689655172413796,0.4827586206896552,1.6,2.8,0.9655172413793104,0.5714285714285714
2020-01-04,Växjö Lakers HC  - Brynäs IF,3 - 1,shl,2019/20,442012.0,Växjö Lakers HC,Brynäs IF,3.0,1.0,home,442012.0,Växjö Lakers HC,home,0.8,0.0,0.2,0.42105263157894735,0.2368421052631579,0.34210526315789475,2.8,1.6,1.3793103448275863,1.7333333333333334,442012.0,Brynäs IF,away,0.2,0.2,0.6,0.34210526315789475,0.2368421052631579,0.42105263157894735,1.8,3.6,1.1724137931034482,0.6
2020-01-04,IF Malmö Redhawks  - Örebro HK,2 - 3,shl,2019/20,442009.0,IF Malmö Redhawks,Örebro HK,2.0,3.0,draw,442009.0,IF Malmö Redhawks,home,0.6,0.2,0.2,0.4117647058823529,0.29411764705882354,0.29411764705882354,2.4,1.6,1.4666666666666666,1.625,442009.0,Örebro HK,away,0.4,0.0,0.6,0.29411764705882354,0.29411764705882354,0.4117647058823529,1.8,3.2,1.7931034482758617,1.6
2020-01-04,IK Oskarshamn  - Djurgårdens IF,2 - 4,shl,2019/20,442010.0,IK Oskarshamn,Djurgårdens IF,2.0,4.0,away,442010.0,IK Oskarshamn,home,0.2,0.4,0.4,0.3,0.2,0.5,2.4,2.4,0.9310344827586208,1.3076923076923077,442010.0,Djurgårdens IF,away,0.4,0.0,0.6,0.5,0.2,0.3,2.0,2.6,1.4137931034482758,0.9333333333333332
2020-01-04,Leksands IF  - Skellefteå AIK,0 - 3,shl,2019/20,442011.0,Leksands IF,Skellefteå AIK,0.0,3.0,away,442011.0,Leksands IF,home,0.2,0.2,0.6,0.125,0.0625,0.8125,2.2,3.0,0.9310344827586208,1.2857142857142858,442011.0,Skellefteå AIK,away,0.4,0.2,0.4,0.8125,0.0625,0.125,3.2,1.8,1.5862068965517242,1.2142857142857142
2020-01-09,Brynäs IF  - Rögle BK,5 - 2,shl,2019/20,442085.0,Brynäs IF,Rögle BK,5.0,2.0,home,442085.0,Brynäs IF,home,0.2,0.2,0.6,0.4545454545454545,0.24242424242424246,0.30303030303030304,2.0,3.0,1.1333333333333333,1.7857142857142858,442085.0,Rögle BK,away,0.6,0.2,0.2,0.30303030303030304,0.24242424242424246,0.4545454545454545,2.2,1.0,1.7666666666666666,1.8
2020-01-09,Djurgårdens IF  - HV 71,5 - 3,shl,2019/20,442086.0,Djurgårdens IF,HV 71,5.0,3.0,home,442086.0,Djurgårdens IF,home,0.4,0.0,0.6,0.22916666666666666,0.3125,0.4583333333333333,1.6,3.0,1.4666666666666666,1.9285714285714288,442086.0,HV 71,away,0.4,0.2,0.4,0.4583333333333333,0.3125,0.22916666666666666,2.2,1.4,1.7,1.8
2020-01-09,Färjestad BK  - IF Malmö Redhawks,5 - 1,shl,2019/20,442087.0,Färjestad BK,IF Malmö Redhawks,5.0,1.0,home,442087.0,Färjestad BK,home,0.4,0.2,0.4,0.4444444444444444,0.2777777777777778,0.2777777777777778,2.0,2.6,1.9310344827586208,2.2857142857142856,442087.0,IF Malmö Redhawks,away,0.4,0.4,0.2,0.2777777777777778,0.2777777777777778,0.4444444444444444,2.0,2.2,1.4516129032258065,1.2857142857142858
2020-01-09,IK Oskarshamn  - Luleå HF,4 - 2,shl,2019/20,442088.0,IK Oskarshamn,Luleå HF,4.0,2.0,home,442088.0,IK Oskarshamn,home,0.2,0.4,0.4,0.0,0.0,1.0,2.6,2.8,0.9,1.2142857142857142,442088.0,Luleå HF,away,0.6,0.2,0.2,1.0,0.0,0.0,2.2,1.4,2.066666666666667,1.7857142857142858
2020-01-09,Örebro HK  - Växjö Lakers HC,2 - 1,shl,2019/20,442089.0,Örebro HK,Växjö Lakers HC,2.0,1.0,home,442089.0,Örebro HK,home,0.2,0.2,0.6,0.3611111111111111,0.25,0.3888888888888889,1.6,3.2,1.8,2.0,442089.0,Växjö Lakers HC,away,0.8,0.0,0.2,0.3888888888888889,0.25,0.3611111111111111,2.6,1.4,1.4333333333333331,1.0
2020-01-09,Skellefteå AIK  - Frölunda HC,4 - 2,shl,2019/20,442090.0,Skellefteå AIK,Frölunda HC,4.0,2.0,home,442090.0,Skellefteå AIK,home,0.6,0.0,0.4,0.3620689655172414,0.13793103448275862,0.5,3.2,1.4,1.6333333333333333,1.9333333333333331,442090.0,Frölunda HC,away,0.6,0.0,0.4,0.5,0.13793103448275862,0.3620689655172414,2.0,1.2,1.8666666666666667,1.5
2020-01-09,Leksands IF  - Linköping HC,3 - 2,shl,2019/20,442091.0,Leksands IF,Linköping HC,3.0,2.0,draw,442091.0,Leksands IF,home,0.2,0.2,0.6,0.125,0.125,0.75,1.8,2.8,0.9,1.2,442091.0,Linköping HC,away,0.0,0.6,0.4,0.75,0.125,0.125,1.6,2.8,0.9666666666666668,0.6
2020-01-11,Färjestad BK  - IK Oskarshamn,5 - 1,shl,2019/20,442092.0,Färjestad BK,IK Oskarshamn,5.0,1.0,home,442092.0,Färjestad BK,home,0.4,0.2,0.4,0.5,0.0,0.5,2.2,2.2,1.9666666666666663,2.333333333333333,442092.0,IK Oskarshamn,away,0.2,0.4,0.4,0.5,0.0,0.5,2.8,2.8,0.967741935483871,0.625
