,date,game,score,periodscore,spectators,schedule_id,game_id,league,season,home,away,score_home,score_away,p1score,p2score,p3score,p4score,p5score,p1score_home,p1score_away,p2score_home,p2score_away,p3score_home,p3score_away,p4score_home,p4score_away,p5score_home,p5score_away,result,result_p1,result_p2,result_p3,result_p4,result_p5
8938,2009-11-08 ,Örebro HK  - IF Björklöven,4 - 3,"1-2, 0-1, 2-0, 0-0, 1-0",1183.0,9301,1960.0,allsvenskan,2009/10,Örebro HK,IF Björklöven,4.0,3.0,1-2, 0-1, 2-0, 0-0, 1-0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,draw,away,away,home,draw,home
8939,2009-11-09 ,A I K IF  - Almtuna IS,3 - 1,"1-0, 1-1, 1-0",1053.0,9301,1961.0,allsvenskan,2009/10,AIK,Almtuna IS,3.0,1.0,1-0, 1-1, 1-0,,,1.0,0.0,1.0,1.0,1.0,0.0,,,,,home,home,draw,home,,
8940,2009-11-10 ,Växjö Lakers HC  - IF Troja/Ljungby,3 - 1,"0-0, 2-1, 1-0",3444.0,9301,1962.0,allsvenskan,2009/10,Växjö Lakers HC,IF Troja/Ljungby,3.0,1.0,0-0, 2-1, 1-0,,,0.0,0.0,2.0,1.0,1.0,0.0,,,,,home,draw,home,home,,
8941,2009-11-10 ,IK Oskarshamn  - IF Björklöven,2 - 3,"1-0, 1-0, 0-2, 0-0, 0-1",1877.0,9301,1963.0,allsvenskan,2009/10,IK Oskarshamn,IF Björklöven,2.0,3.0,1-0, 1-0, 0-2, 0-0, 0-1,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,draw,home,home,away,draw,away
8942,2009-11-11 ,Bofors IK  - IF Sundsvall Hockey,4 - 0,"0-0, 2-0, 2-0",1721.0,9301,1964.0,allsvenskan,2009/10,Bofors IK,IF Sundsvall Hockey,4.0,0.0,0-0, 2-0, 2-0,,,0.0,0.0,2.0,0.0,2.0,0.0,,,,,home,draw,home,home,,
8943,2009-11-11 ,VIK Västerås HK  - Örebro HK,6 - 1,"3-0, 1-0, 2-1",3041.0,9301,1965.0,allsvenskan,2009/10,Västerås IK,Örebro HK,6.0,1.0,3-0, 1-0, 2-1,,,3.0,0.0,1.0,0.0,2.0,1.0,,,,,home,home,home,home,,
8944,2009-11-11 ,Almtuna IS  - IF Malmö Redhawks,2 - 0,"0-0, 2-0, 0-0",1658.0,9301,1966.0,allsvenskan,2009/10,Almtuna IS,IF Malmö Redhawks,2.0,0.0,0-0, 2-0, 0-0,,,0.0,0.0,2.0,0.0,0.0,0.0,,,,,home,draw,home,draw,,
8945,2009-11-11 ,Leksands IF  - A I K IF,5 - 4,"2-0, 2-3, 0-1, 0-0, 1-0",5645.0,9301,1967.0,allsvenskan,2009/10,Leksands IF,AIK,5.0,4.0,2-0, 2-3, 0-1, 0-0, 1-0,2.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,draw,home,away,away,draw,home
8946,2009-11-11 ,Borås HC  - Mora IK,5 - 4,"0-1, 4-2, 0-1, 1-0",1754.0,9301,1968.0,allsvenskan,2009/10,Borås HC,Mora IK,5.0,4.0,0-1, 4-2, 0-1, 1-0,,0.0,1.0,4.0,2.0,0.0,1.0,1.0,0.0,,,draw,away,home,away,home,
8947,2009-11-13 ,IF Sundsvall Hockey  - Växjö Lakers HC,2 - 4,"1-1, 1-1, 0-2",835.0,9301,1969.0,allsvenskan,2009/10,IF Sundsvall Hockey,Växjö Lakers HC,2.0,4.0,1-1, 1-1, 0-2,,,1.0,1.0,1.0,1.0,0.0,2.0,,,,,away,draw,draw,away,,
8948,2009-11-13 ,IF Troja/Ljungby  - VIK Västerås HK,2 - 1,"1-0, 0-0, 1-1",1456.0,9301,1970.0,allsvenskan,2009/10,IF Troja/Ljungby,Västerås IK,2.0,1.0,1-0, 0-0, 1-1,,,1.0,0.0,0.0,0.0,1.0,1.0,,,,,home,home,draw,draw,,
8949,2009-11-13 ,Örebro HK  - IK Oskarshamn,5 - 1,"2-1, 2-0, 1-0",907.0,9301,1971.0,allsvenskan,2009/10,Örebro HK,IK Oskarshamn,5.0,1.0,2-1, 2-0, 1-0,,,2.0,1.0,2.0,0.0,1.0,0.0,,,,,home,home,home,home,,
8950,2009-11-13 ,IF Björklöven  - Almtuna IS,0 - 4,"0-1, 0-1, 0-2",3927.0,9301,1972.0,allsvenskan,2009/10,IF Björklöven,Almtuna IS,0.0,4.0,0-1, 0-1, 0-2,,,0.0,1.0,0.0,1.0,0.0,2.0,,,,,away,away,away,away,,
8951,2009-11-13 ,IF Malmö Redhawks  - Leksands IF,4 - 2,"1-0, 0-0, 3-2",12504.0,9301,1973.0,allsvenskan,2009/10,IF Malmö Redhawks,Leksands IF,4.0,2.0,1-0, 0-0, 3-2,,,1.0,0.0,0.0,0.0,3.0,2.0,,,,,home,home,draw,home,,
8952,2009-11-14 ,Mora IK  - Bofors IK,2 - 5,"1-0, 1-2, 0-3",2349.0,9301,1974.0,allsvenskan,2009/10,Mora IK,Bofors IK,2.0,5.0,1-0, 1-2, 0-3,,,1.0,0.0,1.0,2.0,0.0,3.0,,,,,away,home,away,away,,
8953,2009-11-15 ,A I K IF  - Borås HC,5 - 0,"2-0, 2-0, 1-0",1124.0,9301,1975.0,allsvenskan,2009/10,AIK,Borås HC,5.0,0.0,2-0, 2-0, 1-0,,,2.0,0.0,2.0,0.0,1.0,0.0,,,,,home,home,home,home,,
8954,2009-11-17 ,Leksands IF  - IF Björklöven,4 - 0,"1-0, 1-0, 2-0",4005.0,9301,1976.0,allsvenskan,2009/10,Leksands IF,IF Björklöven,4.0,0.0,1-0, 1-0, 2-0,,,1.0,0.0,1.0,0.0,2.0,0.0,,,,,home,home,home,home,,
8955,2009-11-18 ,Bofors IK  - A I K IF,0 - 2,"0-0, 0-0, 0-2",3003.0,9301,1977.0,allsvenskan,2009/10,Bofors IK,AIK,0.0,2.0,0-0, 0-0, 0-2,,,0.0,0.0,0.0,0.0,0.0,2.0,,,,,away,draw,draw,away,,
8956,2009-11-18 ,Växjö Lakers HC  - Mora IK,8 - 0,"0-0, 4-0, 4-0",2132.0,9301,1978.0,allsvenskan,2009/10,Växjö Lakers HC,Mora IK,8.0,0.0,0-0, 4-0, 4-0,,,0.0,0.0,4.0,0.0,4.0,0.0,,,,,home,draw,home,home,,
8957,2009-11-18 ,VIK Västerås HK  - IF Sundsvall Hockey,1 - 2,"1-1, 0-1, 0-0",2079.0,9301,1979.0,allsvenskan,2009/10,Västerås IK,IF Sundsvall Hockey,1.0,2.0,1-1, 0-1, 0-0,,,1.0,1.0,0.0,1.0,0.0,0.0,,,,,away,draw,away,draw,,
8958,2009-11-18 ,IF Troja/Ljungby  - Örebro HK,3 - 4,"1-0, 0-3, 2-0, 0-0, 0-1",1293.0,9301,1980.0,allsvenskan,2009/10,IF Troja/Ljungby,Örebro HK,3.0,4.0,1-0, 0-3, 2-0, 0-0, 0-1,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,draw,home,away,home,draw,away
8959,2009-11-18 ,Almtuna IS  - IK Oskarshamn,3 - 2,"0-0, 3-0, 0-2",1305.0,9301,1981.0,allsvenskan,2009/10,Almtuna IS,IK Oskarshamn,3.0,2.0,0-0, 3-0, 0-2,,,0.0,0.0,3.0,0.0,0.0,2.0,,,,,home,draw,home,away,,
8960,2009-11-18 ,Borås HC  - IF Malmö Redhawks,3 - 4,"1-3, 2-0, 0-0, 0-1",1628.0,9301,1982.0,allsvenskan,2009/10,Borås HC,IF Malmö Redhawks,3.0,4.0,1-3, 2-0, 0-0, 0-1,,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,,,draw,away,home,draw,away,
8961,2009-11-20 ,IF Malmö Redhawks  - Bofors IK,6 - 2,"0-0, 4-0, 2-2",5270.0,9301,1983.0,allsvenskan,2009/10,IF Malmö Redhawks,Bofors IK,6.0,2.0,0-0, 4-0, 2-2,,,0.0,0.0,4.0,0.0,2.0,2.0,,,,,home,draw,home,draw,,
8962,2009-11-20 ,IF Sundsvall Hockey  - IF Troja/Ljungby,2 - 1,"1-0, 0-0, 1-1",805.0,9301,1984.0,allsvenskan,2009/10,IF Sundsvall Hockey,IF Troja/Ljungby,2.0,1.0,1-0, 0-0, 1-1,,,1.0,0.0,0.0,0.0,1.0,1.0,,,,,home,home,draw,draw,,
8963,2009-11-20 ,Örebro HK  - Almtuna IS,3 - 4,"0-1, 2-2, 1-1",1050.0,9301,1985.0,allsvenskan,2009/10,Örebro HK,Almtuna IS,3.0,4.0,0-1, 2-2, 1-1,,,0.0,1.0,2.0,2.0,1.0,1.0,,,,,away,away,draw,draw,,
8964,2009-11-20 ,IK Oskarshamn  - Leksands IF,0 - 2,"0-1, 0-0, 0-1",2627.0,9301,1986.0,allsvenskan,2009/10,IK Oskarshamn,Leksands IF,0.0,2.0,0-1, 0-0, 0-1,,,0.0,1.0,0.0,0.0,0.0,1.0,,,,,away,away,draw,away,,
8965,2009-11-20 ,IF Björklöven  - Borås HC,0 - 1,"0-1, 0-0, 0-0",1977.0,9301,1987.0,allsvenskan,2009/10,IF Björklöven,Borås HC,0.0,1.0,0-1, 0-0, 0-0,,,0.0,1.0,0.0,0.0,0.0,0.0,,,,,away,away,draw,draw,,
8966,2009-11-21 ,Mora IK  - VIK Västerås HK,3 - 2,"1-0, 1-0, 0-2, 0-0, 1-0",1957.0,9301,1988.0,allsvenskan,2009/10,Mora IK,Västerås IK,3.0,2.0,1-0, 1-0, 0-2, 0-0, 1-0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,draw,home,home,away,draw,home
8967,2009-11-22 ,A I K IF  - Växjö Lakers HC,0 - 2,"0-2, 0-0, 0-0",3517.0,9301,1989.0,allsvenskan,2009/10,AIK,Växjö Lakers HC,0.0,2.0,0-2, 0-0, 0-0,,,0.0,2.0,0.0,0.0,0.0,0.0,,,,,away,away,draw,draw,,
8968,2009-11-25 ,Bofors IK  - IF Björklöven,1 - 2,"0-1, 1-0, 0-0, 0-0, 0-1",1782.0,9301,2290.0,allsvenskan,2009/10,Bofors IK,IF Björklöven,1.0,2.0,0-1, 1-0, 0-0, 0-0, 0-1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,draw,away,home,draw,draw,away
8969,2009-11-25 ,Växjö Lakers HC  - IF Malmö Redhawks,2 - 1,"0-0, 1-1, 0-0, 1-0",3300.0,9301,2291.0,allsvenskan,2009/10,Växjö Lakers HC,IF Malmö Redhawks,2.0,1.0,0-0, 1-1, 0-0, 1-0,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,,draw,draw,draw,draw,home,
8970,2009-11-25 ,VIK Västerås HK  - A I K IF,1 - 5,"0-2, 1-0, 0-3",3027.0,9301,2292.0,allsvenskan,2009/10,Västerås IK,AIK,1.0,5.0,0-2, 1-0, 0-3,,,0.0,2.0,1.0,0.0,0.0,3.0,,,,,away,away,home,away,,
8971,2009-11-25 ,IF Troja/Ljungby  - Mora IK,1 - 6,"0-4, 0-2, 1-0",1355.0,9301,2293.0,allsvenskan,2009/10,IF Troja/Ljungby,Mora IK,1.0,6.0,0-4, 0-2, 1-0,,,0.0,4.0,0.0,2.0,1.0,0.0,,,,,away,away,away,home,,
8972,2009-11-25 ,IF Sundsvall Hockey  - Örebro HK,5 - 4,"2-1, 3-0, 0-3",1020.0,9301,2294.0,allsvenskan,2009/10,IF Sundsvall Hockey,Örebro HK,5.0,4.0,2-1, 3-0, 0-3,,,2.0,1.0,3.0,0.0,0.0,3.0,,,,,home,home,home,away,,
8973,2009-11-25 ,Leksands IF  - Almtuna IS,2 - 0,"1-0, 1-0, 0-0",3921.0,9301,2295.0,allsvenskan,2009/10,Leksands IF,Almtuna IS,2.0,0.0,1-0, 1-0, 0-0,,,1.0,0.0,1.0,0.0,0.0,0.0,,,,,home,home,home,draw,,
8974,2009-11-25 ,Borås HC  - IK Oskarshamn,4 - 3,"2-2, 2-0, 0-1",1428.0,9301,2296.0,allsvenskan,2009/10,Borås HC,IK Oskarshamn,4.0,3.0,2-2, 2-0, 0-1,,,2.0,2.0,2.0,0.0,0.0,1.0,,,,,home,draw,home,away,,
8975,2009-11-14 ,IF Björklöven  - Växjö Lakers HC,5 - 4,"2-1, 1-2, 1-1, 1-0",3521.0,9301,2297.0,allsvenskan,2009/10,IF Björklöven,Växjö Lakers HC,5.0,4.0,2-1, 1-2, 1-1, 1-0,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,,,draw,home,away,draw,home,
8976,2009-11-15 ,IF Malmö Redhawks  - VIK Västerås HK,3 - 2,"2-0, 0-1, 1-1",4516.0,9301,2302.0,allsvenskan,2009/10,IF Malmö Redhawks,Västerås IK,3.0,2.0,2-0, 0-1, 1-1,,,2.0,0.0,0.0,1.0,1.0,1.0,,,,,home,home,away,draw,,
8977,2009-11-27 ,IK Oskarshamn  - Bofors IK,2 - 3,"0-0, 2-0, 0-3",2873.0,9301,2303.0,allsvenskan,2009/10,IK Oskarshamn,Bofors IK,2.0,3.0,0-0, 2-0, 0-3,,,0.0,0.0,2.0,0.0,0.0,3.0,,,,,away,draw,home,away,,
8978,2009-11-27 ,A I K IF  - IF Troja/Ljungby,8 - 0,"2-0, 3-0, 3-0",1724.0,9301,2304.0,allsvenskan,2009/10,AIK,IF Troja/Ljungby,8.0,0.0,2-0, 3-0, 3-0,,,2.0,0.0,3.0,0.0,3.0,0.0,,,,,home,home,home,home,,
8979,2009-11-27 ,Mora IK  - IF Sundsvall Hockey,3 - 0,"2-0, 0-0, 1-0",1730.0,9301,2305.0,allsvenskan,2009/10,Mora IK,IF Sundsvall Hockey,3.0,0.0,2-0, 0-0, 1-0,,,2.0,0.0,0.0,0.0,1.0,0.0,,,,,home,home,draw,home,,
8980,2009-11-27 ,Örebro HK  - Leksands IF,5 - 8,"3-3, 1-3, 1-2",3185.0,9301,2306.0,allsvenskan,2009/10,Örebro HK,Leksands IF,5.0,8.0,3-3, 1-3, 1-2,,,3.0,3.0,1.0,3.0,1.0,2.0,,,,,away,draw,away,away,,
8981,2009-11-27 ,Almtuna IS  - Borås HC,5 - 3,"3-1, 1-1, 1-1",1325.0,9301,2307.0,allsvenskan,2009/10,Almtuna IS,Borås HC,5.0,3.0,3-1, 1-1, 1-1,,,3.0,1.0,1.0,1.0,1.0,1.0,,,,,home,home,draw,draw,,
8982,2009-11-29 ,Bofors IK  - Almtuna IS,2 - 0,"0-0, 1-0, 1-0",1608.0,9301,2308.0,allsvenskan,2009/10,Bofors IK,Almtuna IS,2.0,0.0,0-0, 1-0, 1-0,,,0.0,0.0,1.0,0.0,1.0,0.0,,,,,home,draw,home,home,,
8983,2009-11-29 ,Växjö Lakers HC  - IK Oskarshamn,2 - 1,"1-0, 1-1, 0-0",2205.0,9301,2309.0,allsvenskan,2009/10,Växjö Lakers HC,IK Oskarshamn,2.0,1.0,1-0, 1-1, 0-0,,,1.0,0.0,1.0,1.0,0.0,0.0,,,,,home,home,draw,draw,,
8984,2009-11-29 ,VIK Västerås HK  - IF Björklöven,3 - 2,"0-1, 2-0, 0-1, 0-0, 1-0",1645.0,9301,2310.0,allsvenskan,2009/10,Västerås IK,IF Björklöven,3.0,2.0,0-1, 2-0, 0-1, 0-0, 1-0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,draw,away,home,away,draw,home
8985,2009-11-29 ,IF Malmö Redhawks  - IF Troja/Ljungby,3 - 6,"1-1, 0-1, 2-4",4140.0,9301,2311.0,allsvenskan,2009/10,IF Malmö Redhawks,IF Troja/Ljungby,3.0,6.0,1-1, 0-1, 2-4,,,1.0,1.0,0.0,1.0,2.0,4.0,,,,,away,draw,away,away,,
8986,2009-11-29 ,IF Sundsvall Hockey  - A I K IF,4 - 3,"1-2, 1-1, 1-0, 0-0, 1-0",822.0,9301,2312.0,allsvenskan,2009/10,IF Sundsvall Hockey,AIK,4.0,3.0,1-2, 1-1, 1-0, 0-0, 1-0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,draw,away,draw,home,draw,home
8987,2009-11-29 ,Mora IK  - Örebro HK,6 - 4,"1-0, 1-2, 4-2",1650.0,9301,2313.0,allsvenskan,2009/10,Mora IK,Örebro HK,6.0,4.0,1-0, 1-2, 4-2,,,1.0,0.0,1.0,2.0,4.0,2.0,,,,,home,home,away,home,,
8988,2009-11-29 ,Borås HC  - Leksands IF,3 - 5,"1-1, 2-1, 0-3",2225.0,9301,2314.0,allsvenskan,2009/10,Borås HC,Leksands IF,3.0,5.0,1-1, 2-1, 0-3,,,1.0,1.0,2.0,1.0,0.0,3.0,,,,,away,draw,home,away,,
8989,2009-11-22 ,IF Björklöven  - IF Troja/Ljungby,2 - 3,"1-0, 1-2, 0-0, 0-0, 0-1",1780.0,9301,2315.0,allsvenskan,2009/10,IF Björklöven,IF Troja/Ljungby,2.0,3.0,1-0, 1-2, 0-0, 0-0, 0-1,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,draw,home,away,draw,draw,away
8990,2009-12-01 ,Almtuna IS  - Växjö Lakers HC,4 - 0,"1-0, 2-0, 1-0",1421.0,9301,2316.0,allsvenskan,2009/10,Almtuna IS,Växjö Lakers HC,4.0,0.0,1-0, 2-0, 1-0,,,1.0,0.0,2.0,0.0,1.0,0.0,,,,,home,home,home,home,,
8991,2009-12-02 ,Leksands IF  - Bofors IK,6 - 0,"0-0, 4-0, 2-0",4408.0,9301,2317.0,allsvenskan,2009/10,Leksands IF,Bofors IK,6.0,0.0,0-0, 4-0, 2-0,,,0.0,0.0,4.0,0.0,2.0,0.0,,,,,home,draw,home,home,,
8992,2009-12-02 ,IK Oskarshamn  - VIK Västerås HK,2 - 5,"0-1, 1-2, 1-2",1724.0,9301,2318.0,allsvenskan,2009/10,IK Oskarshamn,Västerås IK,2.0,5.0,0-1, 1-2, 1-2,,,0.0,1.0,1.0,2.0,1.0,2.0,,,,,away,away,away,away,,
8993,2009-12-02 ,IF Malmö Redhawks  - IF Sundsvall Hockey,3 - 1,"1-0, 0-0, 2-1",3919.0,9301,2319.0,allsvenskan,2009/10,IF Malmö Redhawks,IF Sundsvall Hockey,3.0,1.0,1-0, 0-0, 2-1,,,1.0,0.0,0.0,0.0,2.0,1.0,,,,,home,home,draw,home,,
8994,2009-12-02 ,A I K IF  - Mora IK,3 - 4,"0-0, 3-2, 0-1, 0-1",2017.0,9301,2320.0,allsvenskan,2009/10,AIK,Mora IK,3.0,4.0,0-0, 3-2, 0-1, 0-1,,0.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,,,draw,draw,home,away,away,
8995,2009-12-02 ,Örebro HK  - Borås HC,2 - 1,"0-0, 1-1, 1-0",1030.0,9301,2321.0,allsvenskan,2009/10,Örebro HK,Borås HC,2.0,1.0,0-0, 1-1, 1-0,,,0.0,0.0,1.0,1.0,1.0,0.0,,,,,home,draw,draw,home,,
8996,2009-12-04 ,Bofors IK  - Borås HC,7 - 3,"2-2, 4-1, 1-0",1522.0,9301,2322.0,allsvenskan,2009/10,Bofors IK,Borås HC,7.0,3.0,2-2, 4-1, 1-0,,,2.0,2.0,4.0,1.0,1.0,0.0,,,,,home,draw,home,home,,
8997,2009-12-04 ,VIK Västerås HK  - Almtuna IS,1 - 2,"0-1, 1-0, 0-0, 0-0, 0-1",1723.0,9301,2323.0,allsvenskan,2009/10,Västerås IK,Almtuna IS,1.0,2.0,0-1, 1-0, 0-0, 0-0, 0-1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,draw,away,home,draw,draw,away
8998,2009-12-04 ,IF Troja/Ljungby  - IK Oskarshamn,2 - 3,"0-1, 1-1, 1-1",1287.0,9301,2324.0,allsvenskan,2009/10,IF Troja/Ljungby,IK Oskarshamn,2.0,3.0,0-1, 1-1, 1-1,,,0.0,1.0,1.0,1.0,1.0,1.0,,,,,away,away,draw,draw,,
8999,2009-12-04 ,Mora IK  - IF Malmö Redhawks,3 - 2,"1-0, 1-1, 1-1",2519.0,9301,2325.0,allsvenskan,2009/10,Mora IK,IF Malmö Redhawks,3.0,2.0,1-0, 1-1, 1-1,,,1.0,0.0,1.0,1.0,1.0,1.0,,,,,home,home,draw,draw,,
9000,2009-12-05 ,Växjö Lakers HC  - Leksands IF,3 - 1,"0-0, 2-1, 1-0",3366.0,9301,2326.0,allsvenskan,2009/10,Växjö Lakers HC,Leksands IF,3.0,1.0,0-0, 2-1, 1-0,,,0.0,0.0,2.0,1.0,1.0,0.0,,,,,home,draw,home,home,,
9001,2009-12-05 ,IF Sundsvall Hockey  - IF Björklöven,1 - 3,"1-0, 0-2, 0-1",1125.0,9301,2327.0,allsvenskan,2009/10,IF Sundsvall Hockey,IF Björklöven,1.0,3.0,1-0, 0-2, 0-1,,,1.0,0.0,0.0,2.0,0.0,1.0,,,,,away,home,away,away,,
9002,2009-12-06 ,A I K IF  - Örebro HK,5 - 3,"3-1, 2-1, 0-1",1346.0,9301,2328.0,allsvenskan,2009/10,AIK,Örebro HK,5.0,3.0,3-1, 2-1, 0-1,,,3.0,1.0,2.0,1.0,0.0,1.0,,,,,home,home,home,away,,
9003,2009-12-08 ,Örebro HK  - Bofors IK,4 - 3,"0-1, 2-0, 1-2, 1-0",2673.0,9301,2329.0,allsvenskan,2009/10,Örebro HK,Bofors IK,4.0,3.0,0-1, 2-0, 1-2, 1-0,,0.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,,,draw,away,home,away,home,
9004,2009-12-08 ,IK Oskarshamn  - IF Sundsvall Hockey,3 - 2,"1-1, 1-0, 0-1, 0-0, 1-0",1487.0,9301,2330.0,allsvenskan,2009/10,IK Oskarshamn,IF Sundsvall Hockey,3.0,2.0,1-1, 1-0, 0-1, 0-0, 1-0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,draw,draw,home,away,draw,home
9005,2009-12-08 ,IF Malmö Redhawks  - A I K IF,2 - 3,"0-0, 1-1, 1-2",7672.0,9301,2331.0,allsvenskan,2009/10,IF Malmö Redhawks,AIK,2.0,3.0,0-0, 1-1, 1-2,,,0.0,0.0,1.0,1.0,1.0,2.0,,,,,away,draw,draw,away,,
9006,2009-12-09 ,Borås HC  - Växjö Lakers HC,2 - 3,"1-0, 1-2, 0-0, 0-0, 0-1",1510.0,9301,2332.0,allsvenskan,2009/10,Borås HC,Växjö Lakers HC,2.0,3.0,1-0, 1-2, 0-0, 0-0, 0-1,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,draw,home,away,draw,draw,away
9007,2009-12-09 ,Almtuna IS  - IF Troja/Ljungby,4 - 2,"1-1, 1-0, 2-1",1336.0,9301,2333.0,allsvenskan,2009/10,Almtuna IS,IF Troja/Ljungby,4.0,2.0,1-1, 1-0, 2-1,,,1.0,1.0,1.0,0.0,2.0,1.0,,,,,home,draw,home,home,,
9008,2009-12-09 ,IF Björklöven  - Mora IK,1 - 3,"1-2, 0-1, 0-0",3312.0,9301,2334.0,allsvenskan,2009/10,IF Björklöven,Mora IK,1.0,3.0,1-2, 0-1, 0-0,,,1.0,2.0,0.0,1.0,0.0,0.0,,,,,away,away,away,draw,,
9009,2009-12-11 ,Leksands IF  - VIK Västerås HK,3 - 1,"0-1, 1-0, 2-0",6107.0,9301,2335.0,allsvenskan,2009/10,Leksands IF,Västerås IK,3.0,1.0,0-1, 1-0, 2-0,,,0.0,1.0,1.0,0.0,2.0,0.0,,,,,home,away,home,home,,
9010,2009-12-09 ,VIK Västerås HK  - Leksands IF,5 - 4,"1-2, 2-0, 1-2, 1-0",4074.0,9301,2336.0,allsvenskan,2009/10,Västerås IK,Leksands IF,5.0,4.0,1-2, 2-0, 1-2, 1-0,,1.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,,,draw,away,home,away,home,
9011,2009-12-11 ,Växjö Lakers HC  - Borås HC,4 - 1,"1-0, 1-0, 2-1",2136.0,9301,2337.0,allsvenskan,2009/10,Växjö Lakers HC,Borås HC,4.0,1.0,1-0, 1-0, 2-1,,,1.0,0.0,1.0,0.0,2.0,1.0,,,,,home,home,home,home,,
9012,2009-12-11 ,IF Troja/Ljungby  - Almtuna IS,5 - 1,"3-0, 0-0, 2-1",923.0,9301,2338.0,allsvenskan,2009/10,IF Troja/Ljungby,Almtuna IS,5.0,1.0,3-0, 0-0, 2-1,,,3.0,0.0,0.0,0.0,2.0,1.0,,,,,home,home,draw,home,,
9013,2009-12-11 ,IF Sundsvall Hockey  - IK Oskarshamn,2 - 5,"0-2, 1-1, 1-2",550.0,9301,2339.0,allsvenskan,2009/10,IF Sundsvall Hockey,IK Oskarshamn,2.0,5.0,0-2, 1-1, 1-2,,,0.0,2.0,1.0,1.0,1.0,2.0,,,,,away,away,draw,away,,
9014,2009-12-12 ,Mora IK  - IF Björklöven,4 - 1,"0-1, 3-0, 1-0",2271.0,9301,2340.0,allsvenskan,2009/10,Mora IK,IF Björklöven,4.0,1.0,0-1, 3-0, 1-0,,,0.0,1.0,3.0,0.0,1.0,0.0,,,,,home,away,home,home,,
9015,2009-12-13 ,A I K IF  - IF Malmö Redhawks,2 - 4,"1-1, 0-1, 1-2",2356.0,9301,2342.0,allsvenskan,2009/10,AIK,IF Malmö Redhawks,2.0,4.0,1-1, 0-1, 1-2,,,1.0,1.0,0.0,1.0,1.0,2.0,,,,,away,draw,away,away,,
9016,2009-12-20 ,Bofors IK  - Örebro HK,4 - 3,"2-2, 1-0, 1-1",3212.0,9301,2341.0,allsvenskan,2009/10,Bofors IK,Örebro HK,4.0,3.0,2-2, 1-0, 1-1,,,2.0,2.0,1.0,0.0,1.0,1.0,,,,,home,draw,home,draw,,
9017,2009-12-16 ,Borås HC  - Bofors IK,5 - 4,"2-1, 1-2, 1-1, 0-0, 1-0",1209.0,9301,2343.0,allsvenskan,2009/10,Borås HC,Bofors IK,5.0,4.0,2-1, 1-2, 1-1, 0-0, 1-0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,draw,home,away,draw,draw,home
9018,2009-12-16 ,Leksands IF  - Växjö Lakers HC,8 - 3,"2-1, 2-1, 4-1",4285.0,9301,2344.0,allsvenskan,2009/10,Leksands IF,Växjö Lakers HC,8.0,3.0,2-1, 2-1, 4-1,,,2.0,1.0,2.0,1.0,4.0,1.0,,,,,home,home,home,home,,
9019,2009-12-16 ,Almtuna IS  - VIK Västerås HK,3 - 1,"1-0, 1-0, 1-1",1513.0,9301,2345.0,allsvenskan,2009/10,Almtuna IS,Västerås IK,3.0,1.0,1-0, 1-0, 1-1,,,1.0,0.0,1.0,0.0,1.0,1.0,,,,,home,home,home,draw,,
9020,2009-12-16 ,IK Oskarshamn  - IF Troja/Ljungby,0 - 3,"0-0, 0-2, 0-1",1750.0,9301,2346.0,allsvenskan,2009/10,IK Oskarshamn,IF Troja/Ljungby,0.0,3.0,0-0, 0-2, 0-1,,,0.0,0.0,0.0,2.0,0.0,1.0,,,,,away,draw,away,away,,
9021,2009-12-16 ,IF Björklöven  - IF Sundsvall Hockey,6 - 3,"0-0, 2-1, 4-2",1722.0,9301,2347.0,allsvenskan,2009/10,IF Björklöven,IF Sundsvall Hockey,6.0,3.0,0-0, 2-1, 4-2,,,0.0,0.0,2.0,1.0,4.0,2.0,,,,,home,draw,home,home,,
9022,2009-12-16 ,IF Malmö Redhawks  - Mora IK,1 - 4,"0-0, 0-2, 1-2",5480.0,9301,2348.0,allsvenskan,2009/10,IF Malmö Redhawks,Mora IK,1.0,4.0,0-0, 0-2, 1-2,,,0.0,0.0,0.0,2.0,1.0,2.0,,,,,away,draw,away,away,,
