,date,game,score,periodscore,spectators,schedule_id,game_id,league,season,home,away,score_home,score_away,p1score,p2score,p3score,p4score,p5score,p1score_home,p1score_away,p2score_home,p2score_away,p3score_home,p3score_away,p4score_home,p4score_away,p5score_home,p5score_away,result,result_p1,result_p2,result_p3,result_p4,result_p5
0,2020-09-19,Leksands IF  - Skellefteå AIK,4 - 5,"1-2, 0-2, 3-0, 0-1",50.0,11450,490388.0,shl,2020/21,Leksands IF,Skellefteå AIK,4.0,5.0,1-2, 0-2, 3-0, 0-1,,1.0,2.0,0.0,2.0,3.0,0.0,0.0,1.0,,,draw,away,away,home,away,
1,2020-09-19,Frölunda HC  - HV 71,3 - 0,"2-0, 1-0, 0-0",50.0,11450,490391.0,shl,2020/21,Frölunda HC,HV 71,3.0,0.0,2-0, 1-0, 0-0,,,2.0,0.0,1.0,0.0,0.0,0.0,,,,,home,home,home,draw,,
2,2020-09-19,Luleå HF  - Färjestad BK,4 - 2,"2-0, 1-0, 1-2",50.0,11450,490392.0,shl,2020/21,Luleå HF,Färjestad BK,4.0,2.0,2-0, 1-0, 1-2,,,2.0,0.0,1.0,0.0,1.0,2.0,,,,,home,home,home,away,,
3,2020-09-19,Rögle BK  - Linköping HC,6 - 4,"1-1, 3-1, 2-2",50.0,11450,490394.0,shl,2020/21,Rögle BK,Linköping HC,6.0,4.0,1-1, 3-1, 2-2,,,1.0,1.0,3.0,1.0,2.0,2.0,,,,,home,draw,home,draw,,
4,2020-09-22,IF Malmö Redhawks  - Leksands IF,3 - 5,"1-3, 1-1, 1-1",50.0,11450,490412.0,shl,2020/21,IF Malmö Redhawks,Leksands IF,3.0,5.0,1-3, 1-1, 1-1,,,1.0,3.0,1.0,1.0,1.0,1.0,,,,,away,away,draw,draw,,
5,2020-09-24,Örebro HK  - HV 71,5 - 4,"2-1, 1-3, 2-0",50.0,11450,490404.0,shl,2020/21,Örebro HK,HV 71,5.0,4.0,2-1, 1-3, 2-0,,,2.0,1.0,1.0,3.0,2.0,0.0,,,,,home,home,away,home,,
6,2020-09-24,Brynäs IF  - IK Oskarshamn,2 - 5,"1-2, 0-3, 1-0",50.0,11450,490405.0,shl,2020/21,Brynäs IF,IK Oskarshamn,2.0,5.0,1-2, 0-3, 1-0,,,1.0,2.0,0.0,3.0,1.0,0.0,,,,,away,away,away,home,,
7,2020-09-24,Växjö Lakers HC  - Färjestad BK,2 - 3,"0-1, 1-1, 1-0, 0-0, 0-1",50.0,11450,490409.0,shl,2020/21,Växjö Lakers HC,Färjestad BK,2.0,3.0,0-1, 1-1, 1-0, 0-0, 0-1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,draw,away,draw,home,draw,away
8,2020-09-26,Linköping HC  - Växjö Lakers HC,1 - 2,"1-1, 0-0, 0-0, 0-0, 0-1",50.0,11450,490413.0,shl,2020/21,Linköping HC,Växjö Lakers HC,1.0,2.0,1-1, 0-0, 0-0, 0-0, 0-1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,draw,draw,draw,draw,draw,away
9,2020-09-26,IK Oskarshamn  - Luleå HF,2 - 5,"1-1, 1-2, 0-2",50.0,11450,490414.0,shl,2020/21,IK Oskarshamn,Luleå HF,2.0,5.0,1-1, 1-2, 0-2,,,1.0,1.0,1.0,2.0,0.0,2.0,,,,,away,draw,away,away,,
10,2020-09-26,Skellefteå AIK  - Örebro HK,1 - 4,"0-1, 0-2, 1-1",50.0,11450,490415.0,shl,2020/21,Skellefteå AIK,Örebro HK,1.0,4.0,0-1, 0-2, 1-1,,,0.0,1.0,0.0,2.0,1.0,1.0,,,,,away,away,away,draw,,
11,2020-09-26,Färjestad BK  - Brynäs IF,3 - 5,"2-2, 1-1, 0-2",50.0,11450,490416.0,shl,2020/21,Färjestad BK,Brynäs IF,3.0,5.0,2-2, 1-1, 0-2,,,2.0,2.0,1.0,1.0,0.0,2.0,,,,,away,draw,draw,away,,
12,2020-09-26,HV 71  - Rögle BK,2 - 3,"0-1, 1-1, 1-1",50.0,11450,490417.0,shl,2020/21,HV 71,Rögle BK,2.0,3.0,0-1, 1-1, 1-1,,,0.0,1.0,1.0,1.0,1.0,1.0,,,,,away,away,draw,draw,,
13,2020-09-27,Djurgårdens IF  - Frölunda HC,0 - 2,"0-0, 0-1, 0-1",0.0,11450,490418.0,shl,2020/21,Djurgårdens IF,Frölunda HC,0.0,2.0,0-0, 0-1, 0-1,,,0.0,0.0,0.0,1.0,0.0,1.0,,,,,away,draw,away,away,,
14,2020-10-01,Leksands IF  - Örebro HK,3 - 5,"2-1, 0-2, 1-2",50.0,11450,490420.0,shl,2020/21,Leksands IF,Örebro HK,3.0,5.0,2-1, 0-2, 1-2,,,2.0,1.0,0.0,2.0,1.0,2.0,,,,,away,home,away,away,,
15,2020-10-01,Luleå HF  - HV 71,5 - 4,"2-1, 3-1, 0-2",50.0,11450,490424.0,shl,2020/21,Luleå HF,HV 71,5.0,4.0,2-1, 3-1, 0-2,,,2.0,1.0,3.0,1.0,0.0,2.0,,,,,home,home,home,away,,
16,2020-10-01,Skellefteå AIK  - Frölunda HC,3 - 1,"2-1, 1-0, 0-0",50.0,11450,490425.0,shl,2020/21,Skellefteå AIK,Frölunda HC,3.0,1.0,2-1, 1-0, 0-0,,,2.0,1.0,1.0,0.0,0.0,0.0,,,,,home,home,home,draw,,
17,2020-10-01,Djurgårdens IF  - IF Malmö Redhawks,3 - 0,"0-0, 1-0, 2-0",0.0,11450,490426.0,shl,2020/21,Djurgårdens IF,IF Malmö Redhawks,3.0,0.0,0-0, 1-0, 2-0,,,0.0,0.0,1.0,0.0,2.0,0.0,,,,,home,draw,home,home,,
18,2020-10-01,Växjö Lakers HC  - Rögle BK,2 - 1,"0-1, 1-0, 1-0",50.0,11450,490427.0,shl,2020/21,Växjö Lakers HC,Rögle BK,2.0,1.0,0-1, 1-0, 1-0,,,0.0,1.0,1.0,0.0,1.0,0.0,,,,,home,away,home,home,,
19,2020-10-01,Linköping HC  - Brynäs IF,5 - 4,"2-1, 0-3, 2-0, 1-0",50.0,11450,490428.0,shl,2020/21,Linköping HC,Brynäs IF,5.0,4.0,2-1, 0-3, 2-0, 1-0,,2.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,,,draw,home,away,home,home,
20,2020-10-01,IK Oskarshamn  - Färjestad BK,4 - 2,"3-1, 1-0, 0-1",50.0,11450,490429.0,shl,2020/21,IK Oskarshamn,Färjestad BK,4.0,2.0,3-1, 1-0, 0-1,,,3.0,1.0,1.0,0.0,0.0,1.0,,,,,home,home,home,away,,
21,2020-10-03,Luleå HF  - Växjö Lakers HC,2 - 1,"0-0, 1-0, 1-1",50.0,11450,490431.0,shl,2020/21,Luleå HF,Växjö Lakers HC,2.0,1.0,0-0, 1-0, 1-1,,,0.0,0.0,1.0,0.0,1.0,1.0,,,,,home,draw,home,draw,,
22,2020-10-03,Brynäs IF  - Skellefteå AIK,3 - 2,"1-2, 1-0, 1-0",50.0,11450,490432.0,shl,2020/21,Brynäs IF,Skellefteå AIK,3.0,2.0,1-2, 1-0, 1-0,,,1.0,2.0,1.0,0.0,1.0,0.0,,,,,home,away,home,home,,
23,2020-10-03,Rögle BK  - Djurgårdens IF,5 - 3,"2-0, 2-1, 1-2",50.0,11450,490433.0,shl,2020/21,Rögle BK,Djurgårdens IF,5.0,3.0,2-0, 2-1, 1-2,,,2.0,0.0,2.0,1.0,1.0,2.0,,,,,home,home,home,away,,
24,2020-10-03,Färjestad BK  - IF Malmö Redhawks,2 - 4,"0-0, 0-3, 2-1",50.0,11450,490434.0,shl,2020/21,Färjestad BK,IF Malmö Redhawks,2.0,4.0,0-0, 0-3, 2-1,,,0.0,0.0,0.0,3.0,2.0,1.0,,,,,away,draw,away,home,,
25,2020-10-03,HV 71  - IK Oskarshamn,6 - 3,"0-2, 3-1, 3-0",0.0,11450,490435.0,shl,2020/21,HV 71,IK Oskarshamn,6.0,3.0,0-2, 3-1, 3-0,,,0.0,2.0,3.0,1.0,3.0,0.0,,,,,home,away,home,home,,
26,2020-10-03,Örebro HK  - Linköping HC,6 - 4,"1-0, 3-1, 2-3",200.0,11450,490436.0,shl,2020/21,Örebro HK,Linköping HC,6.0,4.0,1-0, 3-1, 2-3,,,1.0,0.0,3.0,1.0,2.0,3.0,,,,,home,home,home,away,,
27,2020-10-03,Frölunda HC  - Leksands IF,4 - 2,"1-1, 2-1, 1-0",0.0,11450,490437.0,shl,2020/21,Frölunda HC,Leksands IF,4.0,2.0,1-1, 2-1, 1-0,,,1.0,1.0,2.0,1.0,1.0,0.0,,,,,home,draw,home,home,,
28,2020-10-08,Skellefteå AIK  - HV 71,4 - 2,"1-0, 1-1, 2-1",50.0,11450,490438.0,shl,2020/21,Skellefteå AIK,HV 71,4.0,2.0,1-0, 1-1, 2-1,,,1.0,0.0,1.0,1.0,2.0,1.0,,,,,home,home,draw,home,,
29,2020-10-08,Leksands IF  - Växjö Lakers HC,0 - 2,"0-0, 0-2, 0-0",50.0,11450,490439.0,shl,2020/21,Leksands IF,Växjö Lakers HC,0.0,2.0,0-0, 0-2, 0-0,,,0.0,0.0,0.0,2.0,0.0,0.0,,,,,away,draw,away,draw,,
30,2020-10-08,Djurgårdens IF  - Luleå HF,3 - 2,"1-0, 1-2, 0-0, 1-0",50.0,11450,490440.0,shl,2020/21,Djurgårdens IF,Luleå HF,3.0,2.0,1-0, 1-2, 0-0, 1-0,,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,,,draw,home,away,draw,home,
31,2020-10-08,Färjestad BK  - Linköping HC,5 - 4,"3-2, 0-0, 2-2",50.0,11450,490441.0,shl,2020/21,Färjestad BK,Linköping HC,5.0,4.0,3-2, 0-0, 2-2,,,3.0,2.0,0.0,0.0,2.0,2.0,,,,,home,home,draw,draw,,
32,2020-10-08,IK Oskarshamn  - Rögle BK,2 - 3,"1-1, 1-1, 0-1",50.0,11450,490442.0,shl,2020/21,IK Oskarshamn,Rögle BK,2.0,3.0,1-1, 1-1, 0-1,,,1.0,1.0,1.0,1.0,0.0,1.0,,,,,away,draw,draw,away,,
33,2020-10-08,IF Malmö Redhawks  - Örebro HK,2 - 1,"1-1, 1-0, 0-0",0.0,11450,490443.0,shl,2020/21,IF Malmö Redhawks,Örebro HK,2.0,1.0,1-1, 1-0, 0-0,,,1.0,1.0,1.0,0.0,0.0,0.0,,,,,home,draw,home,draw,,
34,2020-10-08,Frölunda HC  - Brynäs IF,3 - 0,"0-0, 1-0, 2-0",0.0,11450,490444.0,shl,2020/21,Frölunda HC,Brynäs IF,3.0,0.0,0-0, 1-0, 2-0,,,0.0,0.0,1.0,0.0,2.0,0.0,,,,,home,draw,home,home,,
35,2020-10-10,Luleå HF  - Brynäs IF,2 - 3,"0-1, 1-0, 1-1, 0-0, 0-1",50.0,11450,490445.0,shl,2020/21,Luleå HF,Brynäs IF,2.0,3.0,0-1, 1-0, 1-1, 0-0, 0-1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,draw,away,home,draw,draw,away
36,2020-10-10,Djurgårdens IF  - IK Oskarshamn,3 - 4,"1-1, 0-2, 2-1",50.0,11450,490446.0,shl,2020/21,Djurgårdens IF,IK Oskarshamn,3.0,4.0,1-1, 0-2, 2-1,,,1.0,1.0,0.0,2.0,2.0,1.0,,,,,away,draw,away,home,,
37,2020-10-10,Rögle BK  - Örebro HK,3 - 1,"2-0, 1-0, 0-1",50.0,11450,490447.0,shl,2020/21,Rögle BK,Örebro HK,3.0,1.0,2-0, 1-0, 0-1,,,2.0,0.0,1.0,0.0,0.0,1.0,,,,,home,home,home,away,,
38,2020-10-10,Växjö Lakers HC  - Skellefteå AIK,1 - 3,"1-0, 0-0, 0-3",50.0,11450,490448.0,shl,2020/21,Växjö Lakers HC,Skellefteå AIK,1.0,3.0,1-0, 0-0, 0-3,,,1.0,0.0,0.0,0.0,0.0,3.0,,,,,away,home,draw,away,,
39,2020-10-10,Linköping HC  - Leksands IF,1 - 4,"0-1, 1-1, 0-2",50.0,11450,490449.0,shl,2020/21,Linköping HC,Leksands IF,1.0,4.0,0-1, 1-1, 0-2,,,0.0,1.0,1.0,1.0,0.0,2.0,,,,,away,away,draw,away,,
40,2020-10-10,HV 71  - Färjestad BK,2 - 3,"2-2, 0-0, 0-0, 0-1",50.0,11450,490450.0,shl,2020/21,HV 71,Färjestad BK,2.0,3.0,2-2, 0-0, 0-0, 0-1,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,,,draw,draw,draw,draw,away,
41,2020-10-12,Frölunda HC  - Skellefteå AIK,3 - 2,"1-0, 1-1, 0-1, 0-0, 1-0",50.0,11450,490597.0,shl,2020/21,Frölunda HC,Skellefteå AIK,3.0,2.0,1-0, 1-1, 0-1, 0-0, 1-0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,draw,home,draw,away,draw,home
42,2020-10-15,Skellefteå AIK  - Färjestad BK,1 - 0,"0-0, 1-0, 0-0",50.0,11450,490452.0,shl,2020/21,Skellefteå AIK,Färjestad BK,1.0,0.0,0-0, 1-0, 0-0,,,0.0,0.0,1.0,0.0,0.0,0.0,,,,,home,draw,home,draw,,
43,2020-10-15,Örebro HK  - Luleå HF,1 - 2,"1-1, 0-0, 0-0, 0-0, 0-1",200.0,11450,490453.0,shl,2020/21,Örebro HK,Luleå HF,1.0,2.0,1-1, 0-0, 0-0, 0-0, 0-1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,draw,draw,draw,draw,draw,away
44,2020-10-15,Brynäs IF  - Rögle BK,2 - 1,"0-1, 2-0, 0-0",50.0,11450,490454.0,shl,2020/21,Brynäs IF,Rögle BK,2.0,1.0,0-1, 2-0, 0-0,,,0.0,1.0,2.0,0.0,0.0,0.0,,,,,home,away,home,draw,,
45,2020-10-15,Linköping HC  - Djurgårdens IF,5 - 4,"2-2, 2-1, 1-1",50.0,11450,490455.0,shl,2020/21,Linköping HC,Djurgårdens IF,5.0,4.0,2-2, 2-1, 1-1,,,2.0,2.0,2.0,1.0,1.0,1.0,,,,,home,draw,home,draw,,
46,2020-10-15,HV 71  - IF Malmö Redhawks,5 - 2,"1-1, 2-0, 2-1",50.0,11450,490456.0,shl,2020/21,HV 71,IF Malmö Redhawks,5.0,2.0,1-1, 2-0, 2-1,,,1.0,1.0,2.0,0.0,2.0,1.0,,,,,home,draw,home,home,,
47,2020-10-15,IK Oskarshamn  - Leksands IF,5 - 2,"0-1, 3-1, 2-0",0.0,11450,490457.0,shl,2020/21,IK Oskarshamn,Leksands IF,5.0,2.0,0-1, 3-1, 2-0,,,0.0,1.0,3.0,1.0,2.0,0.0,,,,,home,away,home,home,,
48,2020-10-15,Frölunda HC  - Växjö Lakers HC,3 - 2,"2-1, 1-1, 0-0",0.0,11450,490458.0,shl,2020/21,Frölunda HC,Växjö Lakers HC,3.0,2.0,2-1, 1-1, 0-0,,,2.0,1.0,1.0,1.0,0.0,0.0,,,,,home,home,draw,draw,,
49,2020-10-17,Växjö Lakers HC  - Brynäs IF,5 - 1,"0-0, 1-1, 4-0",50.0,11450,490459.0,shl,2020/21,Växjö Lakers HC,Brynäs IF,5.0,1.0,0-0, 1-1, 4-0,,,0.0,0.0,1.0,1.0,4.0,0.0,,,,,home,draw,draw,home,,
50,2020-10-17,IK Oskarshamn  - Örebro HK,2 - 3,"1-2, 0-0, 1-1",50.0,11450,490460.0,shl,2020/21,IK Oskarshamn,Örebro HK,2.0,3.0,1-2, 0-0, 1-1,,,1.0,2.0,0.0,0.0,1.0,1.0,,,,,away,away,draw,draw,,
51,2020-10-17,IF Malmö Redhawks  - Luleå HF,2 - 4,"0-3, 0-0, 2-1",0.0,11450,490461.0,shl,2020/21,IF Malmö Redhawks,Luleå HF,2.0,4.0,0-3, 0-0, 2-1,,,0.0,3.0,0.0,0.0,2.0,1.0,,,,,away,away,draw,home,,
52,2020-10-17,Leksands IF  - Rögle BK,3 - 2,"1-1, 1-1, 0-0, 1-0",50.0,11450,490463.0,shl,2020/21,Leksands IF,Rögle BK,3.0,2.0,1-1, 1-1, 0-0, 1-0,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,,,draw,draw,draw,draw,home,
53,2020-10-17,Skellefteå AIK  - Linköping HC,3 - 2,"0-2, 2-0, 1-0",50.0,11450,490462.0,shl,2020/21,Skellefteå AIK,Linköping HC,3.0,2.0,0-2, 2-0, 1-0,,,0.0,2.0,2.0,0.0,1.0,0.0,,,,,home,away,home,home,,
54,2020-10-17,Djurgårdens IF  - HV 71,6 - 3,"1-0, 1-3, 4-0",50.0,11450,490464.0,shl,2020/21,Djurgårdens IF,HV 71,6.0,3.0,1-0, 1-3, 4-0,,,1.0,0.0,1.0,3.0,4.0,0.0,,,,,home,home,away,home,,
55,2020-10-17,Färjestad BK  - Frölunda HC,3 - 0,"1-0, 0-0, 2-0",50.0,11450,490465.0,shl,2020/21,Färjestad BK,Frölunda HC,3.0,0.0,1-0, 0-0, 2-0,,,1.0,0.0,0.0,0.0,2.0,0.0,,,,,home,home,draw,home,,
56,2020-10-20,Leksands IF  - Djurgårdens IF,3 - 2,"0-1, 0-1, 2-0, 1-0",50.0,11450,490402.0,shl,2020/21,Leksands IF,Djurgårdens IF,3.0,2.0,0-1, 0-1, 2-0, 1-0,,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,,,draw,away,away,home,home,
57,2020-10-20,IF Malmö Redhawks  - Frölunda HC,2 - 6,"0-2, 1-1, 1-3",50.0,11450,490451.0,shl,2020/21,IF Malmö Redhawks,Frölunda HC,2.0,6.0,0-2, 1-1, 1-3,,,0.0,2.0,1.0,1.0,1.0,3.0,,,,,away,away,draw,away,,
58,2020-10-22,Luleå HF  - Leksands IF,5 - 2,"2-0, 1-1, 2-1",50.0,11450,490466.0,shl,2020/21,Luleå HF,Leksands IF,5.0,2.0,2-0, 1-1, 2-1,,,2.0,0.0,1.0,1.0,2.0,1.0,,,,,home,home,draw,home,,
59,2020-10-22,Rögle BK  - Frölunda HC,5 - 4,"1-1, 2-2, 2-1",50.0,11450,490468.0,shl,2020/21,Rögle BK,Frölunda HC,5.0,4.0,1-1, 2-2, 2-1,,,1.0,1.0,2.0,2.0,2.0,1.0,,,,,home,draw,draw,home,,
60,2020-10-22,Färjestad BK  - Örebro HK,7 - 3,"2-2, 3-1, 2-0",50.0,11450,490469.0,shl,2020/21,Färjestad BK,Örebro HK,7.0,3.0,2-2, 3-1, 2-0,,,2.0,2.0,3.0,1.0,2.0,0.0,,,,,home,draw,home,home,,
61,2020-10-22,HV 71  - Brynäs IF,6 - 4,"3-1, 1-1, 2-2",50.0,11450,490471.0,shl,2020/21,HV 71,Brynäs IF,6.0,4.0,3-1, 1-1, 2-2,,,3.0,1.0,1.0,1.0,2.0,2.0,,,,,home,home,draw,draw,,
62,2020-10-22,Växjö Lakers HC  - IF Malmö Redhawks,4 - 3,"0-0, 2-2, 2-1",50.0,11450,490472.0,shl,2020/21,Växjö Lakers HC,IF Malmö Redhawks,4.0,3.0,0-0, 2-2, 2-1,,,0.0,0.0,2.0,2.0,2.0,1.0,,,,,home,draw,draw,home,,
63,2020-10-24,Skellefteå AIK  - Rögle BK,,,,11450,,shl,2020/21,Skellefteå AIK,Rögle BK,,,,,,,,,,,,,,,,,,,,,,,
64,2020-10-24,Leksands IF  - Färjestad BK,,,,11450,,shl,2020/21,Leksands IF,Färjestad BK,,,,,,,,,,,,,,,,,,,,,,,
65,2020-10-24,Frölunda HC  - Luleå HF,,,,11450,,shl,2020/21,Frölunda HC,Luleå HF,,,,,,,,,,,,,,,,,,,,,,,
66,2020-10-24,IK Oskarshamn  - IF Malmö Redhawks,,,,11450,,shl,2020/21,IK Oskarshamn,IF Malmö Redhawks,,,,,,,,,,,,,,,,,,,,,,,
67,2020-10-24,Örebro HK  - Växjö Lakers HC,,,,11450,,shl,2020/21,Örebro HK,Växjö Lakers HC,,,,,,,,,,,,,,,,,,,,,,,
68,2020-10-27,Luleå HF  - Linköping HC,,,,11450,,shl,2020/21,Luleå HF,Linköping HC,,,,,,,,,,,,,,,,,,,,,,,
69,2020-10-27,Leksands IF  - HV 71,,,,11450,,shl,2020/21,Leksands IF,HV 71,,,,,,,,,,,,,,,,,,,,,,,
70,2020-10-27,Örebro HK  - Brynäs IF,,,,11450,,shl,2020/21,Örebro HK,Brynäs IF,,,,,,,,,,,,,,,,,,,,,,,
71,2020-10-27,Växjö Lakers HC  - Djurgårdens IF,,,,11450,,shl,2020/21,Växjö Lakers HC,Djurgårdens IF,,,,,,,,,,,,,,,,,,,,,,,
72,2020-10-27,Färjestad BK  - Rögle BK,,,,11450,,shl,2020/21,Färjestad BK,Rögle BK,,,,,,,,,,,,,,,,,,,,,,,
73,2020-10-27,IK Oskarshamn  - Frölunda HC,,,,11450,,shl,2020/21,IK Oskarshamn,Frölunda HC,,,,,,,,,,,,,,,,,,,,,,,
74,2020-10-27,IF Malmö Redhawks  - Skellefteå AIK,,,,11450,,shl,2020/21,IF Malmö Redhawks,Skellefteå AIK,,,,,,,,,,,,,,,,,,,,,,,
75,2020-10-29,Skellefteå AIK  - IK Oskarshamn,,,,11450,,shl,2020/21,Skellefteå AIK,IK Oskarshamn,,,,,,,,,,,,,,,,,,,,,,,
76,2020-10-29,Brynäs IF  - Leksands IF,,,,11450,,shl,2020/21,Brynäs IF,Leksands IF,,,,,,,,,,,,,,,,,,,,,,,
77,2020-10-29,Djurgårdens IF  - Färjestad BK,,,,11450,,shl,2020/21,Djurgårdens IF,Färjestad BK,,,,,,,,,,,,,,,,,,,,,,,
78,2020-10-29,Rögle BK  - Luleå HF,,,,11450,,shl,2020/21,Rögle BK,Luleå HF,,,,,,,,,,,,,,,,,,,,,,,
79,2020-10-29,Linköping HC  - IF Malmö Redhawks,,,,11450,,shl,2020/21,Linköping HC,IF Malmö Redhawks,,,,,,,,,,,,,,,,,,,,,,,
80,2020-10-29,HV 71  - Växjö Lakers HC,,,,11450,,shl,2020/21,HV 71,Växjö Lakers HC,,,,,,,,,,,,,,,,,,,,,,,
81,2020-10-29,Frölunda HC  - Örebro HK,,,,11450,,shl,2020/21,Frölunda HC,Örebro HK,,,,,,,,,,,,,,,,,,,,,,,
82,2020-10-31,IK Oskarshamn  - Linköping HC,,,,11450,,shl,2020/21,IK Oskarshamn,Linköping HC,,,,,,,,,,,,,,,,,,,,,,,
83,2020-10-31,IF Malmö Redhawks  - Färjestad BK,,,,11450,,shl,2020/21,IF Malmö Redhawks,Färjestad BK,,,,,,,,,,,,,,,,,,,,,,,
84,2020-10-31,Örebro HK  - Skellefteå AIK,,,,11450,,shl,2020/21,Örebro HK,Skellefteå AIK,,,,,,,,,,,,,,,,,,,,,,,
85,2020-10-31,Brynäs IF  - Djurgårdens IF,,,,11450,,shl,2020/21,Brynäs IF,Djurgårdens IF,,,,,,,,,,,,,,,,,,,,,,,
86,2020-10-31,Luleå HF  - Rögle BK,,,,11450,,shl,2020/21,Luleå HF,Rögle BK,,,,,,,,,,,,,,,,,,,,,,,
87,2020-10-31,Leksands IF  - Frölunda HC,,,,11450,,shl,2020/21,Leksands IF,Frölunda HC,,,,,,,,,,,,,,,,,,,,,,,
88,2020-10-31,Växjö Lakers HC  - HV 71,,,,11450,,shl,2020/21,Växjö Lakers HC,HV 71,,,,,,,,,,,,,,,,,,,,,,,
89,2020-11-10,Luleå HF  - Frölunda HC,,,,11450,,shl,2020/21,Luleå HF,Frölunda HC,,,,,,,,,,,,,,,,,,,,,,,
90,2020-11-10,Brynäs IF  - HV 71,,,,11450,,shl,2020/21,Brynäs IF,HV 71,,,,,,,,,,,,,,,,,,,,,,,
91,2020-11-10,Växjö Lakers HC  - Örebro HK,,,,11450,,shl,2020/21,Växjö Lakers HC,Örebro HK,,,,,,,,,,,,,,,,,,,,,,,
92,2020-11-10,Färjestad BK  - Leksands IF,,,,11450,,shl,2020/21,Färjestad BK,Leksands IF,,,,,,,,,,,,,,,,,,,,,,,
93,2020-11-10,Linköping HC  - Skellefteå AIK,,,,11450,,shl,2020/21,Linköping HC,Skellefteå AIK,,,,,,,,,,,,,,,,,,,,,,,
94,2020-11-10,IK Oskarshamn  - Djurgårdens IF,,,,11450,,shl,2020/21,IK Oskarshamn,Djurgårdens IF,,,,,,,,,,,,,,,,,,,,,,,
95,2020-11-10,IF Malmö Redhawks  - Rögle BK,,,,11450,,shl,2020/21,IF Malmö Redhawks,Rögle BK,,,,,,,,,,,,,,,,,,,,,,,
96,2020-11-12,Skellefteå AIK  - Växjö Lakers HC,,,,11450,,shl,2020/21,Skellefteå AIK,Växjö Lakers HC,,,,,,,,,,,,,,,,,,,,,,,
97,2020-11-12,Leksands IF  - IK Oskarshamn,,,,11450,,shl,2020/21,Leksands IF,IK Oskarshamn,,,,,,,,,,,,,,,,,,,,,,,
98,2020-11-12,Örebro HK  - IF Malmö Redhawks,,,,11450,,shl,2020/21,Örebro HK,IF Malmö Redhawks,,,,,,,,,,,,,,,,,,,,,,,
99,2020-11-12,Djurgårdens IF  - Linköping HC,,,,11450,,shl,2020/21,Djurgårdens IF,Linköping HC,,,,,,,,,,,,,,,,,,,,,,,
100,2020-11-12,Rögle BK  - Brynäs IF,,,,11450,,shl,2020/21,Rögle BK,Brynäs IF,,,,,,,,,,,,,,,,,,,,,,,
101,2020-11-12,HV 71  - Luleå HF,,,,11450,,shl,2020/21,HV 71,Luleå HF,,,,,,,,,,,,,,,,,,,,,,,
102,2020-11-12,Frölunda HC  - Färjestad BK,,,,11450,,shl,2020/21,Frölunda HC,Färjestad BK,,,,,,,,,,,,,,,,,,,,,,,
103,2020-11-14,Växjö Lakers HC  - Luleå HF,,,,11450,,shl,2020/21,Växjö Lakers HC,Luleå HF,,,,,,,,,,,,,,,,,,,,,,,
104,2020-11-14,HV 71  - Leksands IF,,,,11450,,shl,2020/21,HV 71,Leksands IF,,,,,,,,,,,,,,,,,,,,,,,
105,2020-11-14,IK Oskarshamn  - Skellefteå AIK,,,,11450,,shl,2020/21,IK Oskarshamn,Skellefteå AIK,,,,,,,,,,,,,,,,,,,,,,,
106,2020-11-14,IF Malmö Redhawks  - Brynäs IF,,,,11450,,shl,2020/21,IF Malmö Redhawks,Brynäs IF,,,,,,,,,,,,,,,,,,,,,,,
107,2020-11-14,Örebro HK  - Rögle BK,,,,11450,,shl,2020/21,Örebro HK,Rögle BK,,,,,,,,,,,,,,,,,,,,,,,
108,2020-11-14,Färjestad BK  - Djurgårdens IF,,,,11450,,shl,2020/21,Färjestad BK,Djurgårdens IF,,,,,,,,,,,,,,,,,,,,,,,
109,2020-11-14,Linköping HC  - Frölunda HC,,,,11450,,shl,2020/21,Linköping HC,Frölunda HC,,,,,,,,,,,,,,,,,,,,,,,
110,2020-11-16,Djurgårdens IF  - Skellefteå AIK,,,,11450,,shl,2020/21,Djurgårdens IF,Skellefteå AIK,,,,,,,,,,,,,,,,,,,,,,,
111,2020-11-17,Rögle BK  - IF Malmö Redhawks,,,,11450,,shl,2020/21,Rögle BK,IF Malmö Redhawks,,,,,,,,,,,,,,,,,,,,,,,
112,2020-11-19,Luleå HF  - Örebro HK,,,,11450,,shl,2020/21,Luleå HF,Örebro HK,,,,,,,,,,,,,,,,,,,,,,,
113,2020-11-19,Skellefteå AIK  - Djurgårdens IF,,,,11450,,shl,2020/21,Skellefteå AIK,Djurgårdens IF,,,,,,,,,,,,,,,,,,,,,,,
114,2020-11-19,Leksands IF  - Linköping HC,,,,11450,,shl,2020/21,Leksands IF,Linköping HC,,,,,,,,,,,,,,,,,,,,,,,
